N	3gram	Voloshinov_1	Mirosoze
1	не может быть	13	17
2	не было бы	1	5
3	а не в	1	4
4	но и в	1	4
5	это и есть	2	4
6	с тем что	1	3
7	это значит что	1	3
8	и в самом	1	3
9	и в нем	1	3
10	прежде всего в	1	2
11	по отношению к	2	2
12	до сих пор	8	2
13	и не может	9	2
14	хотя бы и	1	2
15	не только в	1	2
16	в конце концов	3	2
17	не могут быть	2	2
18	это не значит	1	2
19	он не знает	1	2
20	а не только	1	2
21	для того чтобы	3	2
22	в высшей степени	3	2
23	непосредственно примыкает к	1	1
24	– все это	2	1
25	нет и не	2	1
26	в ней нет	1	1
27	не значит конечно	1	1
28	значит конечно что	1	1
29	в самом деле	9	1
30	для других –	1	1
31	и не было	1	1
32	как и все	2	1
33	только может быть	1	1
34	и найдет свое	1	1
35	в отличие от	5	1
36	в наше время	1	1
37	но и сама	1	1
38	свет и на	1	1
39	ней нет ничего	1	1
40	существуют лишь в	1	1
41	и потому в	1	1
42	он ни был	1	1
43	в нем нет	2	1
44	может быть и	3	1
45	человека не есть	1	1
46	вообще не существует	1	1
47	же этот процесс	1	1
48	для него как	1	1
49	нем нет ничего	1	1
50	в значительной степени	1	1
51	так как они	1	1
52	быть и речи	2	1
53	по природе своей	1	1
54	все более и	1	1
55	социальной среды и	1	1
56	во всяком случае	2	1
57	одна и та	1	1
58	и речи о	1	1
59	в отношении к	4	1
60	тем что в	1	1
61	в себе и	1	1
62	между этими двумя	2	1
63	но ведь как	1	1
64	от того что	2	1
65	не может отказаться	1	1
66	и ту же	1	1
67	и есть та	1	1
68	возможно лишь в	1	1
69	есть прежде всего	1	1
70	более и более	1	1
71	можно было бы	2	1
72	и та же	1	1
73	во многих отношениях	1	1
74	одну и ту	1	1
75	в том что	3	1
76	выходит за пределы	1	1
77	выходят за пределы	1	1
