N	3gram	Tiupa_Disk_2	Myshleni
1	в том что	6	21
2	с точки зрения	2	18
3	с одной стороны	4	7
4	во всяком случае	1	6
5	не может быть	3	6
6	по отношению к	4	5
7	в самом деле	1	4
8	а с другой	1	4
9	о том что	3	4
10	в конечном счете	1	4
11	состоит в том	2	3
12	в том числе	1	3
13	в отличие от	12	3
14	том числе и	1	3
15	в данном случае	6	3
16	в этом отношении	4	3
17	том что в	1	2
18	в другом месте	1	2
19	подобно тому как	2	2
20	одной стороны и	2	2
21	друг от друга	1	2
22	на всем протяжении	1	2
23	речь идет о	1	2
24	по своей природе	1	1
25	но и от	1	1
26	по сути дела	1	1
27	в той или	1	1
28	я и ты	1	1
29	внешнее по отношению	1	1
30	дело в том	2	1
31	или иной мере	1	1
32	друг на друга	1	1
33	что в одном	1	1
34	бы то ни	1	1
35	только то что	1	1
36	данном случае не	1	1
37	то что в	1	1
38	того и другого	1	1
39	но для этого	1	1
40	на каждом шагу	1	1
41	что в них	1	1
42	в частности что	1	1
43	именно в этом	1	1
44	как и их	1	1
45	с ней в	1	1
46	и то что	2	1
47	и в частности	1	1
48	не приводит к	1	1
49	в целом и	1	1
50	выводу о том	1	1
51	в применении к	1	1
52	и мн др	2	1
53	не в том	1	1
54	в такой же	1	1
55	то ни было	1	1
56	целом и в	1	1
57	приходит к выводу	1	1
58	не могут быть	1	1
59	о том какое	1	1
60	и т.п но	1	1
61	к выводу о	1	1
62	с другой стороны	1	1
63	и т.п в	1	1
64	и все же	3	1
65	жизни в том	1	1
66	с самого начала	1	1
67	включает в себя	1	1
68	той или иной	3	1
69	можно сказать что	1	1
70	не последнюю роль	1	1
71	там же как	1	1
72	об одном и	1	1
73	не только от	1	1
74	как и в	5	1
75	в свое время	2	1
