N	3gram	Tiupa_Disk_1	Hudozhes
1	о том что	5	9
2	то же время	4	8
3	по отношению к	9	8
4	в то же	3	8
5	в том что	13	6
6	с точки зрения	1	3
7	в этом отношении	1	3
8	в связи с	1	3
9	несет в себе	1	3
10	в следующей главе	1	3
11	тем не менее	1	3
12	как и в	1	3
13	дама с собачкой	1	3
14	том что в	2	2
15	только потому что	1	2
16	по своей природе	2	2
17	о том как	1	2
18	того или иного	1	2
19	что же касается	2	2
20	только в том	2	2
21	что он не	1	2
22	но одновременно и	1	2
23	в первую очередь	1	2
24	до сих пор	1	2
25	в равной мере	1	2
26	ту или иную	1	2
27	не согласиться с	1	2
28	для своего времени	1	2
29	не только в	2	2
30	это прежде всего	3	2
31	в значительной степени	2	2
32	не в том	3	2
33	так и от	1	2
34	а порой и	1	2
35	не может быть	3	2
36	в конечном счете	1	2
37	речь идет о	1	2
38	на то что	1	2
39	это не случайно	1	2
40	исторические корни которого	1	1
41	комбинации душевных свойств	1	1
42	на том что	1	1
43	совиновности в мировом	1	1
44	не имеют не	1	1
45	в чистом виде	1	1
46	сопричастности к мировому	1	1
47	обнаруживает себя в	1	1
48	как уже говорилось	1	1
49	в смысле замкнутой	1	1
50	и точность словесного	1	1
51	состоит в том	2	1
52	веков хотел внушить	1	1
53	нами не как	1	1
54	притчи и анекдота	1	1
55	прежде всего в	1	1
56	личной совиновности в	1	1
57	но как субъекты	1	1
58	непосредственное ощущение личной	1	1
59	на самом деле	1	1
60	но при этом	3	1
61	таком взгляде на	1	1
62	не как объекты	1	1
63	в этом смысле	1	1
64	том что он	1	1
65	то же самое	2	1
66	причастной вненаходимости бахтин	1	1
67	одной стороны и	2	1
68	справедливо по отношению	1	1
69	в одной из	2	1
70	личного опыта в	1	1
71	предстают перед нами	1	1
72	в таком случае	1	1
73	том случае если	1	1
74	и в то	1	1
75	с самого начала	1	1
76	до известной степени	1	1
77	свойств они предстают	1	1
78	художественного наблюдения но	1	1
79	сами по себе	2	1
80	что он ее	1	1
81	мировому добру и	1	1
82	некий нравственный закон	1	1
83	более или менее	2	1
84	случае если оно	1	1
85	точность словесного выражения	1	1
86	понятая объективно чужое	1	1
87	в отличие от	4	1
88	внушить своему христианскому	1	1
89	этот жанровый импульс	1	1
90	как и все	1	1
91	объекты художественного наблюдения	1	1
92	добру и личной	1	1
93	и описываемое как	1	1
94	имеют не только	1	1
95	тогда как его	1	1
96	каждый из них	1	1
97	и личной совиновности	1	1
98	в том случае	1	1
99	перед нами не	1	1
100	к себе и	1	1
101	тогда как в	5	1
102	черты характера среди	1	1
103	в науке о	2	1
104	содержит в себе	1	1
105	только внешних черт	1	1
106	субъекты этического выбора	1	1
107	настаивал на том	1	1
108	именно в этой	1	1
109	не сводится к	2	1
110	при таком взгляде	1	1
111	по своему происхождению	2	1
112	христианскому читателю самое	1	1
113	не только внешних	1	1
114	внешних черт но	1	1
115	так и в	1	1
116	и потому что	1	1
117	в равной степени	1	1
118	описываемое как вещь	1	1
119	требует для себя	1	1
120	характера среди любых	1	1
121	они предстают перед	1	1
122	равной мере и	1	1
123	смысле замкнутой комбинации	1	1
124	своему искусно сохраните	1	1
125	в том и	1	1
126	характеристик и описаний	1	1
127	как объекты художественного	1	1
128	во всяком случае	1	1
129	среди любых событий	1	1
130	явно не соответствует	1	1
131	ощущение личной сопричастности	1	1
132	в свое время	1	1
133	не только потому	1	1
134	а в том	2	1
135	в данном случае	2	1
136	христианский писатель средних	1	1
137	как будто бы	1	1
138	писатель средних веков	1	1
139	наблюдаемое и описываемое	1	1
140	личной сопричастности к	1	1
141	в свою очередь	3	1
142	черт но и	1	1
143	самое непосредственное ощущение	1	1
144	как субъекты этического	1	1
145	трудно не согласиться	1	1
146	герою своему искусно	1	1
147	легко заметить что	1	1
148	к мировому добру	1	1
149	замкнутой комбинации душевных	1	1
150	душевных свойств они	1	1
151	своему христианскому читателю	1	1
152	наблюдения но как	1	1
153	личность понятая объективно	1	1
154	но все же	1	1
155	самое непосредственное отношение	1	1
156	по сути дела	2	1
157	в мировом зле	1	1
158	которая может быть	1	1
159	прежде всего это	1	1
160	сохраните черты характера	1	1
161	средних веков хотел	1	1
162	мировом зле [...]	1	1
163	с одной стороны	9	1
164	предлагаемая вниманию читателя	1	1
165	хотел внушить своему	1	1
166	зле [...] такой	1	1
167	читателю самое непосредственное	1	1
168	пока еще не	3	1
169	искусно сохраните черты	1	1
