N	2gram	Bakhtin_sl_1	NovoeSre
1	а не	15	17
2	и в	41	16
3	не может	14	16
4	и не	16	11
5	и есть	1	10
6	в том	3	8
7	жизни и	1	8
8	он не	3	8
9	культуры и	1	7
10	в этом	12	7
11	может быть	14	7
12	как и	4	7
13	с его	4	6
14	не в	7	6
15	ни в	1	6
16	никогда не	3	6
17	лишь в	4	6
18	но это	1	6
19	не знает	1	6
20	должен быть	1	5
21	с ее	4	5
22	в ней	4	5
23	и к	5	5
24	не только	16	5
25	в жизни	1	5
26	все это	5	5
27	в нем	30	5
28	со всех	1	4
29	о том	3	4
30	всех сторон	1	4
31	эпохи и	2	4
32	перестает быть	2	4
33	в них	6	4
34	это не	6	4
35	прежде всего	8	4
36	не было	3	4
37	должно быть	2	4
38	и потому	4	4
39	по своему	2	4
40	не менее	1	4
41	и для	4	4
42	и все	4	4
43	потому что	2	4
44	с другой	5	3
45	смысле слова	2	3
46	в ее	2	3
47	еще не	4	3
48	во всех	17	3
49	за пределы	4	3
50	в истории	3	3
51	как в	8	3
52	конечно не	3	3
53	всех сферах	3	3
54	не значит	1	3
55	к ним	1	3
56	но и	16	3
57	это было	1	3
58	не есть	2	3
59	в своей	7	3
60	она не	3	3
61	эти формы	1	3
62	в основе	5	3
63	в духе	2	3
64	к тому	3	3
65	сказать что	2	3
66	и это	1	2
67	же как	2	2
68	связана с	2	2
69	силы и	1	2
70	время как	2	2
71	роль в	2	2
72	не имеют	1	2
73	ведь и	1	2
74	переход к	1	2
75	можно было	2	2
76	так и	11	2
77	мы не	2	2
78	и с	4	2
79	для этого	1	2
80	но она	1	2
81	и что	1	2
82	и на	14	2
83	стоят на	1	2
84	на протяжении	2	2
85	но не	2	2
86	в новом	1	2
87	в свои	1	2
88	все время	3	2
89	с этим	3	2
90	хотя и	2	2
91	но в	8	2
92	все эти	9	2
93	с одной	4	2
94	себя в	9	2
95	есть в	1	2
96	в себе	3	2
97	уже не	2	2
98	вернуться к	1	2
99	не могла	2	2
100	не к	1	2
101	нашего времени	1	2
102	у него	3	2
103	что она	1	2
104	что все	2	2
105	нет и	1	2
106	и даже	6	2
107	и было	1	2
108	том что	2	2
109	вместе с	1	2
110	так же	2	2
111	место в	1	2
112	одной стороны	4	2
113	такого рода	2	2
114	мир и	1	2
115	другой стороны	4	2
116	обращение к	1	2
117	по существу	3	2
118	том и	2	2
119	xviii века	2	2
120	и формы	4	2
121	глубины и	1	2
122	равно как	1	2
