N	2gram	Propp_Isto_6	VerxiiNi
1	и в	26	26
2	таким образом	12	22
3	с тем	4	18
4	в этом	12	15
5	вместе с	8	15
6	точки зрения	1	13
7	как бы	4	12
8	в том	12	11
9	из этих	4	10
10	не только	10	10
11	и с	6	10
12	может быть	11	10
13	после смерти	2	10
14	в области	1	9
15	так как	18	9
16	но и	9	9
17	что в	12	9
18	но не	2	8
19	главным образом	3	8
20	в индии	3	8
21	с другой	10	8
22	и не	10	8
23	как на	3	8
24	но в	7	7
25	связанные с	1	7
26	но все	2	7
27	том что	10	7
28	потому что	13	7
29	к нему	1	7
30	с одной	7	7
31	то что	6	7
32	а с	2	7
33	одной стороны	7	7
34	того же	2	6
35	представление о	9	6
36	все же	8	6
37	все эти	8	6
38	в себе	3	6
39	всяком случае	2	6
40	к тому	2	6
41	так и	5	6
42	о том	7	6
43	что и	4	6
44	несмотря на	1	6
45	все это	1	6
46	мы должны	2	6
47	во всяком	2	6
48	отношение к	1	5
49	сих пор	4	5
50	и к	1	5
51	в силу	1	5
52	в мире	1	5
53	или менее	1	5
54	не имеет	2	5
55	того чтобы	1	5
56	никогда не	13	5
57	с другом	1	5
58	для того	1	5
59	образом в	1	5
60	в его	5	5
61	до сих	4	5
62	а не	2	5
63	друг с	1	5
64	и для	1	5
65	так же	2	5
66	одной из	1	5
67	более или	1	5
68	том числе	1	5
69	в котором	1	4
70	индии и	1	4
71	то же	5	4
72	целый ряд	2	4
73	учение о	1	4
74	в этой	2	4
75	и по	4	4
76	что все	1	4
77	то есть	1	4
78	он не	2	4
79	далеко не	3	4
80	попадает в	3	4
81	бога и	1	4
82	в которых	2	4
83	в то	5	4
84	в нем	8	4
85	а в	3	4
86	числе и	1	4
87	что оно	4	4
88	и что	5	4
89	и только	3	4
90	только в	5	4
91	и вместе	1	4
92	на этот	1	4
93	не может	6	4
94	из которых	3	4
95	в так	1	4
96	и от	3	4
97	в этих	2	4
98	что он	9	4
99	в виде	6	4
100	же как	3	3
101	на западе	2	3
102	не вполне	2	3
103	большей частью	2	3
104	в своем	2	3
105	и нет	1	3
106	когда он	3	3
107	и как	2	3
108	за собой	5	3
109	что это	2	3
110	так или	1	3
111	и те	2	3
112	и если	1	3
113	при этом	3	3
114	индии в	1	3
115	и при	1	3
116	оказывается что	1	3
117	тем не	1	3
118	если бы	3	3
119	не менее	1	3
120	как о	1	3
121	представляет собой	2	3
122	к концу	3	3
123	в других	4	3
124	и о	1	3
125	ясно что	1	3
126	можно сказать	2	3
127	того что	2	3
128	но с	1	3
129	в качестве	3	3
130	так что	3	3
131	из которого	1	3
132	уже не	7	3
133	что эти	2	3
134	для него	1	3
135	в одном	3	3
136	к ним	1	3
137	случае не	1	3
138	и даже	1	3
139	или иначе	1	3
140	в связи	1	3
141	с этой	2	3
142	у них	4	3
143	отношению к	2	3
144	и другие	3	3
145	к этому	3	3
146	в таком	1	3
147	точно так	2	3
148	одним из	1	2
149	в русских	1	2
150	связана с	3	2
151	и это	8	2
152	и больше	2	2
153	его не	2	2
154	мы имеем	14	2
155	ни у	1	2
156	еще не	9	2
157	и на	12	2
158	с его	4	2
159	во всех	1	2
160	основано на	1	2
161	друг на	1	2
162	силы и	1	2
163	в китае	4	2
164	или иное	3	2
165	на небе	5	2
166	относится к	2	2
167	что именно	1	2
168	и наконец	3	2
169	ни один	1	2
170	он в	1	2
171	на то	2	2
172	не как	1	2
173	из него	2	2
174	людей и	2	2
175	связан с	6	2
176	те же	1	2
177	них не	1	2
178	на все	1	2
179	с целью	1	2
180	образом если	1	2
181	в них	3	2
182	на друга	1	2
183	не всегда	4	2
184	мы видели	11	2
185	но если	1	2
186	и сейчас	2	2
187	которые в	2	2
188	не в	3	2
189	как от	1	2
190	в тело	1	2
191	этими двумя	1	2
192	ее с	1	2
193	не могло	2	2
194	выхода из	1	2
195	больше чем	1	2
196	так например	3	2
197	ли это	1	2
198	не потому	3	2
199	и здесь	1	2
200	начиная с	1	2
201	не могут	1	2
202	выход из	1	2
203	похож на	1	2
204	отличается от	2	2
205	утверждать что	2	2
206	время он	1	2
207	но при	2	2
208	и сами	1	2
209	то или	2	2
210	приводит к	1	2
211	на восток	1	2
212	в образе	10	2
213	не с	1	2
214	связанных с	1	2
215	по тому	1	2
216	для этого	1	2
217	ярко в	1	2
218	к одной	1	2
219	с того	1	2
220	а также	4	2
221	должно было	1	2
222	между тем	1	2
223	наконец в	1	2
224	быть и	1	2
225	по своей	1	2
226	один из	3	2
227	и действительно	3	2
228	очень много	1	2
229	между этими	1	2
230	от них	1	2
231	уже в	1	2
232	эти черты	1	2
233	одно из	1	2
234	мы можем	7	2
235	но вместе	1	2
236	и из	1	2
237	именно в	1	2
238	прежде всего	4	2
239	связано с	4	2
240	превращается в	7	2
241	не было	3	2
242	в одно	2	2
243	уже давно	2	2
244	связь с	11	2
245	по существу	1	2
246	никем не	1	2
247	что мы	2	2
248	влечет за	2	2
249	о котором	2	2
250	в другое	1	2
251	пути к	1	2
252	из себя	1	2
253	в эту	2	2
254	только что	2	2
255	в свою	1	2
256	сказать что	3	2
257	из этого	3	2
258	жизни и	2	2
259	все что	4	2
260	этой точки	1	2
261	сидит он	1	1
262	это неверно	1	1
263	с новыми	1	1
264	на голове	1	1
265	только он	2	1
266	представляют себе	2	1
267	вряд ли	1	1
268	речь идет	1	1
269	таком случае	1	1
270	в этот	1	1
271	и через	3	1
272	мере в	1	1
273	и есть	1	1
274	что когда	2	1
275	которое мы	1	1
276	этого мира	1	1
277	полагают что	1	1
278	и до	2	1
279	все те	1	1
280	индии мы	1	1
281	то самое	2	1
282	между человеком	1	1
283	и этот	1	1
284	несколько иной	1	1
285	этом направлении	1	1
286	мы уже	6	1
287	а как	1	1
288	превратились в	1	1
289	мы не	6	1
290	мир не	2	1
291	нам в	1	1
292	именно к	1	1
293	этого момента	1	1
294	этом не	1	1
295	он как	1	1
296	это всегда	1	1
297	представлением о	2	1
298	время как	3	1
299	совпадает с	1	1
300	оно есть	1	1
301	существо которое	1	1
302	не совсем	1	1
303	же что	1	1
304	кто же	1	1
305	было очень	1	1
306	в ней	5	1
307	а другие	1	1
308	связи со	1	1
309	на них	1	1
310	мы читаем	1	1
311	за это	1	1
312	не представляется	1	1
313	что его	1	1
314	общих чертах	1	1
315	природы и	1	1
316	так для	1	1
317	землю и	1	1
318	видели что	3	1
319	руками и	1	1
320	же она	1	1
321	у сибирских	1	1
322	по отношению	2	1
323	вступают в	1	1
324	а через	2	1
325	отличие от	1	1
326	что они	2	1
327	человек может	1	1
328	как по	1	1
329	идет о	1	1
330	трудно сказать	1	1
331	в одной	2	1
332	эта связь	6	1
333	как в	6	1
334	некоторое время	1	1
335	народа в	1	1
336	вспомним что	1	1
337	что касается	2	1
338	однако не	1	1
339	предстоит еще	1	1
340	и предоставляется	1	1
341	его к	1	1
342	себе не	1	1
343	есть ли	1	1
344	с душой	1	1
345	от этого	3	1
346	над природой	1	1
347	вниз в	1	1
348	та же	3	1
349	а во-вторых	1	1
350	формы в	1	1
351	бы с	1	1
352	то время	3	1
353	связь ее	1	1
354	связанного с	1	1
355	по форме	1	1
356	с царем	1	1
357	и тот	1	1
358	имеем в	4	1
359	если он	3	1
360	на юг	1	1
361	на его	4	1
362	чтобы они	2	1
363	в первую	1	1
364	к одному	1	1
365	и более	1	1
366	с представлением	2	1
367	на земле	4	1
368	чтобы в	1	1
369	на этом	1	1
370	что душа	3	1
371	что она	3	1
372	человека в	2	1
373	жить в	1	1
374	от нее	2	1
375	в одну	1	1
376	задний план	1	1
377	а по	1	1
378	на этой	2	1
379	его в	5	1
380	есть не	1	1
381	мире как	1	1
382	это не	4	1
383	было бы	2	1
384	в свой	1	1
385	чаще всего	5	1
386	для постройки	1	1
387	в жизни	1	1
388	смерть и	2	1
389	с богом	1	1
390	ни в	2	1
391	нет в	3	1
392	о которых	1	1
393	она и	1	1
394	соответствии с	1	1
395	как и	5	1
396	оно имеет	1	1
397	чем в	1	1
398	такою же	1	1
399	героем и	1	1
