N	2gram	Bakhtin_Fr_6	Myslijsy
1	потому что	3	46
2	то есть	24	34
3	в том	2	32
4	и в	41	30
5	может быть	2	28
6	то же	5	23
7	не только	10	21
8	только в	3	21
9	для нас	2	20
10	но и	13	19
11	того что	3	18
12	том что	7	18
13	то что	10	18
14	что в	7	17
15	в себе	5	16
16	по себе	1	16
17	и не	3	15
18	не в	4	15
19	а не	2	15
20	таким образом	17	14
21	что и	1	13
22	так как	10	13
23	вместе с	6	12
24	а в	4	12
25	так и	5	11
26	этого слова	1	11
27	как в	4	10
28	в этом	12	10
29	как и	7	10
30	в то	6	10
31	и что	5	10
32	мы не	2	9
33	из этих	2	9
34	в нем	16	9
35	было бы	3	9
36	тогда когда	2	9
37	между тем	2	9
38	для него	1	9
39	и то	2	8
40	в ней	4	8
41	в самом	10	8
42	что не	3	8
43	что мы	2	8
44	с одной	4	7
45	но не	2	7
46	с тем	1	7
47	тем что	5	7
48	как мы	12	7
49	так что	2	7
50	в языке	1	7
51	вовсе не	7	7
52	с другой	4	7
53	смысле этого	1	7
54	например в	6	6
55	то это	1	6
56	с этим	3	6
57	между собою	5	6
58	с ним	4	6
59	не имеет	1	6
60	те же	3	6
61	там же	1	6
62	что он	6	6
63	уже не	1	6
64	из них	5	6
65	а потому	1	6
66	и слово	1	6
67	но оно	3	6
68	не может	4	6
69	образ и	1	6
70	но это	3	6
71	если б	2	5
72	человека и	2	5
73	сам по	1	5
74	еще не	1	5
75	по отношению	1	5
76	в своем	5	5
77	и как	4	5
78	думать что	1	5
79	с другими	3	5
80	и тем	1	5
81	в них	7	5
82	же время	5	5
83	можно видеть	1	5
84	как на	1	5
85	не могут	2	5
86	не менее	1	5
87	словом и	1	5
88	уже в	4	5
89	одно из	1	5
90	есть только	3	5
91	отношению к	1	5
92	слова и	1	5
93	сказать что	6	5
94	в действительности	1	5
95	тем же	1	4
96	что именно	2	4
97	не было	1	4
98	что это	5	4
99	бы не	1	4
100	он не	2	4
101	перестает быть	1	4
102	и по	1	4
