N	2gram	Losev_Dial_3	Marksizm
1	может быть	13	28
2	и пр	6	25
3	и в	24	19
4	как бы	3	19
5	и не	27	19
6	в процессе	1	18
7	не может	19	18
8	точки зрения	25	17
9	то же	6	16
10	и его	5	16
11	как мы	2	15
12	в этом	8	15
13	в сущности	10	14
14	таким образом	13	14
15	не только	23	13
16	с точки	14	13
17	связи с	1	13
18	в нем	3	11
19	если бы	6	11
20	вовсе не	13	11
21	не в	3	10
22	так и	5	10
23	но и	9	10
24	том что	8	10
25	самом деле	6	9
26	при этом	2	9
27	как и	7	9
28	как целое	3	9
29	для него	4	9
30	в основе	3	9
31	это –	16	9
32	а не	26	9
33	на почве	1	9
34	с его	2	8
35	в то	5	8
36	же время	3	8
37	только в	5	8
38	отнюдь не	10	8
39	на самом	1	7
40	его в	1	7
41	и более	1	7
42	одна из	3	7
43	никогда не	7	7
44	в том	5	7
45	прежде всего	8	7
46	в связи	1	7
47	и для	2	7
48	но в	2	7
49	в таком	14	7
50	мы уже	3	6
51	во всех	1	6
52	и как	8	6
53	в самом	7	6
54	если мы	1	6
55	слова и	1	6
56	ни в	9	6
57	в смысле	2	6
58	к тому	4	6
59	для того	3	6
60	же самое	1	6
61	и следовательно	2	6
62	быть и	3	6
63	мы можем	1	6
64	– не	7	6
65	и все	6	6
66	хотя бы	4	6
67	ни было	1	6
68	к другому	1	5
69	и на	3	5
70	все же	3	5
71	то ни	1	5
72	в данном	2	5
73	в их	2	5
74	слово –	2	5
75	– и	4	5
76	и здесь	2	5
77	к нему	3	5
78	в его	2	5
79	мы ни	1	5
80	или иной	4	5
81	– вот	2	5
82	тем более	3	5
83	совершенно не	2	5
84	– как	3	5
85	так же	4	5
86	должна быть	6	4
87	а как	1	4
88	категории и	1	4
89	и ее	3	4
90	слова о	1	4
91	бы то	2	4
92	о слове	1	4
93	конечно не	4	4
94	только на	7	4
95	в себе	2	4
96	на то	3	4
97	– лишь	1	4
98	это не	4	4
99	было бы	5	4
100	и тем	2	4
101	в слове	3	4
102	тому что	4	4
103	в отношении	1	4
104	ничего не	17	4
105	той или	2	4
106	для себя	2	4
107	в точном	1	4
108	того что	12	4
109	что он	13	4
110	как раз	7	4
111	– в	6	4
112	пр и	1	4
113	связь с	1	4
114	– это	6	4
115	бы в	2	4
116	то что	14	4
117	сказать что	4	4
118	таком случае	10	3
119	и то	4	3
120	в котором	1	3
121	исходит из	2	3
122	не имеют	2	3
123	высшей степени	1	3
124	ни взяли	1	3
125	в ней	2	3
126	еще не	2	3
127	в ее	1	3
128	иногда и	1	3
129	за пределы	3	3
130	чем же	1	3
131	в истории	4	3
132	с этим	3	3
133	перед нами	3	3
134	все эти	3	3
135	учение о	8	3
136	но ведь	1	3
137	слово в	2	3
138	он не	5	3
139	не к	1	3
140	не как	1	3
141	– на	1	3
142	в корне	1	3
143	одно и	5	3
144	не будет	3	3
145	той же	3	3
146	по себе	20	3
147	в этих	1	3
148	какое бы	1	3
149	в устах	1	3
150	а иногда	1	3
151	не имеет	11	3
152	они являются	1	3
153	в каком	3	3
154	у нас	4	3
155	могут быть	2	3
156	не есть	54	3
157	– именно	1	3
158	и это	4	3
159	мы только	1	3
160	о том	6	3
161	что и	6	3
162	социальной среды	1	3
163	одной из	1	3
164	с одной	3	3
165	в качестве	1	3
166	так как	6	3
167	до сих	1	3
168	с другой	4	3
169	не было	3	3
170	одной стороны	3	3
171	да и	1	3
172	для понимания	1	3
173	должно быть	3	3
174	и формы	2	3
175	и от	3	3
176	сих пор	1	3
177	не существует	10	3
178	что оно	7	3
179	сознания и	4	3
180	только что	4	3
181	а в	2	3
182	во всяком	2	3
183	нем нет	1	2
184	отношения к	1	2
185	слова –	1	2
186	в зависимости	2	2
187	от своего	2	2
188	из всего	1	2
189	вопрос о	5	2
190	конечно и	1	2
191	зависимости от	3	2
192	и он	2	2
193	и самого	1	2
194	целое и	2	2
195	он был	1	2
196	иное как	6	2
197	то мы	1	2
198	но как	2	2
199	в одной	3	2
200	независимо от	1	2
201	опирается на	1	2
202	стороны и	1	2
203	в своем	3	2
204	более или	1	2
205	от этого	1	2
206	что это	12	2
207	тому же	2	2
208	из него	1	2
209	знает ни	1	2
210	им как	1	2
211	и с	6	2
212	– то	1	2
213	то есть	1	2
214	это было	3	2
