N	3gram	Nazirov_Tr_1	Problemy
1	то же время	5	9
2	в то же	5	9
3	в том что	2	6
4	и в этом	1	5
5	но в то	2	5
6	в конце концов	1	5
7	том что он	1	4
8	в мире достоевского	1	4
9	не может быть	1	4
10	и т п	1	3
11	во всяком случае	1	3
12	но все же	2	2
13	в самом деле	1	2
14	и до конца	1	2
15	и не может	1	2
16	хотя бы и	1	2
17	в той же	1	2
18	романа достоевского в	1	2
19	начала и до	1	2
20	в данном случае	2	2
21	с начала и	1	2
22	все же не	1	2
23	как и его	1	1
24	по замыслу достоевского	2	1
25	из подполья это	1	1
26	также что все	1	1
27	одно из самых	1	1
28	в этом случае	1	1
29	в своей книге	1	1
30	и сам автор	1	1
31	в столкновение с	1	1
32	но и на	1	1
33	но несмотря на	1	1
34	прежде всего необходимо	1	1
35	точно так же	2	1
36	так и в	3	1
37	но у него	1	1
38	и в частности	2	1
39	могут быть отнесены	1	1
40	в высшей степени	1	1
41	и входят в	1	1
42	с ним она	1	1
43	кто он есть	1	1
44	не мудрено что	2	1
45	не могут быть	1	1
46	создается впечатление что	1	1
47	для самого автора	1	1
48	но уже не	1	1
49	он сам сознает	1	1
50	о том что	2	1
51	если б я	1	1
52	в одном из	1	1
53	по сравнению с	1	1
54	это и есть	1	1
55	у него есть	1	1
56	с самого начала	1	1
57	не только не	1	1
58	но как в	1	1
59	к тому что	1	1
60	для него была	1	1
61	не только к	1	1
