N	3gram	Vygotskiy__1	Istorich
1	и т д	8	16
2	с другой стороны	5	8
3	не только в	1	5
4	о том что	7	5
5	так же как	4	4
6	с одной стороны	5	4
7	что у него	3	4
8	в тех случаях	1	4
9	тем не менее	2	4
10	в том что	9	4
11	этой точки зрения	5	3
12	то что в	1	3
13	с этой точки	4	3
14	мы видим что	2	3
15	не может быть	8	3
16	дело не в	1	3
17	должны быть признаны	1	2
18	то время как	5	2
19	точно так же	3	2
20	до сих пор	3	2
21	в том чтобы	7	2
22	лежит в основе	1	2
23	ответ на вопрос	1	2
24	так и в	2	2
25	образом мы видим	1	2
26	а в том	2	2
27	мы не можем	2	2
28	таким образом мы	1	2
29	в то время	5	2
30	у него есть	1	2
31	другой стороны и	2	2
32	от всех других	2	2
33	на то чтобы	2	2
34	как и в	4	2
35	что и в	2	2
36	мы увидим что	2	2
37	и в конце	1	1
38	не в состоянии	3	1
39	при помощи которых	1	1
40	хотя и не	2	1
41	сказать что в	3	1
42	с точки зрения	2	1
43	все дело в	1	1
44	состоит в том	2	1
45	оно может быть	1	1
46	но так как	1	1
47	бег и т	1	1
48	в самом деле	7	1
49	и в особенности	1	1
50	никак не может	2	1
51	и действительно мы	1	1
52	он не только	2	1
53	т д и	1	1
54	же как и	1	1
55	то же самое	2	1
56	и как он	1	1
57	он не может	1	1
58	что ни в	1	1
59	только в том	3	1
60	но и у	1	1
61	в зависимости от	5	1
62	сама по себе	2	1
63	независимо от того	1	1
64	и т п	15	1
65	совершенно так же	1	1
66	здесь совершенно ясно	1	1
67	а потом уже	1	1
68	один из авторов	1	1
69	вместе с тем	2	1
70	мы все же	1	1
71	то что она	1	1
72	это совершенно очевидно	1	1
73	и тот же	1	1
74	склонен думать что	1	1
75	так как это	1	1
76	в различных формах	1	1
77	в которой он	1	1
78	в связи с	1	1
79	то что он	1	1
80	на составные части	1	1
81	в связи со	1	1
82	общественного развития но	1	1
83	только о том	1	1
84	не только у	1	1
85	же самое и	1	1
86	один и тот	1	1
87	на вопрос о	1	1
88	не может сделать	1	1
89	более или менее	2	1
90	надо сказать что	3	1
91	с достаточной ясностью	1	1
92	одна из форм	1	1
93	вопрос о том	1	1
94	по тому что	1	1
95	ту или иную	1	1
96	какую роль играет	1	1
97	один из самых	1	1
98	совершенно очевидно что	2	1
99	приводит нас к	1	1
100	в противоречие с	2	1
101	т д то	1	1
102	для нас не	1	1
103	и в каждом	1	1
104	мы видели что	2	1
