N	2gram	Vygotskiy__3	Literetu
1	не только	6	24
2	при этом	5	19
3	в качестве	12	17
4	но и	4	17
5	в том	23	16
6	а не	1	16
7	в частности	4	15
8	том что	20	14
9	может быть	13	13
10	и не	10	12
11	в этом	14	12
12	в своем	4	11
13	состоит в	3	11
14	прежде всего	4	11
15	такого рода	2	10
16	то что	15	10
17	или иначе	2	9
18	в целом	13	8
19	так или	1	8
20	не в	6	8
21	и в	25	8
22	только в	10	8
23	как это	7	8
24	как бы	10	7
25	в себе	2	7
26	не менее	6	7
27	в его	15	7
28	уже не	2	7
29	как и	15	6
30	точки зрения	6	6
31	и сам	3	6
32	того что	10	6
33	связи с	9	6
34	в жизни	3	6
35	одним из	5	5
36	то же	2	5
37	отличие от	6	5
38	как в	9	5
39	не столько	4	5
40	в отличие	6	5
41	в то	4	5
42	для себя	1	5
43	а также	2	5
44	в конечном	1	5
45	же в	2	5
46	что он	6	5
47	уже в	7	5
48	не может	6	5
49	в данном	1	5
50	с этой	3	5
51	с его	2	5
52	тем самым	2	5
53	в своей	2	4
54	еще не	4	4
55	столь же	7	4
56	но не	6	4
57	в этой	5	4
58	все же	6	4
59	представляет собой	6	4
60	в случае	3	4
61	не как	3	4
62	в силу	6	4
63	для этого	2	4
64	в уме	1	4
65	и его	2	4
66	ведет к	1	4
67	деятельности в	1	4
68	данном случае	1	4
69	никогда не	4	4
70	так и	5	4
71	еще в	2	4
72	и тем	1	4
73	из них	4	4
74	в конце	1	4
75	друг друга	4	4
76	как раз	1	4
77	в связи	6	4
78	в своих	2	4
79	например в	1	3
80	в сфере	2	3
81	тех же	1	3
82	тем же	4	3
83	также и	1	3
84	по отношению	3	3
85	в самом	3	3
86	бы не	1	3
87	с их	2	3
88	таким образом	17	3
89	той же	4	3
90	его в	3	3
91	несмотря на	1	3
92	не мог	4	3
93	но в	1	3
94	том же	1	3
95	на рубеже	1	3
96	одна из	2	3
97	в основе	16	3
98	в области	7	3
99	в виду	1	3
100	в пределах	1	3
101	приводит к	4	3
102	по аналогии	1	3
103	одного из	2	3
104	сводится к	1	3
105	нуждается в	1	3
106	другого в	2	3
107	не сводится	1	3
108	по своей	7	3
109	один из	6	3
110	потому что	6	3
111	одно из	1	3
112	у него	1	3
113	и даже	1	3
114	с другой	6	3
115	в сознание	1	3
116	да и	1	3
117	этой точки	2	3
118	аналогии с	1	3
119	что в	17	3
120	а в	4	3
121	во всяком	4	3
122	человека и	5	2
123	того же	6	2
124	не остается	1	2
125	и то	2	2
126	отношения между	5	2
127	из его	1	2
128	та же	1	2
129	в сущности	1	2
130	на себя	2	2
131	из того	2	2
132	а только	1	2
133	относится к	1	2
134	отнюдь не	4	2
135	общего с	1	2
136	целом но	1	2
137	следующим образом	1	2
138	этой цели	1	2
139	или иную	1	2
140	все эти	7	2
141	из этих	4	2
142	тому же	1	2
143	во многих	1	2
144	как он	3	2
145	с чем	1	2
146	в нем	2	2
147	окружающей его	1	2
148	в нашей	2	2
149	подобно тому	1	2
150	на этом	3	2
151	для всей	1	2
152	различие между	1	2
153	здесь как	1	2
154	было бы	10	2
155	для них	1	2
156	в слове	1	2
157	и того	4	2
158	в любом	1	2
159	а как	2	2
160	всяком случае	4	2
161	с точки	1	2
162	мы в	2	2
163	от себя	1	2
164	жизни с	1	2
165	тем не	5	2
166	однако в	2	2
167	даже в	1	2
168	так называемого	1	2
169	раз и	1	2
170	на один	1	2
171	дело не	1	2
172	виду не	1	2
173	мышления и	23	2
174	жизни не	1	2
175	и является	1	2
176	этом отношении	3	2
177	могут быть	5	2
178	к тому	4	2
179	должен быть	1	2
180	в себя	3	2
181	направленной на	2	2
182	но при	1	2
183	роль в	1	2
184	на том	3	2
185	в мире	2	2
186	ту же	1	2
187	новых и	2	2
188	или иной	3	2
189	является по	1	2
190	в другом	1	2
191	о том	5	2
192	с одной	5	2
193	не могло	1	2
194	между тем	3	2
195	и только	2	2
196	хотя бы	1	2
197	их не	1	2
198	по этому	3	2
199	то и	4	2
200	что не	1	2
201	так называемый	1	2
202	по выражению	1	2
203	ту или	1	2
204	что для	1	2
205	для него	5	2
206	не случайно	1	2
207	как носитель	1	2
208	тем что	8	2
209	одной стороны	5	2
210	за пределы	1	2
211	превращается в	1	2
212	не на	1	2
213	все более	2	2
214	тому как	2	2
215	можно было	6	2
216	не является	8	2
217	это как	1	2
218	все они	2	2
219	не есть	3	2
220	не обладает	1	2
221	отношению к	2	2
222	по поводу	1	2
223	которая не	4	2
224	как известно	3	1
225	человеческой речи	1	1
226	же как	6	1
227	только потому	2	1
228	между двумя	2	1
229	к другому	2	1
230	по которым	1	1
231	на две	1	1
232	определяется в	1	1
233	и этот	1	1
234	ни были	1	1
235	который в	3	1
236	есть не	1	1
237	мы не	9	1
238	был начат	1	1
239	вопрос о	1	1
240	в становлении	1	1
241	есть нечто	1	1
242	ему в	1	1
243	зависимости от	6	1
244	и он	1	1
245	не иметь	3	1
246	бы то	1	1
247	предполагать что	1	1
248	в чем	2	1
249	только после	2	1
250	тем как	1	1
251	средств и	1	1
252	план не	1	1
253	но как	3	1
254	отказываемся от	1	1
255	отношение к	1	1
256	в наиболее	1	1
257	не просто	1	1
258	что они	10	1
259	к достижению	1	1
260	которые могли	1	1
261	для всех	1	1
262	более и	1	1
263	предметы и	1	1
264	однако не	1	1
265	перед нами	10	1
266	мы можем	7	1
267	и слова	1	1
268	могли бы	11	1
269	как уже	6	1
270	и как	5	1
271	имеет в	1	1
272	на какой	1	1
273	то в	3	1
274	за собой	1	1
275	еще на	1	1
276	себе как	1	1
277	в которой	1	1
278	это открытие	1	1
279	он в	1	1
280	если мы	3	1
281	вопросом и	1	1
282	в последнее	3	1
283	однако как	1	1
284	что к	1	1
285	а напротив	1	1
286	после чего	1	1
287	не приводит	2	1
288	на то	4	1
289	вследствие этого	1	1
290	в разрешении	1	1
291	деятельности направленной	1	1
292	он не	4	1
293	потребности в	1	1
294	ключ к	1	1
295	объекта на	1	1
296	едва ли	2	1
297	к одному	5	1
298	в начале	2	1
299	почти исключительно	1	1
300	и более	1	1
301	в зависимости	5	1
302	в плане	2	1
303	целого ряда	1	1
304	постольку поскольку	2	1
305	и по	5	1
306	но все	2	1
307	значительной степени	1	1
308	то ни	1	1
309	а затем	1	1
310	исследования эти	1	1
311	и с	1	1
312	бы быть	2	1
313	а по	2	1
314	что перед	4	1
315	может стать	1	1
316	которая как	1	1
317	каждой новой	2	1
318	в них	2	1
319	и вы	1	1
320	в ее	1	1
321	мы имеем	4	1
322	с тем	16	1
323	поэтому было	1	1
324	с такой	1	1
325	как угодно	1	1
326	должно быть	2	1
327	иначе говоря	2	1
328	такой же	1	1
329	в один	2	1
330	который как	1	1
331	со всей	2	1
332	одного и	4	1
333	с более	1	1
334	на первый	2	1
335	в эту	2	1
336	в этих	2	1
337	представить себе	1	1
338	в следующем	2	1
339	это делает	1	1
340	в отношении	6	1
341	которого является	1	1
342	когда ребенок	2	1
343	как центральную	1	1
344	в условиях	1	1
345	в которых	3	1
346	до последнего	1	1
347	в памяти	1	1
348	однако он	1	1
349	задачу не	1	1
350	если бы	5	1
351	ни было	2	1
352	не могли	3	1
353	быть не	1	1
354	тому чтобы	1	1
355	вовсе не	1	1
356	процессов к	1	1
357	и тому	1	1
358	между людьми	1	1
359	случае в	1	1
360	чистом виде	1	1
361	значение слова	4	1
362	на три	1	1
363	синкретизма и	1	1
364	не имеет	1	1
365	самого начала	6	1
366	тогда когда	4	1
367	на него	1	1
368	к изучению	2	1
369	когда они	1	1
370	и образуется	1	1
371	отличное от	1	1
372	и тяжелое	1	1
373	но только	3	1
374	это еще	1	1
375	общий для	1	1
376	это мы	2	1
377	на котором	2	1
378	имеем дело	2	1
379	показывает нам	1	1
380	другой стороны	3	1
381	для нас	2	1
382	же слова	2	1
383	о нем	1	1
384	другого но	1	1
385	уже и	1	1
386	в каком	2	1
387	с другом	5	1
388	перед ним	3	1
389	конечный результат	1	1
390	отличается от	3	1
391	и другим	1	1
392	имеет место	3	1
393	что при	1	1
394	одним и	2	1
395	устанавливает по	1	1
396	ничего общего	3	1
397	на предмет	1	1
398	на вопрос	1	1
399	следует отнести	1	1
400	как утверждает	1	1
401	глубоко в	1	1
402	как мы	8	1
403	но по	2	1
404	свою очередь	2	1
405	и от	2	1
406	последнее время	3	1
407	мы никогда	2	1
408	зрения для	1	1
409	с самого	6	1
410	в дальнейшем	1	1
411	к жизни	2	1
412	как с	4	1
413	с известными	1	1
414	решающую роль	4	1
415	или в	2	1
416	на путь	1	1
417	собой в	1	1
418	возникающее в	1	1
419	мог бы	4	1
420	и первые	1	1
421	быть может	1	1
422	с этого	1	1
423	в эпоху	1	1
424	собой и	1	1
425	а отнюдь	1	1
426	и здесь	2	1
427	в состав	1	1
428	и т.д	5	1
429	нам представляется	1	1
430	настолько что	1	1
431	это вполне	1	1
432	и внутреннее	1	1
433	и что	10	1
434	очевидно что	1	1
435	и который	1	1
436	в пользу	5	1
437	теми или	2	1
438	как наиболее	1	1
439	в значительной	1	1
440	на основе	22	1
441	к истине	1	1
442	во всех	1	1
443	том или	1	1
444	путь к	3	1
445	этому поводу	1	1
446	и во	2	1
447	и всякая	1	1
448	или иными	2	1
449	на одном	1	1
450	во всей	1	1
451	что же	1	1
452	и других	2	1
453	вслед за	3	1
454	но наиболее	1	1
455	идя по	1	1
456	последней завершающей	1	1
457	тот же	2	1
458	в какой	4	1
459	не идет	1	1
460	может оказаться	1	1
461	между этими	1	1
462	только при	2	1
463	тот или	1	1
464	со всеми	6	1
465	не можем	3	1
466	и у	6	1
467	значения слов	5	1
468	в большинстве	1	1
469	оно в	1	1
470	в виде	3	1
471	за ним	1	1
472	человеческому интеллекту	1	1
473	конкретный предмет	1	1
474	не так	1	1
475	постановка проблемы	1	1
476	слова в	2	1
477	в котором	3	1
478	в одном	2	1
479	не для	1	1
480	слово как	1	1
481	так как	12	1
482	не о	1	1
483	общения и	1	1
484	это речь	2	1
485	или ином	1	1
486	значение только	1	1
487	побуждает и	2	1
488	бы это	1	1
489	один в	1	1
490	в исторической	1	1
491	что и	10	1
492	выходит за	1	1
493	до сих	1	1
494	именно в	5	1
495	стороны он	2	1
496	человека а	1	1
497	с той	2	1
498	чем он	1	1
499	а с	3	1
500	этой задачи	2	1
501	во внешней	1	1
502	на основании	11	1
503	впоследствии в	1	1
504	поведения не	1	1
505	чем за	1	1
506	до конца	1	1
507	он становится	1	1
508	или с	1	1
509	становится для	1	1
510	мы знаем	4	1
511	него в	1	1
512	совпадают в	1	1
513	ни на	2	1
514	речь не	2	1
515	многих случаях	1	1
516	принципиальное значение	1	1
517	выступающих в	1	1
518	в той	1	1
519	восприятия а	1	1
520	и на	6	1
521	одновременно с	1	1
522	на эту	1	1
523	в мир	1	1
524	по существу	1	1
525	многих других	1	1
526	в состоянии	1	1
527	в это	1	1
528	с ее	5	1
529	не выходит	1	1
530	как например	1	1
531	к новому	1	1
532	сих пор	1	1
533	этом и	2	1
534	но для	1	1
535	из ряда	1	1
536	другом месте	1	1
537	процесса в	6	1
538	из которых	5	1
539	совершается на	1	1
540	более ранних	1	1
541	не подлежит	1	1
542	и другими	2	1
543	слова у	4	1
544	говоря о	1	1
545	последнего времени	1	1
546	от него	1	1
547	и все	4	1
548	находит свое	2	1
549	основанному на	1	1
550	уже у	1	1
551	центральную проблему	1	1
552	только что	2	1
553	в словесном	1	1
554	или не	1	1
555	отношению ко	1	1
556	этой деятельности	1	1
557	целый ряд	1	1
558	в свою	3	1
559	в ходе	1	1
560	между ними	3	1
561	с ней	3	1
562	сказать что	4	1
563	от всех	2	1
564	в действительности	1	1
565	пути к	3	1
566	друга как	1	1
567	к действительности	1	1
568	в роли	2	1
569	однако мы	1	1
570	вместе с	14	1
571	к этому	3	1
572	значение в	3	1
573	и особенно	2	1
574	все что	2	1
575	том числе	1	1
576	к построению	1	1
