N	3gram	Losev_Vlad_1	Psycholo
1	для того чтобы	2	19
2	в том что	7	12
3	о том что	7	10
4	в самом деле	1	7
5	на то что	4	6
6	к тому что	1	5
7	что он не	3	4
8	как раз в	1	4
9	том что он	2	3
10	и что в	1	3
11	в том чтобы	2	3
12	в конце концов	3	3
13	смысле этого слова	1	3
14	и в этом	1	3
15	то что он	5	3
16	во всяком случае	2	3
17	заключается в том	1	3
18	это и есть	1	3
19	за то что	1	3
20	с одной стороны	1	3
21	и в конце	1	2
22	тех пор пока	1	2
23	как это делает	1	2
24	с ним в	1	2
25	все это было	2	2
26	вместе с тем	1	2
27	и в частности	2	2
28	в это время	1	2
29	то время как	1	2
30	если бы мы	1	2
31	с другой стороны	3	2
32	и той же	1	2
33	в то время	2	2
34	одно из этих	1	2
35	не только не	1	2
36	до тех пор	1	2
37	одной и той	1	2
38	на то как	1	2
39	мы уже знаем	1	2
40	к тому же	2	2
41	и т д	2	2
42	никак не могла	1	1
43	потому что его	1	1
44	мы знаем что	2	1
45	что иное как	1	1
46	даже больше того	1	1
47	таким образом согласно	1	1
48	также и в	1	1
49	что она всегда	1	1
50	бы то ни	1	1
51	у него не	2	1
52	только то что	1	1
53	но он не	1	1
54	с тем что	1	1
55	то же время	4	1
56	свидетельствуют о том	2	1
57	все той же	1	1
58	и не может	1	1
59	из которых мы	1	1
60	так как он	2	1
61	и я не	1	1
62	уже о том	1	1
63	и понимали что	1	1
64	то что у	2	1
65	можно сказать с	1	1
66	то ни было	1	1
67	в каком случае	1	1
68	свидетельствуют о его	1	1
69	и в то	2	1
70	то можно сказать	1	1
71	а также и	1	1
72	по существу дела	1	1
73	в окончательном виде	1	1
74	и то обстоятельство	2	1
75	а с другой	1	1
76	и уже в	1	1
77	и привело к	1	1
78	в свою очередь	1	1
79	из них не	1	1
80	бы мы имели	1	1
81	мы сейчас увидим	2	1
82	дело в том	4	1
83	но только в	1	1
84	и в своих	1	1
85	не в одном	1	1
86	которая никак не	1	1
87	вовсе не из	1	1
88	но и вообще	1	1
89	нет ни одного	1	1
90	ни в каком	1	1
91	у него в	1	1
92	мысль о том	1	1
93	не может быть	3	1
94	то обстоятельство что	2	1
95	не что иное	1	1
96	и вместе с	1	1
97	них не может	1	1
98	и никогда не	1	1
99	не только в	2	1
100	можно сказать что	2	1
101	говорит что в	2	1
102	через несколько дней	1	1
103	в этом смысле	4	1
104	в этой же	1	1
105	и что она	1	1
106	в то же	4	1
107	как мы уже	3	1
108	что в этот	1	1
109	место в этом	1	1
110	о ней не	1	1
111	что и в	2	1
112	так или иначе	1	1
113	в жизни и	1	1
114	с ним что	1	1
115	привело к тому	1	1
116	во всей этой	1	1
117	нам кажется что	1	1
