N	3gram	Propp_Isto_3	Myshleni
1	в том что	5	19
2	по отношению к	2	10
3	с точки зрения	1	10
4	с самого начала	1	7
5	так же как	1	6
6	в то время	2	6
7	можно сказать что	1	6
8	в силу того	1	5
9	можно было бы	1	5
10	то время как	2	5
11	силу того что	1	5
12	заключается в том	1	5
13	друг с другом	1	5
14	на то что	1	4
15	как мы видели	5	4
16	и той же	1	3
17	до сих пор	5	3
18	из того что	1	3
19	мы видели что	3	3
20	мы знаем что	1	3
21	одной и той	1	3
22	частный случай более	1	2
23	мы видим в	1	2
24	состоит в том	2	2
25	в этом случае	5	2
26	только то что	1	2
27	независимо от того	1	2
28	с тем что	1	2
29	на этот вопрос	1	2
30	вместе с тем	1	2
31	и то что	2	2
32	только частный случай	1	2
33	таким образом мы	2	2
34	с другой стороны	7	2
35	это мы видим	1	2
36	не только не	2	2
37	в связи с	3	2
38	в том смысле	1	2
39	мы имеем дело	1	2
40	не может быть	1	2
41	том что в	2	1
42	что иное как	3	1
43	как это показывает	1	1
44	в свете этих	2	1
45	на этом основано	1	1
46	показывает что в	2	1
47	на самом деле	1	1
48	в том числе	1	1
49	обстоит дело с	1	1
50	что еще не	1	1
51	друг от друга	1	1
52	случай более общего	1	1
53	сказывается в том	1	1
54	сами по себе	1	1
55	так как мы	1	1
56	иначе обстоит дело	1	1
57	вопрос можно дать	1	1
58	точно так же	2	1
59	этот вопрос можно	1	1
60	с этой точки	1	1
61	случае мы имеем	1	1
62	чем перейти к	2	1
63	в данном случае	3	1
64	один из них	1	1
65	не только в	1	1
66	с одной стороны	2	1
67	образом мы можем	1	1
68	связаны между собой	1	1
69	имеем дело с	1	1
70	как только они	1	1
71	но вместе с	1	1
72	но этим дело	1	1
73	этой точки зрения	1	1
74	есть не что	1	1
75	надо сказать что	1	1
76	только в связи	2	1
77	каким образом в	1	1
78	они и не	1	1
79	то обстоятельство что	1	1
80	не что иное	3	1
81	как и в	2	1
82	в свою очередь	1	1
83	но в этом	1	1
84	я не знаю	3	1
85	у нас в	1	1
86	смысле этого слова	1	1
87	после того как	1	1
88	и о связи	1	1
89	тем не менее	5	1
90	может быть в	1	1
91	подобно тому как	1	1
92	ничего общего с	1	1
93	что и в	2	1
94	и входит в	1	1
