N	3gram	Bakhtin_fo_1	Myshleni
1	для того чтобы	5	14
2	по отношению к	3	12
3	в том что	2	11
4	с точки зрения	2	9
5	так же как	2	7
6	друг с другом	1	7
7	по сравнению с	2	5
8	в этом отношении	3	5
9	с самого начала	2	5
10	в другом месте	1	4
11	но он не	1	4
12	то время как	2	4
13	в то время	3	4
14	о том что	1	4
15	сама по себе	1	4
16	и того же	5	3
17	связей и отношений	1	3
18	в этом случае	1	3
19	до сих пор	3	3
20	с одной стороны	2	3
21	в свою очередь	1	3
22	не может быть	3	3
23	одного и того	5	3
24	том что в	1	2
25	вообще не может	1	2
26	в самом деле	1	2
27	в зависимости от	1	2
28	в той же	1	2
29	в отличие от	2	2
30	вместе с тем	2	2
31	и в частности	2	2
32	в высшей степени	1	2
33	того что было	1	2
34	включает в себя	1	2
35	но все же	2	2
36	мы говорим о	1	2
37	по своей природе	1	1
38	и может быть	1	1
39	да и в	1	1
40	в одном ряду	1	1
41	даже то что	1	1
42	и они же	1	1
43	или хотя бы	1	1
44	на которые распадается	1	1
45	принадлежит к тому	1	1
46	мы имеем в	1	1
47	с ним но	1	1
48	имеем в виду	1	1
49	одном ряду с	1	1
50	в том числе	4	1
51	в том же	1	1
52	одной стороны и	2	1
53	же как и	2	1
54	они не могут	1	1
55	на первый план	1	1
56	что он должен	1	1
57	но и на	1	1
58	как мы увидим	1	1
59	мы находим в	1	1
60	в результате всего	1	1
61	том числе и	2	1
62	совершенно так же	1	1
63	связанными между собой	1	1
64	это не имеет	1	1
65	одно и то	3	1
66	не могло быть	3	1
67	само собой разумеется	2	1
68	могут быть названы	1	1
69	таким образом и	1	1
70	еще и в	1	1
71	смысле этого слова	1	1
72	в себя и	1	1
73	и то же	3	1
74	как мы это	1	1
75	точка зрения на	1	1
76	не могут быть	1	1
77	из нее и	1	1
78	и ничего не	1	1
79	все более и	1	1
80	в связи с	5	1
81	но вместе с	1	1
82	мы уже говорили	3	1
83	друг к другу	2	1
84	прямо сказать что	2	1
85	во всяком случае	1	1
86	он не знает	1	1
87	в этом и	1	1
88	можно прямо сказать	2	1
89	так и в	1	1
90	в основе этого	1	1
91	и во всяком	1	1
92	в тех случаях	1	1
93	не меняет в	1	1
94	в одном и	1	1
95	надо сказать что	1	1
96	между этими двумя	3	1
97	собой разумеется что	2	1
98	что происходит в	1	1
99	для себя в	1	1
100	и другие моменты	2	1
101	к выводу что	1	1
102	ничего нового не	1	1
103	внутренние и внешние	1	1
104	более и более	1	1
105	но в этом	1	1
106	и непосредственное отношение	1	1
107	этому вопросу и	1	1
108	как мы видим	2	1
109	тех случаях когда	1	1
110	в то же	6	1
111	ничего не меняет	1	1
112	так и по	1	1
113	как мы говорили	1	1
114	той или иной	2	1
