N	3gram	Bakhtin_fo_1	Problema
1	для того чтобы	5	8
2	в данном случае	1	8
3	как раз и	2	7
4	о том что	1	5
5	в том что	2	5
6	в связи с	5	4
7	вовсе не являются	1	4
8	то есть в	1	4
9	той или иной	2	4
10	в то же	6	4
11	сама по себе	1	4
12	дело в том	2	3
13	с точки зрения	2	3
14	до сих пор	3	3
15	и в других	4	3
16	сами по себе	1	3
17	что в нем	1	3
18	может быть и	2	3
19	в буквальном смысле	2	3
20	во всяком случае	1	3
21	но отнюдь не	1	3
22	вовсе не является	1	3
23	в себе не	1	3
24	и того же	5	2
25	в этом случае	1	2
26	в самом деле	1	2
27	как мы увидим	1	2
28	здесь то что	1	2
29	не являются только	1	2
30	не о чем	1	2
31	так как он	1	2
32	так же как	2	2
33	а также и	2	2
34	и в этом	1	2
35	во всех этих	1	2
36	когда мы говорим	1	2
37	о которых мы	1	2
38	не может быть	3	2
39	здесь не только	1	2
40	и как бы	1	2
41	есть еще и	1	2
42	имел в виду	1	2
43	с тем что	1	2
44	и в самом	1	2
45	одного и того	5	2
46	на том что	1	2
47	и может быть	1	1
48	вместе с тем	2	1
49	само собой разумеется	2	1
50	в данный момент	1	1
51	их самих и	1	1
52	мы уже сказали	2	1
53	также и в	2	1
54	а не о	1	1
55	здесь прежде всего	1	1
56	в том же	1	1
57	которых мы говорили	1	1
58	на первый план	1	1
59	и не существует	1	1
60	не было и	2	1
61	в других областях	1	1
62	мы находим в	1	1
63	а следовательно и	1	1
64	и во всех	1	1
65	как мы сказали	1	1
66	него всегда есть	1	1
67	и в то	5	1
68	до известной степени	1	1
69	друг на друга	2	1
70	в этом отношении	3	1
71	ничто в нем	1	1
72	и т п	8	1
73	до наших дней	1	1
74	того чтобы они	4	1
75	одно и то	3	1
76	в это время	1	1
77	как раз в	4	1
78	то время как	2	1
79	в самом начале	1	1
80	же как и	2	1
81	но в то	1	1
82	не только в	2	1
83	представляет из себя	1	1
84	и то же	3	1
85	как мы это	1	1
86	так и в	1	1
87	он не является	1	1
88	о которой мы	1	1
89	и на ней	1	1
90	и ничего не	1	1
91	ровно ничего не	1	1
92	не могут быть	1	1
93	а вовсе не	1	1
94	того не зная	2	1
95	не для того	2	1
96	буквальном смысле слова	1	1
97	в его целом	2	1
98	и в том	1	1
99	связи с этим	2	1
100	уже одно это	1	1
101	и до наших	1	1
102	мы уже видели	1	1
103	в дальнейшем оказывается	2	1
104	преступление и наказание	1	1
105	вступает в свои	1	1
106	в свои права	1	1
107	мы еще не	1	1
108	события в жизни	1	1
109	но для того	2	1
110	в то время	3	1
111	значение но в	1	1
112	все эти элементы	1	1
113	бы один из	1	1
114	есть одно из	1	1
115	есть по существу	1	1
116	мы будем говорить	1	1
117	том что все	1	1
118	данный момент в	1	1
119	и все прочие	1	1
120	которой мы говорили	1	1
121	и в литературе	1	1
122	как мы уже	8	1
123	но оно обязательно	1	1
124	в определенном месте	2	1
125	мы уже указывали	4	1
126	все это не	1	1
127	как и в	2	1
128	к тому же	2	1
129	и в помине	2	1
