N	2gram	Nazirov_Tr_1	Problema
1	то есть	3	39
2	то что	4	38
3	и не	7	37
4	и в	18	35
5	не есть	1	33
6	не только	8	24
7	том что	4	19
8	о том	2	18
9	может быть	7	18
10	в этом	9	17
11	но и	4	16
12	только в	1	14
13	не менее	1	13
14	потому что	2	13
15	не может	5	13
16	и что	4	13
17	во всяком	1	13
18	тем не	1	12
19	того что	1	12
20	в том	2	12
21	хотя бы	1	12
22	не просто	2	11
23	и даже	4	11
24	так что	2	11
25	прежде всего	4	11
26	что в	4	11
27	в таком	2	11
28	и то	2	10
29	еще не	4	10
30	всяком случае	1	10
31	ничего не	2	10
32	и с	7	10
33	а не	1	10
34	в данном	2	10
35	в этой	4	9
36	только на	1	9
37	для нас	1	9
38	значение и	1	8
39	тут же	2	8
40	все же	5	8
41	по себе	1	8
42	в виду	1	8
43	уже не	2	8
44	только о	2	8
45	бы и	2	7
46	все эти	3	7
47	тем самым	3	7
48	не имеет	2	7
49	не является	1	7
50	в конце	3	7
51	так и	5	7
52	в его	3	7
53	конце концов	1	7
54	этом случае	1	7
55	и т	1	6
56	но как	1	6
57	к сожалению	1	6
58	но в	6	6
59	что все	2	6
60	как будто	3	6
61	в виде	2	6
62	ни в	2	6
63	в области	1	6
64	о чем	3	6
65	но это	4	6
66	в то	5	6
67	то же	5	5
68	между собой	1	5
69	отнюдь не	3	5
70	в самом	2	5
71	в себе	4	5
72	но уже	1	5
73	как и	5	5
74	представление о	1	5
75	раз и	2	5
76	связи с	1	5
77	указывает на	1	5
78	и это	2	5
79	как мы	1	5
80	данном случае	2	5
81	можно было	1	5
82	и на	7	5
83	с одной	1	5
84	что не	1	5
85	в частности	2	5
86	так же	4	5
87	в связи	1	5
88	и все	4	5
89	самом деле	1	4
90	и есть	1	4
91	не вполне	1	4
92	не был	2	4
93	но не	1	4
94	в общем	1	4
95	в своем	3	4
96	и как	3	4
97	вообще не	1	4
98	что она	2	4
99	таким образом	1	4
100	заключается в	1	4
101	которой он	1	4
102	или вообще	1	4
103	но если	1	4
104	сама собой	1	4
105	на свете	1	4
106	но только	1	4
107	что на	1	4
108	не могут	2	4
109	что при	1	4
110	и о	1	4
111	и здесь	2	4
112	что он	6	4
113	есть в	1	4
114	то и	2	4
115	самостоятельное значение	1	4
116	как же	2	4
117	тем что	2	4
118	как бы	7	4
119	все это	4	4
120	в результате	1	4
121	это и	1	3
122	вопрос о	2	3
123	в истории	1	3
124	не было	1	3
125	в целом	4	3
126	бы не	1	3
127	только один	1	3
128	при этом	3	3
129	перестает быть	1	3
130	и по	1	3
131	здесь мы	1	3
132	лишь в	1	3
133	его в	2	3
134	с тем	2	3
135	несмотря на	5	3
136	никто не	3	3
137	должны были	1	3
138	но эта	2	3
139	тому что	1	3
140	одна из	2	3
141	и притом	1	3
142	только не	1	3
143	самое большее	1	3
144	мы бы	1	3
145	она не	1	3
146	он вообще	2	3
147	с самого	1	3
148	он сам	7	3
149	но мы	1	3
150	и наконец	1	3
151	и пусть	1	3
152	один из	3	3
153	уже в	3	3
154	а это	1	3
155	и их	1	3
156	даже не	1	3
157	может ли	1	3
158	и если	1	3
159	к тому	2	3
160	и от	1	3
161	бы в	1	3
162	от всего	2	3
163	точно так	2	3
164	чтобы не	1	2
165	ли мы	1	2
166	от самого	1	2
167	из самых	2	2
168	в какой-то	1	2
169	из трех	1	2
170	той же	1	2
171	в и	1	2
172	связаны между	1	2
173	что под	1	2
174	исследования в	1	2
175	в ней	1	2
176	но при	2	2
177	представляет собой	1	2
178	без которой	1	2
179	во всех	1	2
180	в голове	1	2
181	в той	1	2
182	перед нами	2	2
183	и хотя	1	2
184	чего же	1	2
185	роль в	1	2
186	человек не	1	2
187	что без	1	2
188	он не	2	2
189	не значит	1	2
190	содержит в	1	2
191	излишним и	1	2
192	и ее	2	2
193	но все	2	2
194	который он	1	2
195	на всю	1	2
196	об этом	4	2
197	знает что	2	2
198	в них	1	2
199	эту тему	1	2
200	говорится о	1	2
201	ничем не	2	2
202	должно быть	3	2
203	и при	1	2
204	в такой	1	2
205	в условиях	1	2
206	не в	2	2
207	что с	3	2
208	самого начала	1	2
209	того чтобы	1	2
210	или как	1	2
211	ли это	1	2
212	значение только	1	2
213	что оно	1	2
214	утверждать что	1	2
215	о существовании	1	2
216	мысль о	1	2
217	и сам	3	2
218	отождествляется с	1	2
219	еще в	2	2
220	о нем	1	2
221	а также	1	2
222	это было	1	2
223	к нему	3	2
224	что и	2	2
225	общем смысле	1	2
226	оказалось что	1	2
227	как нечто	1	2
228	собой но	2	2
229	между этими	2	2
230	не так	2	2
231	значение этого	1	2
232	с этими	1	2
233	и др	1	2
234	только по	1	2
235	совершенно не	1	2
236	вместе с	1	2
237	и особенно	1	2
238	эта связь	1	2
239	она должна	2	2
240	при таком	1	2
241	свидетельствует о	1	2
242	случае и	1	2
243	по поводу	2	2
244	состоит из	2	2
245	в голову	1	2
246	это в	1	2
247	одним из	1	1
248	сам по	1	1
249	ту же	1	1
250	и до	2	1
251	она все	2	1
252	что эти	2	1
253	должна быть	1	1
254	на себя	1	1
