N	3gram	Bakhtin_Fr_5	Narrotol
1	в том что	6	8
2	в данном случае	2	6
3	по отношению к	1	5
4	в отличие от	2	5
5	о том что	1	4
6	к тому же	2	4
7	тем не менее	1	4
8	в этом отношении	5	3
9	той или иной	1	3
10	то же время	9	3
11	в конечном счете	1	3
12	можно сказать что	2	3
13	в то же	9	3
14	хотя и не	1	2
15	с точки зрения	2	2
16	на самом деле	4	2
17	все те же	1	2
18	так же как	4	2
19	играют существенную роль	2	2
20	существенную роль в	2	2
21	не может быть	2	2
22	как бы в	2	2
23	все то что	1	2
24	дело здесь не	2	1
25	и того же	1	1
26	что иное как	1	1
27	ни о чем	1	1
28	при всей ее	1	1
29	что с ним	1	1
30	в той или	1	1
31	точки зрения на	2	1
32	в чем же	2	1
33	в состав которой	1	1
34	на котором он	1	1
35	в самом деле	1	1
36	и к этому	1	1
37	в неразрывном единстве	1	1
38	то же самое	2	1
39	как раз и	1	1
40	из таких вариаций	1	1
41	и в то	1	1
42	прежде всего его	1	1
43	в строгом смысле	1	1
44	во время обеда	1	1
45	можно было бы	2	1
46	неразрывном единстве с	1	1
47	до сих пор	3	1
48	не могло быть	1	1
49	быть самим собой	1	1
50	мира а также	1	1
51	смерть никогда не	1	1
52	по своему характеру	1	1
53	мы его не	1	1
54	и с точки	2	1
55	только благодаря этому	1	1
56	а также и	4	1
57	отношению к которому	1	1
58	том как он	1	1
59	в связи с	5	1
60	в нем не	3	1
61	и что в	1	1
62	в полной мере	1	1
63	прямо или косвенно	1	1
64	есть не что	1	1
65	и в заключительном	1	1
66	в то время	2	1
67	так и в	1	1
68	то есть в	2	1
69	в основе своей	1	1
70	но и не	1	1
71	одного и того	1	1
72	в церкви и	1	1
73	в большинстве случаев	2	1
74	не что иное	1	1
75	в конце жизни	2	1
76	и во второй	1	1
77	для того чтобы	6	1
78	и от его	1	1
79	здесь не в	3	1
80	на другой день	1	1
81	и т.д здесь	1	1
82	является не только	1	1
