N	3gram	Vygotskiy__4	KFilosof
1	по отношению к	1	21
2	не может быть	1	11
3	с точки зрения	4	10
4	на самом деле	5	3
5	в этом смысле	1	3
6	не было бы	1	3
7	и в этом	3	3
8	может быть в	1	3
9	он может быть	1	2
10	бы то ни	1	2
11	то ни было	1	2
12	во всех этих	2	2
13	ни в каком	1	2
14	то же время	1	2
15	в то же	1	2
16	в том что	12	2
17	а не в	1	2
18	на то что	6	1
19	мы никогда не	3	1
20	равно как и	1	1
21	и может быть	4	1
22	мы ничего не	1	1
23	в средние века	1	1
24	и в каких	1	1
25	из него все	1	1
26	отчетливо и ясно	1	1
27	к такому же	1	1
28	и та же	2	1
29	с ним в	2	1
30	том что есть	1	1
31	не может жить	1	1
32	уже во власти	1	1
33	у меня есть	1	1
34	и одна из	1	1
35	самого по себе	1	1
36	со всех сторон	1	1
37	вместе с тем	2	1
38	мы имеем два	1	1
39	нас как бы	1	1
40	и в то	1	1
41	то есть что	1	1
42	здесь мы видим	3	1
43	свой смысл и	1	1
44	все это в	1	1
45	значит ли это	1	1
46	лежит в основе	1	1
47	событие в его	1	1
48	смысле этого слова	3	1
49	мы будем говорить	1	1
50	как и на	1	1
51	с ним и	1	1
52	но может быть	2	1
53	дело в том	1	1
54	не для того	3	1
55	во всяком случае	3	1
56	лежащий в основе	1	1
57	быть не может	1	1
58	к которой мы	1	1
59	одна и та	2	1
60	я не могу	1	1
61	для того чтобы	19	1
62	вместо того чтобы	2	1
63	и в своих	1	1
64	бы не было	1	1
65	не в одном	1	1
66	и всякий другой	1	1
67	в противоречие с	1	1
68	но никто не	1	1
69	в нем нет	2	1
70	мы не можем	1	1
71	здесь вовсе не	1	1
72	же самое что	2	1
73	что может быть	2	1
74	не решает дела	1	1
75	в свою очередь	1	1
76	жизни и смерти	1	1
77	до конца и	1	1
78	в конечном счете	1	1
79	но в этом	1	1
80	к тому что	5	1
81	и в ее	1	1
82	это событие в	1	1
83	что и в	1	1
84	могло бы быть	1	1
85	то же самое	6	1
86	как бы он	1	1
