N	3gram	Losev_Prob_5	Psycholo
1	для того чтобы	2	19
2	в том что	8	12
3	о том что	9	10
4	в самом деле	1	7
5	на то что	2	6
6	на самом деле	1	5
7	с самого начала	1	5
8	с точки зрения	8	4
9	можно было бы	1	4
10	как раз в	1	4
11	том что он	2	3
12	точно так же	3	3
13	в конце концов	6	3
14	и в этом	1	3
15	во всяком случае	2	3
16	это и есть	1	3
17	до сих пор	2	3
18	с одной стороны	3	3
19	сама по себе	1	3
20	и в конце	1	2
21	потому что он	2	2
22	никак не может	2	2
23	о том как	1	2
24	по поводу этой	1	2
25	сам по себе	1	2
26	начала до конца	1	2
27	с ним в	1	2
28	вместе с тем	3	2
29	и в частности	3	2
30	в это время	2	2
31	то время как	3	2
32	нисколько не больше	1	2
33	с другой стороны	5	2
34	в то время	3	2
35	может быть это	1	2
36	что в ней	1	2
37	в своей трагедии	1	2
38	а как раз	1	2
39	если мы будем	1	2
40	к тому же	1	2
41	и т д	1	2
42	должно было бы	1	2
43	что в результате	1	1
44	что иное как	3	1
45	в его драме	1	1
46	и другое что	1	1
47	полной противоположностью тому	1	1
48	то есть как	1	1
49	в виду не	1	1
50	то туда то	1	1
51	по отношению к	2	1
52	равно как и	2	1
53	и те препятствия	1	1
54	также и в	2	1
55	потому что не	1	1
56	он все же	1	1
57	тому что в	1	1
58	в таком случае	2	1
59	бы то ни	2	1
60	у него не	1	1
61	мы могли бы	1	1
62	и таким образом	1	1
63	до некоторой степени	4	1
64	то же время	1	1
65	бросаются в глаза	1	1
66	том что его	1	1
67	в этой драме	4	1
68	видит в этом	1	1
69	с этой точки	1	1
70	у него нет	1	1
71	но вместо этого	1	1
72	уже о том	1	1
73	на эту тему	1	1
74	к этому что	1	1
75	то ни было	1	1
76	вовсе не для	1	1
77	на первый взгляд	1	1
78	говорит о своей	1	1
79	тот факт что	1	1
80	то можно сказать	1	1
81	а также и	1	1
82	и никак не	2	1
83	это не так	1	1
84	а с другой	3	1
85	этой трагедии можно	1	1
86	прибавим к этому	1	1
87	потому что именно	2	1
88	дело в том	2	1
89	потому что они	2	1
90	не может быть	2	1
91	вовсе не в	1	1
92	то обстоятельство что	1	1
93	что они должны	1	1
94	не что иное	3	1
95	одной стороны он	1	1
96	и вместе с	1	1
97	ни в какой	1	1
98	дело здесь вовсе	1	1
99	другой стороны он	1	1
100	то есть в	1	1
101	этой точки зрения	1	1
102	и никогда не	2	1
103	или вернее сказать	1	1
104	не только в	1	1
105	надо было бы	1	1
106	в своей поэме	1	1
107	с этой стороны	1	1
108	можно сказать что	3	1
109	здесь вовсе не	1	1
110	в этом смысле	3	1
111	и что она	1	1
112	в то же	1	1
113	заметим что если	1	1
114	мы встречаемся с	1	1
115	в предисловии к	1	1
116	о том чтобы	1	1
117	туда то сюда	1	1
118	так или иначе	1	1
119	не больше чем	1	1
