N	3gram	Potebnia_M_1	PoTuStor
1	с точки зрения	3	6
2	на самом деле	1	4
3	с самого начала	3	4
4	в этом смысле	4	3
5	до сих пор	1	3
6	по крайней мере	2	3
7	во всяком случае	1	3
8	не может быть	9	3
9	и может быть	2	2
10	друг на друга	1	2
11	так же как	1	2
12	не могут быть	2	2
13	все то что	2	2
14	о том что	1	2
15	и в этом	6	2
16	не нуждается в	2	2
17	и того же	2	1
18	не следует что	1	1
19	зависит от того	2	1
20	дело в том	2	1
21	подобно тому как	3	1
22	одного и того	2	1
23	во многих случаях	1	1
24	может быть совершенно	1	1
25	который необходим для	1	1
26	бы то ни	2	1
27	в области психологии	1	1
28	в этом отношении	1	1
29	можно было бы	1	1
30	это приводит к	1	1
31	и не нуждается	1	1
32	она может быть	1	1
33	может быть только	1	1
34	с этой точки	1	1
35	то ни было	1	1
36	с одной стороны	3	1
37	в связи с	1	1
38	в применении к	2	1
39	всяком случае не	1	1
40	в том что	13	1
41	жизни таким образом	1	1
42	этой точки зрения	1	1
43	и таким образом	1	1
44	в разных местах	1	1
45	в свой круг	1	1
46	мы не можем	1	1
47	так и в	3	1
48	рождается вместе с	1	1
49	по его мнению	4	1
50	что иное как	2	1
51	в человеческом организме	1	1
52	в том смысле	4	1
53	не что иное	2	1
54	что в них	1	1
55	быть не может	2	1
56	для того чтобы	2	1
57	мы увидим что	3	1
