N	2gram	Losev_Prob_5	Tvorches
1	и в	30	21
2	как бы	6	17
3	в то	4	15
4	то же	2	13
5	времени в	1	13
6	в его	12	13
7	то есть	21	12
8	как и	7	12
9	же время	1	12
10	что в	5	12
11	с его	1	11
12	том что	17	11
13	все это	1	10
14	в романе	1	10
15	как в	2	8
16	он не	3	8
17	то что	18	8
18	в году	5	7
19	и на	6	7
20	но в	9	7
21	не только	18	7
22	при этом	4	7
23	тем самым	1	7
24	у него	11	7
25	и не	12	7
26	в том	12	7
27	в свою	2	7
28	в этом	17	6
29	в котором	2	6
30	не менее	5	6
31	и его	6	6
32	по природе	1	6
33	он сам	3	6
34	о том	12	6
35	и все	9	6
36	что он	7	6
37	xix века	1	6
38	а в	6	6
39	жизни в	4	6
40	преступления и	2	5
41	отнюдь не	4	5
42	все же	9	5
43	в этой	10	5
44	таким образом	13	5
45	вовсе не	8	5
46	в своих	1	5
47	в русской	3	5
48	потому что	13	5
49	как будто	3	5
50	только в	9	5
51	может быть	7	5
52	а не	5	5
53	но это	1	5
54	это уже	2	5
55	хотя бы	2	5
56	человека и	4	4
57	из всех	2	4
58	в своем	11	4
59	и как	6	4
60	в человеке	1	4
61	это не	2	4
62	в своей	22	4
63	своего рода	1	4
64	времени и	1	4
65	человек по	1	4
66	русской литературе	3	4
67	одной из	1	4
68	больше не	1	4
69	в финале	1	4
70	прежде всего	6	4
71	на эту	1	4
72	не может	5	4
73	и от	1	4
74	один из	2	4
75	с большой	1	4
76	я и	1	3
77	и т	1	3
78	на самом	1	3
79	это и	1	3
80	я не	2	3
81	не был	1	3
82	время в	1	3
83	что я	1	3
84	со всеми	2	3
85	хотя и	8	3
86	в самом	5	3
87	в нем	6	3
88	он ни	1	3
89	на его	2	3
90	на земле	9	3
91	и по	1	3
92	и с	5	3
93	и других	1	3
94	далеко не	4	3
95	в их	1	3
96	представление о	2	3
97	даже в	1	3
98	человека но	2	3
99	самого начала	1	3
100	дело в	2	3
101	героев и	1	3
102	никогда не	7	3
103	он видит	3	3
104	с ее	1	3
105	и другие	3	3
106	с самого	1	3
107	в дальнейшем	7	3
108	с ним	3	3
109	добра и	1	3
110	в ту	1	3
111	того что	3	3
112	который в	9	3
113	по мнению	2	3
114	во времени	1	3
115	человеческой личности	1	3
116	уже не	6	3
117	уже в	2	3
118	в виде	10	3
119	говорит о	7	3
120	не так	4	3
121	так как	6	3
122	в которой	5	3
123	и даже	14	3
124	с другой	6	3
125	но и	13	3
126	что человек	1	3
127	в рассказе	1	3
128	но не	7	3
129	он говорит	2	3
130	для человека	1	3
131	просто не	1	3
132	утверждал что	1	3
133	жизни и	2	3
134	ее в	2	3
135	это в	1	3
136	так же	5	3
137	в нашей	2	2
138	того же	4	2
139	самом деле	2	2
140	человеческой души	1	2
141	а как	1	2
142	на первом	3	2
143	и он	4	2
144	героя и	1	2
145	в ней	3	2
146	людей в	5	2
147	ту эпоху	1	2
148	в чем	2	2
149	не то	2	2
150	нет не	1	2
151	если в	1	2
152	в одной	2	2
153	на краю	3	2
154	когда он	2	2
155	и наконец	1	2
156	то в	1	2
157	в себе	4	2
158	прогресса и	1	2
159	что она	1	2
160	тем не	5	2
161	страдания и	3	2
162	здесь мы	1	2
163	не будет	2	2
164	о котором	3	2
165	а по	1	2
166	и тем	3	2
167	стремления к	1	2
168	в данном	2	2
169	бога и	1	2
170	такой же	1	2
171	не столько	1	2
172	жизни с	1	2
173	не в	7	2
174	но он	5	2
175	по крайней	4	2
176	однако в	3	2
177	на свете	1	2
178	и притом	5	2
179	свободы и	4	2
180	но только	3	2
181	к ней	1	2
182	людей и	13	2
183	свидетельствует о	2	2
184	которого он	1	2
185	в духе	3	2
186	могут быть	1	2
187	к тому	2	2
188	где он	1	2
189	это время	2	2
190	в виду	3	2
191	данном случае	2	2
192	в средневековой	1	2
193	верит в	2	2
194	и когда	1	2
195	так и	7	2
196	за то	2	2
197	здесь нет	1	2
198	об этом	4	2
199	еще в	5	2
200	можно сказать	6	2
201	и добра	2	2
202	настоящее время	3	2
203	что его	3	2
204	других людей	1	2
205	что и	6	2
206	крайней мере	4	2
207	вслед за	2	2
208	перед тем	1	2
209	в литературе	1	2
210	в двух	1	2
211	тот же	3	2
212	наше время	1	2
213	больше чем	2	2
214	в качестве	4	2
215	так что	11	2
216	же и	1	2
217	и у	5	2
218	следовало бы	1	2
219	при помощи	6	2
220	из них	2	2
221	был бы	1	2
222	свободу от	1	2
223	мы находим	7	2
224	только на	1	2
225	именно в	3	2
226	что не	2	2
227	что для	1	2
228	до конца	1	2
229	зависит от	1	2
230	мира в	3	2
231	человека как	1	2
232	в частности	4	2
233	вместе с	7	2
234	в него	1	2
235	надо было	1	2
236	еще более	3	2
237	в мир	2	2
238	в первой	2	2
239	него есть	1	2
240	первом плане	3	2
241	перед нами	1	2
242	не мог	4	2
243	в наше	1	2
244	в одно	1	2
245	ли в	2	2
246	или в	4	2
247	который является	1	2
248	из себя	1	2
249	только что	1	2
250	личности и	1	2
251	сказать что	9	2
252	в глаза	2	2
253	человек это	1	2
254	и человек	1	2
255	к этому	2	2
256	точно так	3	2
257	гораздо более	4	2
258	верит что	1	1
259	всем и	1	1
260	эта идея	2	1
261	перешел к	1	1
262	к своей	1	1
263	но тем	2	1
264	и есть	1	1
265	года к	1	1
266	очень много	1	1
267	этой теории	1	1
268	и до	2	1
269	уже по	1	1
270	также и	12	1
271	мы уже	1	1
272	их и	1	1
273	был нужен	1	1
274	мы имеем	2	1
275	xvii века	1	1
276	человеческой природы	1	1
277	что если	1	1
278	и тут	2	1
279	этот мотив	4	1
280	европе в	1	1
281	время как	3	1
282	образом уже	1	1
283	что иное	3	1
284	но даже	4	1
285	разобраться в	1	1
286	жизни это	1	1
287	с большим	1	1
288	проявляется в	2	1
289	литературе xvii	1	1
290	и самого	3	1
291	себе а	2	1
292	в xix	1	1
293	одно из	1	1
294	еще не	3	1
295	по этому	2	1
296	что сделает	1	1
297	он был	2	1
298	иное как	3	1
299	нам представляется	1	1
300	бы то	2	1
301	тем как	2	1
302	в создании	1	1
303	в сновидениях	1	1
304	совсем не	3	1
305	видит в	3	1
306	наряду с	2	1
307	друг на	1	1
308	и всякий	1	1
309	которая дана	1	1
310	по отношению	2	1
311	к творчеству	1	1
312	него с	1	1
313	земли с	1	1
314	в поисках	1	1
315	одного момента	1	1
316	и рисует	1	1
317	превращает его	1	1
318	первый взгляд	1	1
319	а самый	1	1
320	с этим	1	1
321	для романтического	1	1
322	творцом и	1	1
323	вспомним что	1	1
324	это был	1	1
325	кроме того	2	1
326	создал человека	2	1
327	что по	1	1
328	это тоже	1	1
329	и превращается	1	1
330	его к	1	1
331	и к	4	1
332	нет никакой	3	1
333	в этот	1	1
334	или иную	1	1
335	для которого	1	1
336	при создании	1	1
337	из жизни	1	1
338	бы и	1	1
