N	3gram	Losev_Prob_4	Analitik
1	в том что	8	7
2	с другой стороны	6	5
3	о том что	3	5
4	мы имеем дело	3	4
5	по крайней мере	6	4
6	в свою очередь	1	4
7	как и в	1	4
8	в данном случае	5	3
9	не только не	4	3
10	той или иной	11	3
11	в то же	2	3
12	к тому же	2	3
13	крайней мере в	1	2
14	дело в том	1	2
15	как нам кажется	1	2
16	том что он	1	2
17	с точки зрения	11	2
18	тот или иной	2	2
19	который в свою	1	2
20	с одной стороны	1	2
21	сама по себе	2	2
22	тем не менее	10	2
23	во всяком случае	4	2
24	а в том	1	2
25	в начале этого	1	2
26	и прежде всего	2	2
27	в сравнении с	2	2
28	если бы он	1	1
29	должны были бы	1	1
30	дело здесь не	1	1
31	и может быть	1	1
32	что иное как	2	1
33	в чистом виде	2	1
34	хотя и не	2	1
35	в той или	7	1
36	то есть не	3	1
37	не говоря уже	2	1
38	на самом деле	3	1
39	одной из этих	1	1
40	в этом смысле	3	1
41	во сне он	1	1
42	другое дело когда	1	1
43	до сих пор	1	1
44	менее как бы	1	1
45	говоря уже о	1	1
46	в таком случае	1	1
47	в зависимости от	3	1
48	хотя бы и	2	1
49	что он не	1	1
50	по одному этому	2	1
51	несмотря на свою	1	1
52	в основе своей	1	1
53	по себе а	1	1
54	ту или иную	1	1
55	они могут быть	1	1
56	не есть ни	2	1
57	сам по себе	6	1
58	том что мы	1	1
59	в том чтобы	2	1
60	здесь мы имеем	2	1
61	не только в	4	1
62	прежде всего с	1	1
63	так и в	1	1
64	в известном смысле	1	1
65	и как бы	1	1
66	имеем дело с	1	1
67	всяком случае не	1	1
68	не в том	1	1
69	но и его	1	1
70	по себе еще	1	1
71	уже по одному	2	1
72	в связи с	3	1
73	для того чтобы	2	1
74	не менее как	1	1
75	действительность в ее	1	1
76	нами единая и	1	1
77	но пожалуй еще	1	1
78	нет никакой возможности	2	1
79	того или иного	3	1
80	себе еще не	1	1
81	есть не что	2	1
82	в этом же	1	1
83	отнюдь не является	1	1
84	перед нами единая	1	1
85	само по себе	1	1
86	то что не	1	1
87	то есть в	6	1
88	вопрос о том	1	1
89	именно потому что	1	1
90	ничего не говорит	1	1
91	и есть не	1	1
92	заключается в том	2	1
93	было бы сказать	1	1
94	не что иное	2	1
95	легко может быть	1	1
96	но едва ли	1	1
97	дело не в	2	1
98	все это было	1	1
99	здесь как и	2	1
100	здесь не только	1	1
101	обратить внимание на	1	1
102	ведь это не	1	1
103	в отдельности и	1	1
