N	2gram	Medvedev_V_1	Hudozhes
1	том что	8	16
2	и в	26	14
3	у чехова	1	13
4	так и	5	13
5	не только	25	12
6	о том	10	12
7	в том	15	12
8	а не	7	12
9	и т	23	11
10	в себе	6	11
11	в этом	26	11
12	прежде всего	13	11
13	в своей	4	10
14	для него	8	10
15	то же	10	9
16	как и	7	9
17	что он	4	9
18	в качестве	11	9
19	у него	6	9
20	по отношению	7	8
21	в этой	4	8
22	как в	1	8
23	то что	6	8
24	т п	9	8
25	же время	5	8
26	в его	14	8
27	между тем	5	8
28	отношению к	7	8
29	в то	6	8
30	еще не	2	7
31	это не	7	7
32	не в	6	7
33	казалось бы	1	7
34	личности в	1	7
35	к тому	4	7
36	уже не	1	7
37	не случайно	1	7
38	именно в	2	7
39	не может	17	7
40	как бы	5	7
41	а в	3	7
42	человека в	2	6
43	было бы	7	6
44	никогда не	4	6
45	что в	10	6
46	самом деле	1	5
47	с его	3	5
48	перед нами	4	5
49	но в	2	5
50	об этом	9	5
51	ни в	1	5
52	точки зрения	3	5
53	не менее	2	5
54	и его	6	5
55	потому что	1	5
56	и он	2	5
57	можно было	2	5
58	только в	7	5
59	друг друга	1	5
60	может быть	22	5
61	но и	10	5
62	в частности	11	5
63	в этих	1	5
64	героя и	1	5
65	одновременно и	1	5
66	жизни и	3	5
67	художественного целого	1	4
68	в ней	2	4
69	а только	1	4
70	в своем	8	4
71	и к	3	4
72	то в	1	4
73	в самом	4	4
74	всего лишь	3	4
75	на то	1	4
76	что она	2	4
77	он не	2	4
78	несмотря на	1	4
79	тому что	6	4
80	с ним	1	4
81	она не	3	4
82	связи с	4	4
83	как будто	1	4
84	в духе	1	4
85	и это	1	4
86	можно сказать	4	4
87	того что	3	4
88	один из	5	4
89	и быть	2	4
90	из них	9	4
91	в конце	3	4
92	как раз	3	4
93	не было	7	4
94	и все	1	4
95	только что	4	4
96	т е	18	4
97	и от	3	4
98	речь идет	1	3
99	говорить о	2	3
100	в ее	4	3
101	отнюдь не	3	3
102	все же	5	3
103	но он	1	3
104	в нем	6	3
105	т д	14	3
106	в творческом	2	3
107	и по	3	3
108	на этом	1	3
109	лишь в	2	3
110	его в	3	3
111	с этим	3	3
112	даже в	5	3
113	в своих	2	3
114	в ходе	1	3
115	рассказа о	1	3
116	все эти	6	3
