N	2gram	Ircho_Kome_1	Otkroven
1	у него	3	22
2	и в	22	19
3	но и	11	13
4	и не	8	13
5	в этом	3	12
6	человека в	1	11
7	не в	6	11
8	не только	10	11
9	может быть	9	11
10	вопрос о	3	10
11	в нем	4	10
12	и все	3	10
13	прежде всего	5	9
14	к человеку	1	9
15	потому что	5	9
16	он был	2	8
17	и он	1	8
18	в его	5	7
19	он не	3	7
20	до конца	2	7
21	но он	2	7
22	от него	1	7
23	человеческой личности	1	6
24	как и	9	6
25	все это	5	6
26	до самого	2	5
27	отношение к	3	5
28	в том	11	5
29	в самом	2	5
30	в этой	7	5
31	о его	1	5
32	а в	6	5
33	то что	2	5
34	в самую	1	4
35	не может	2	4
36	т е	13	4
37	того чтобы	1	4
38	и его	8	4
39	что в	6	4
40	о том	8	3
41	еще не	2	3
42	к нему	2	3
43	было бы	2	3
44	того что	1	3
45	когда он	1	3
46	что он	6	3
47	и ее	3	3
48	в себе	2	3
49	и вот	4	3
50	не могут	1	3
51	для того	1	3
52	это было	1	3
53	никто не	1	3
54	могут быть	3	3
55	как бы	1	3
56	с ним	1	3
57	в русской	1	3
58	до самой	1	3
59	в этих	1	3
60	хотя бы	1	3
61	в своих	2	3
62	все что	2	3
63	и с	3	2
64	из всего	2	2
65	за все	1	2
66	что у	2	2
67	так и	5	2
68	ни у	1	2
69	и о	3	2
70	по себе	1	2
71	сложнее и	1	2
72	и на	3	2
73	совсем не	2	2
74	не все	1	2
75	что и	4	2
76	самого конца	2	2
77	что они	4	2
78	в истории	5	2
79	в своем	1	2
80	все же	3	2
81	сразу же	1	2
82	и к	1	2
83	в этот	1	2
84	и потому	1	2
85	при чтении	1	2
86	должен был	1	2
87	и этим	1	2
88	в которой	6	2
89	он в	1	2
90	так что	1	2
91	уже в	5	2
92	в душе	1	2
93	о которой	1	2
94	которую он	2	2
95	так как	4	2
96	тем что	4	2
97	в других	2	2
98	даже и	1	2
99	в другом	4	2
100	и из	2	2
101	его в	3	2
102	сказать что	1	2
103	с тем	1	2
104	и очень	1	2
105	него не	1	2
106	подойти к	1	2
107	том что	12	2
108	ко всем	1	2
109	человека к	1	2
110	и против	1	2
111	к этому	4	2
112	что же	1	2
113	не могли	1	2
114	любовь к	1	2
115	и для	1	2
116	ничего не	3	2
117	природы в	1	2
118	к ней	2	2
119	потребность в	1	2
120	что все	1	2
121	всего в	3	2
122	к этой	1	2
123	хотя и	3	2
124	ее в	2	2
125	но в	4	2
126	народ в	1	1
127	и это	1	1
128	женщины и	1	1
129	также и	1	1
130	не делает	1	1
131	чтобы не	1	1
132	сам по	1	1
133	дело доходит	1	1
134	на нем	2	1
135	на самом	1	1
136	тем же	1	1
137	между двумя	1	1
138	из самых	1	1
139	и больше	1	1
140	видеть в	2	1
141	и когда	1	1
142	этот период	1	1
143	можно было	1	1
144	из всех	2	1
145	собой в	1	1
146	в борьбе	1	1
147	из которой	1	1
148	и каждый	1	1
149	мы не	3	1
150	ту же	2	1
151	как против	1	1
152	один человек	1	1
153	совершенно исключительное	1	1
154	в сущности	2	1
155	находится в	2	1
156	о нем	1	1
157	ли так	1	1
158	в ней	1	1
159	в народном	5	1
160	и что	1	1
161	в глаза	1	1
162	почему же	1	1
163	после того	3	1
164	все его	1	1
165	это была	1	1
166	доходит до	1	1
167	но не	2	1
168	из сторон	1	1
169	дано было	1	1
170	с трудом	1	1
171	нуждается в	1	1
172	отметить что	1	1
173	говорит он	1	1
174	в форме	2	1
175	была поставлена	2	1
176	и можно	2	1
177	человек может	1	1
178	у одного	1	1
179	толстого и	1	1
180	что во	1	1
181	как в	5	1
182	и мир	2	1
183	по содержанию	3	1
184	бросается в	1	1
185	в частности	3	1
186	что нет	1	1
187	один из	5	1
188	что только	1	1
189	и как	3	1
190	природой и	1	1
191	ли он	1	1
192	самом начале	1	1
193	то в	1	1
194	за собой	1	1
195	поэтому он	1	1
196	и после	1	1
197	который в	2	1
198	начало в	1	1
199	из жизни	1	1
200	что это	1	1
201	вопрос об	1	1
202	представляет собой	1	1
203	в эти	2	1
204	к которой	1	1
205	только один	2	1
206	ее как	1	1
207	на то	3	1
208	в братьях	1	1
209	бы ни	1	1
210	что она	1	1
211	бы от	1	1
212	больше всего	1	1
213	и других	7	1
214	да и	3	1
215	из них	10	1
216	после этого	1	1
217	от которого	1	1
218	возможности для	1	1
219	мир в	1	1
220	только их	1	1
221	в судьбе	1	1
222	к одному	1	1
223	в силу	2	1
224	в одном	8	1
225	нужна была	1	1
226	вовсе не	2	1
227	и сам	3	1
228	из него	1	1
229	людей и	1	1
230	этом отношении	3	1
231	от того	1	1
232	в каждом	1	1
233	всего написанного	1	1
234	же не	1	1
235	человек а	1	1
236	в совершенно	1	1
237	и даже	5	1
238	со стороны	2	1
239	как у	1	1
240	своих целей	1	1
241	лица в	1	1
242	и прежде	1	1
243	действующих лиц	4	1
244	было и	1	1
245	в жизни	1	1
246	в это	1	1
247	берегах а	1	1
248	в них	3	1
249	этого слова	1	1
250	а с	1	1
251	на этот	1	1
252	всю жизнь	1	1
253	и своим	1	1
254	всегда и	1	1
255	о чем	1	1
256	в мире	1	1
257	для своих	1	1
258	мира в	1	1
259	не так	1	1
260	места в	1	1
261	связь с	1	1
262	каждый может	1	1
263	сторон и	2	1
264	его как	1	1
265	и без	2	1
266	как это	3	1
267	в котором	4	1
268	и почему	1	1
269	он понимал	1	1
270	даже до	1	1
271	богов а	1	1
272	с до	1	1
273	слишком много	1	1
274	одном из	4	1
275	смысле этого	1	1
276	всяком случае	2	1
277	видно что	1	1
278	и более	1	1
279	в конце	6	1
280	представляется ему	1	1
281	которым он	1	1
282	вокруг которого	1	1
283	его творчество	2	1
284	их было	2	1
285	и формы	2	1
286	захватывает и	1	1
287	в отношении	6	1
288	с гордостью	2	1
289	и здесь	2	1
290	но это	2	1
291	всего его	1	1
292	того как	3	1
293	одна из	2	1
294	в науке	1	1
295	ближе к	1	1
296	со всей	1	1
297	не по	1	1
298	или лучше	1	1
299	он еще	1	1
300	не случайно	1	1
301	что иной	1	1
302	его творчества	3	1
303	не подходит	1	1
304	которого они	1	1
305	может служить	1	1
306	к одной	1	1
307	в форму	2	1
308	что их	1	1
309	бы в	1	1
310	еще более	1	1
311	по своей	2	1
312	во всем	1	1
313	которым можно	1	1
314	в сознании	3	1
315	отношении к	1	1
