N	3gram	Nazirov_Tv_2	DiskursI
1	в том что	2	13
2	по отношению к	3	9
3	о том что	2	5
4	в отличие от	2	4
5	то же время	7	4
6	к тому же	1	4
7	это прежде всего	2	3
8	но при этом	1	3
9	а с другой	1	3
10	той или иной	1	3
11	не может быть	3	3
12	в свою очередь	1	3
13	с другой стороны	2	3
14	в то же	7	3
15	по себе не	1	2
16	том что в	1	2
17	в том числе	1	2
18	в соответствии с	4	2
19	в одной из	2	2
20	сами по себе	1	2
21	по справедливому замечанию	1	2
22	в наше время	2	2
23	том числе и	1	2
24	по крайней мере	2	2
25	не сводится к	1	2
26	едва ли не	2	2
27	в частности в	1	2
28	но отнюдь не	1	2
29	по сути дела	3	2
30	то все же	1	1
31	нет и не	1	1
32	никогда не было	2	1
33	в которой он	1	1
34	дело в том	1	1
35	о том как	1	1
36	лицо к которому	1	1
37	до сих пор	3	1
38	и не может	2	1
39	но и потому	1	1
40	и в то	2	1
41	людей своего времени	1	1
42	в первую очередь	1	1
43	только то что	1	1
44	можно так выразиться	1	1
45	в таком случае	2	1
46	что в них	1	1
47	только потому что	1	1
48	в целом и	2	1
49	но в таком	1	1
50	как уже говорилось	1	1
51	содержит в себе	1	1
52	и в том	1	1
53	тем что он	1	1
54	и потому что	1	1
55	как будто бы	1	1
56	в известном смысле	1	1
57	потому что в	1	1
58	в xix веке	2	1
59	если можно так	1	1
60	в связи с	1	1
61	во всяком случае	2	1
62	в целом ряде	1	1
63	романа еще не	1	1
64	того или иного	1	1
65	так например в	1	1
66	в нем нет	1	1
67	он направлен на	1	1
68	так и в	2	1
69	это и есть	1	1
70	там же с	9	1
71	не только потому	1	1
72	с самого начала	1	1
73	на ранних стадиях	2	1
74	в конечном счете	1	1
75	или во всяком	1	1
76	может и не	1	1
77	и прежде всего	1	1
78	может быть в	1	1
79	как и в	1	1
80	и в другом	1	1
