N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	26
2	т е	38	22
3	так как	9	18
4	мы имеем	6	14
5	никогда не	2	13
6	потому что	23	13
7	и на	4	12
8	в этом	14	12
9	таким образом	12	12
10	в том	30	12
11	что в	17	12
12	мы видели	1	11
13	может быть	13	11
14	и т	33	10
15	не только	10	10
16	том что	21	10
17	с другой	7	10
18	и не	12	10
19	еще не	5	9
20	представление о	3	9
21	а именно	2	9
22	что он	6	9
23	но и	6	9
24	все эти	6	8
25	все же	12	8
26	в нем	4	8
27	т д	14	8
28	на том	3	8
29	с ним	5	8
30	вместе с	7	8
31	другой стороны	6	8
32	например в	5	7
33	но в	2	7
34	здесь можно	1	7
35	мы можем	1	7
36	и его	5	7
37	о том	9	7
38	с одной	1	7
39	уже не	8	7
40	превращается в	2	7
41	одной стороны	1	7
42	как в	4	6
43	как он	1	6
44	после чего	2	6
45	и с	5	6
46	то что	9	6
47	связан с	1	6
48	и там	1	6
49	этом случае	2	6
50	в более	2	6
51	ее в	2	6
52	не может	7	6
53	то же	8	5
54	в ней	6	5
55	чаще всего	1	5
56	как и	2	5
57	и эти	3	5
58	и что	5	5
59	в то	2	5
60	то это	3	5
61	так и	7	5
62	в его	12	5
63	только в	11	5
64	тем что	8	5
65	у нас	10	5
66	там где	4	5
67	как это	3	5
68	его в	1	5
69	как мы	1	4
70	и он	3	4
71	с его	4	4
72	что оно	3	4
73	но как	1	4
74	из этих	4	4
75	имеем в	1	4
76	на его	3	4
77	и по	1	4
78	это не	7	4
79	и тем	2	4
80	с тем	5	4
81	не всегда	2	4
82	совершенно ясно	1	4
83	а также	1	4
84	что и	4	4
85	себе в	3	4
86	в других	1	4
87	до сих	4	4
88	прежде всего	9	4
89	связано с	3	4
90	зависит от	1	4
91	как бы	7	4
92	в это	2	4
93	сих пор	4	4
94	но это	1	4
95	есть и	1	4
96	на своем	1	4
97	все что	1	4
98	же как	1	3
99	связана с	1	3
100	и то	3	3
101	почти всегда	1	3
102	должна быть	3	3
103	на место	1	3
104	это еще	1	3
105	тех случаях	2	3
106	когда он	3	3
107	та же	1	3
108	в себе	3	3
109	борьбы с	1	3
110	вообще не	1	3
111	что она	3	3
112	главным образом	1	3
113	при этом	6	3
114	если бы	9	3
115	и вот	1	3
116	так например	2	3
117	в них	7	3
118	нет в	1	3
119	в своей	2	3
120	в одном	3	3
121	не в	11	3
122	и под	2	3
123	приводят к	1	3
124	того как	4	3
125	он иногда	2	3
126	не потому	5	3
127	могут быть	1	3
128	как только	1	3
129	в индии	1	3
130	если они	1	3
131	только через	1	3
132	имеется в	1	3
133	показывает что	1	3
134	один из	4	3
135	том как	3	3
136	меня и	3	3
137	в качестве	7	3
138	так что	4	3
139	и других	1	3
140	от того	1	3
141	и только	1	3
142	со стороны	4	3
143	далеко не	1	3
144	от этого	2	3
145	не было	3	3
146	в частности	4	3
147	в него	1	3
148	к своему	2	3
149	предположить что	1	3
150	в данном	4	3
151	наряду с	1	3
152	в тех	4	3
153	как будто	1	3
154	что здесь	1	3
155	и от	1	3
156	кроме того	1	3
157	только одна	1	3
158	случаях когда	2	3
159	в греческой	2	3
160	или в	2	3
161	вопрос о	2	3
162	на первый	1	3
163	а в	5	3
164	сказать что	1	3
165	на более	2	3
166	как на	3	3
167	в своих	1	3
168	к этому	1	3
169	они не	3	3
170	ту же	1	2
171	эти случаи	2	2
172	того же	4	2
173	что когда	1	2
174	из его	1	2
175	что эти	4	2
176	и больше	1	2
177	представлением о	1	2
178	что иное	1	2
179	но не	5	2
180	то он	1	2
181	по отношению	8	2
182	должны были	1	2
183	тогда как	2	2
184	а через	1	2
185	на то	4	2
186	относится к	2	2
187	в одной	1	2
188	с этим	4	2
189	в своем	3	2
190	что касается	2	2
191	перед нами	1	2
192	целый ряд	5	2
193	и как	2	2
194	увидим что	2	2
195	что это	5	2
196	в этой	3	2
197	то и	2	2
198	но он	1	2
199	и те	1	2
200	он не	2	2
201	с представлением	1	2
202	так часто	1	2
203	из него	1	2
204	с этой	2	2
205	можно было	6	2
206	но все	2	2
207	же не	1	2
208	его не	1	2
209	на этой	1	2
210	было бы	15	2
211	стоит на	1	2
212	ни в	2	2
213	вовсе не	10	2
214	вопрос этот	1	2
215	или вообще	1	2
216	и сейчас	1	2
217	в которых	6	2
218	своего рода	1	2
219	которые в	1	2
220	однако в	1	2
221	что этот	1	2
222	где нет	1	2
223	даже в	3	2
224	тем самым	4	2
225	не имеет	2	2
226	одна из	1	2
227	не могло	1	2
228	и далее	1	2
229	здесь совершенно	1	2
230	зависимости от	6	2
231	должны быть	2	2
232	к тому	5	2
233	от нее	1	2
234	например на	1	2
235	где он	1	2
236	в свое	2	2
237	здесь не	3	2
238	только то	1	2
239	на той	1	2
240	и сам	1	2
241	что у	1	2
242	когда в	2	2
243	о котором	2	2
244	ничего не	2	2
245	сводится к	3	2
246	после того	1	2
247	можно сказать	3	2
248	чтобы получить	2	2
249	это указание	1	2
250	не видел	1	2
251	говорит он	1	2
252	в форме	1	2
253	все время	1	2
254	в лице	1	2
255	того что	9	2
256	случаев в	1	2
257	или же	1	2
258	самого себя	1	2
259	еще одну	1	2
260	совсем другое	1	2
261	не так	1	2
262	всяком случае	5	2
263	мы находим	1	2
264	она имеет	1	2
265	что они	4	2
266	после смерти	1	2
267	а с	3	2
268	что не	5	2
269	такое понимание	1	2
270	в некоторых	1	2
271	а не	8	2
272	о чем	2	2
273	в одно	1	2
274	может иметь	2	2
275	так же	4	2
276	к себе	4	2
277	все больше	1	2
278	его пути	1	2
279	случаи когда	1	2
280	на тот	1	2
281	когда мы	2	2
282	что же	6	2
283	отношению к	9	2
284	быть только	1	2
285	что мы	1	2
286	видно что	2	2
287	но для	1	2
288	для нас	2	2
289	только что	1	2
290	в этих	4	2
291	но вот	2	2
292	не есть	4	2
293	е в	2	2
294	но эти	1	2
295	с ними	4	2
296	в последнем	2	2
297	жизни и	1	2
298	народов не	1	2
299	также не	1	2
300	я могу	1	2
301	точно так	1	2
302	во всяком	5	2
303	вряд ли	1	1
304	также что	1	1
305	речь идет	2	1
306	соответствии с	3	1
307	одним из	2	1
308	также и	2	1
309	говорящих на	1	1
310	в связи	3	1
311	только потому	6	1
312	мере в	6	1
313	и есть	2	1
314	очень много	2	1
315	нас на	1	1
316	все те	2	1
317	в зависимости	5	1
318	и этот	1	1
319	есть не	1	1
320	он также	1	1
321	что если	2	1
322	которую мы	1	1
323	происходит по	1	1
324	так я	1	1
325	бы что	1	1
326	ответить на	1	1
327	именно к	1	1
328	как то	2	1
329	есть какая-то	1	1
330	считая что	1	1
331	что можно	2	1
332	частный случай	1	1
333	так или	2	1
334	когда речь	1	1
335	и сами	2	1
336	не имел	1	1
337	что его	2	1
338	во всех	1	1
339	то мы	3	1
340	как правило	1	1
341	такая замена	2	1
342	сказки и	1	1
343	только тогда	3	1
344	не все	2	1
345	отличие от	1	1
346	не просто	5	1
347	которые не	1	1
348	лицом к	1	1
349	в истории	3	1
350	как говорит	1	1
351	идет о	2	1
352	же с	1	1
353	что именно	1	1
354	так называемая	2	1
355	помнить что	1	1
356	однако не	6	1
357	эта настолько	1	1
358	и где	1	1
359	ними и	2	1
360	которое и	1	1
361	хотя и	3	1
362	его к	3	1
363	более или	3	1
364	ни один	1	1
365	а во-вторых	2	1
366	в целом	4	1
367	формы в	2	1
368	все так	1	1
369	процесс образования	1	1
370	учение о	4	1
371	отношение между	1	1
372	он является	1	1
373	по имени	1	1
374	но на	1	1
375	в такую	1	1
376	в случае	1	1
377	одно и	1	1
378	и если	3	1
379	не имеют	3	1
380	тем не	4	1
381	все другие	1	1
382	действительно дает	1	1
383	в первую	4	1
384	не значит	1	1
385	что нужно	2	1
386	в силу	10	1
387	никак не	2	1
388	чтобы овладеть	1	1
389	свое время	2	1
390	чтобы в	2	1
391	д все	1	1
392	на этом	1	1
393	и вышел	1	1
394	о таком	1	1
395	это значит	1	1
396	без применения	2	1
397	так называемым	2	1
398	как они	2	1
399	что все	2	1
400	связанные с	1	1
401	и может	3	1
402	на все	1	1
403	того или	4	1
404	который уже	1	1
405	которого не	1	1
406	образом если	2	1
407	чтобы все	1	1
408	с неба	1	1
409	это когда	1	1
410	они по	1	1
411	слов на	2	1
412	в жизни	1	1
413	по существу	4	1
414	она и	1	1
415	уже раньше	1	1
416	с такой	1	1
417	мы с	1	1
418	же есть	2	1
419	сейчас же	1	1
420	и становится	2	1
421	одно из	2	1
422	об особом	1	1
423	или менее	3	1
424	к мысли	1	1
425	точки зрения	14	1
426	но если	2	1
427	и при	2	1
428	эта черта	1	1
429	н на	1	1
430	на месте	2	1
431	в котором	3	1
432	не столько	2	1
433	на первых	1	1
434	оказывается что	1	1
435	об ином	1	1
436	большую роль	1	1
437	что я	2	1
438	русской сказки	1	1
439	в прямом	1	1
440	все это	6	1
441	и более	2	1
442	тому чтобы	1	1
443	то два	1	1
444	что например	1	1
445	от более	1	1
446	сам он	1	1
447	можно ли	2	1
448	не менее	7	1
449	угрожает не	1	1
450	в таких	4	1
451	что с	2	1
452	правда в	1	1
453	это всегда	1	1
454	каждый день	1	1
455	что представление	1	1
456	не составляет	1	1
457	не случайно	6	1
458	когда они	1	1
459	подошел к	1	1
460	того чтобы	17	1
461	есть уже	1	1
