N	2gram	Bakhtin_sl_2	PoTuStor
1	может быть	37	17
2	и в	39	16
3	в этом	16	9
4	и проч	2	9
5	таким образом	8	9
6	и только	1	9
7	мы можем	1	9
8	прежде всего	8	9
9	и с	9	8
10	точки зрения	8	8
11	и его	33	8
12	не может	20	8
13	с его	7	7
14	не только	24	7
15	сказать что	3	7
16	конечно не	5	6
17	при этом	7	6
18	с точки	3	6
19	и это	1	6
20	для него	7	6
21	и к	6	6
22	еще не	7	5
23	в чем	3	5
24	отношение к	4	5
25	все эти	6	5
26	сознание и	3	5
27	что такое	1	5
28	только для	1	5
29	ни в	4	5
30	нуждается в	2	5
31	ту сторону	1	5
32	в него	7	5
33	как бы	7	5
34	и ее	1	4
35	и на	4	4
36	отнюдь не	1	4
37	и наконец	5	4
38	но в	6	4
39	в этой	1	4
40	в нем	19	4
41	и может	1	4
42	его в	4	4
43	в один	1	4
44	мысли и	1	4
45	все это	16	4
46	по ту	1	4
47	самого начала	1	4
48	как мы	7	4
49	с ее	2	4
50	с самого	1	4
51	так и	15	4
52	но мы	2	4
53	можно сказать	1	4
54	в его	7	4
55	с ними	5	4
56	только в	5	4
57	для всех	4	4
58	и их	5	4
59	так как	4	4
60	и даже	7	4
61	но и	21	4
62	и не	22	4
63	и все	5	4
64	хотя бы	3	4
65	все что	2	4
66	отношения к	4	3
67	и значение	1	3
68	во всех	12	3
69	и есть	1	3
70	и как	3	3
71	и художественного	1	3
72	с их	3	3
73	на этом	3	3
74	на этой	1	3
75	том что	5	3
76	сих пор	2	3
77	в одном	2	3
78	и притом	1	3
79	в основе	4	3
80	до сих	2	3
81	чем не	2	3
82	и оно	2	3
83	к себе	1	3
84	те же	2	3
85	мира и	5	3
86	с другими	4	3
87	и она	1	3
88	в том	5	3
89	в большинстве	6	3
90	только на	1	3
91	большинстве случаев	5	3
92	всяком случае	2	3
93	даже не	1	3
94	в области	2	3
95	и др	4	3
96	для сознания	2	3
97	но оно	2	3
98	вместе с	2	3
99	и потому	7	3
100	как это	3	3
101	могут быть	7	3
102	в основном	4	3
103	что в	3	3
104	в этих	7	3
105	а в	4	3
106	то что	2	3
107	только как	1	3
108	жизни и	6	3
109	во всяком	3	3
110	ту же	3	2
111	нем нет	1	2
112	все снова	1	2
113	в самом	1	2
114	и этот	1	2
115	мы уже	2	2
116	мы не	2	2
117	и о	1	2
118	говорить о	3	2
119	того же	1	2
120	и говорить	1	2
121	на них	2	2
122	между собой	1	2
123	совсем не	1	2
124	но как	2	2
125	за пределы	2	2
126	с этим	2	2
127	вообще не	1	2
128	он не	2	2
129	и по	1	2
130	то же	4	2
131	связанные с	4	2
132	на протяжении	2	2
133	в них	6	2
134	как и	6	2
135	на первый	1	2
136	в своей	1	2
137	можем сказать	1	2
138	и вся	1	2
139	не менее	4	2
140	его целом	1	2
141	никогда не	7	2
142	только и	2	2
143	таким путем	1	2
144	всей жизни	1	2
145	все то	1	2
146	не могут	5	2
147	на границе	2	2
148	и всех	1	2
149	что оно	4	2
150	как не	1	2
