N	2gram	Bakhtin_Fr_6	StatiiOP
1	и в	41	25
2	в этом	12	24
3	в том	2	20
4	что он	6	19
5	может быть	2	19
6	тем что	5	19
7	что в	7	19
8	что это	5	16
9	том что	7	15
10	в этой	8	14
11	не только	10	12
12	в его	7	12
13	г и	1	12
14	то что	10	12
15	в этих	2	11
16	так что	2	11
17	таким образом	17	10
18	прежде всего	10	10
19	и не	3	10
20	у него	7	9
21	но и	13	9
22	все это	11	8
23	о том	9	8
24	в языке	1	8
25	это было	2	8
26	из его	1	7
27	с этим	3	7
28	это не	1	7
29	было бы	3	7
30	в то	6	7
31	не может	4	7
32	что касается	1	7
33	точки зрения	2	7
34	место в	1	6
35	и на	9	6
36	как в	4	6
37	из этих	2	6
38	в подлиннике	1	6
39	не в	4	6
40	между тем	2	6
41	только в	3	6
42	в конце	2	6
43	в области	2	6
44	как бы	7	6
45	а в	4	6
46	как на	1	6
47	в году	6	5
48	то же	5	5
49	но в	8	5
50	он не	2	5
51	об этом	1	5
52	ни в	1	5
53	в котором	4	5
54	потому что	3	5
55	и это	1	5
56	так и	5	5
57	в них	7	5
58	отметить что	2	5
59	с другой	4	5
60	связано с	3	5
61	а не	2	5
62	того что	3	5
63	другой стороны	2	5
64	например в	6	4
65	в которой	1	4
66	в чем	3	4
67	в центре	2	4
68	все же	4	4
69	не было	1	4
70	и к	1	4
71	то в	1	4
72	в целом	1	4
73	на его	2	4
74	александрийским стихом	1	4
75	в каждом	1	4
76	мировой литературе	1	4
77	лишь в	2	4
78	на протяжении	1	4
79	и тем	1	4
80	в жизни	1	4
81	с тем	1	4
82	как и	7	4
83	в эту	2	4
84	у нас	4	4
85	в устах	1	4
86	с точки	2	4
87	ничего не	1	4
88	этом отношении	3	4
89	связана с	2	4
90	в ней	4	4
91	и с	16	4
92	можно сказать	1	4
93	а также	5	4
94	к нему	3	4
95	мы видим	6	4
96	и др	10	4
97	в начале	3	4
98	отношение к	1	4
99	то время	1	4
100	в особенности	7	4
101	действующих лиц	1	4
102	связь с	1	4
103	xix века	1	4
104	он говорит	1	4
105	это есть	1	4
106	что здесь	1	4
107	в смысле	1	4
108	и для	3	4
109	но это	3	4
110	сказать что	6	4
111	в своей	2	4
112	из этого	4	4
113	это в	1	4
114	он хотел	1	3
115	говорить о	2	3
116	подчеркнуть что	5	3
117	он был	4	3
118	с его	5	3
119	своего рода	1	3
120	кроме того	9	3
121	что по	1	3
122	и наконец	4	3
123	все эти	11	3
124	и если	1	3
125	это связано	1	3
126	всех этих	2	3
127	на этом	2	3
128	в другом	4	3
129	несмотря на	1	3
130	в их	1	3
131	но он	5	3
132	во время	9	3
133	на тему	1	3
134	же время	5	3
135	связи с	2	3
136	такие выражения	1	3
137	и здесь	1	3
138	что все	2	3
139	и что	5	3
140	по этому	1	3
141	и его	13	3
142	уже не	1	3
143	уже в	4	3
144	для него	1	3
145	так как	10	3
146	в некоторых	1	3
147	в системе	1	3
148	как раз	2	3
149	сцена из	1	3
150	не является	1	3
151	связан с	1	3
152	к которому	1	3
153	что для	1	3
154	одной стороны	4	3
155	до конца	2	3
156	что мы	2	3
157	его как	1	3
158	в связи	1	3
159	с этой	3	3
160	между прочим	1	3
161	в мировой	1	3
162	тем более	2	3
163	xviii в	1	3
164	конце концов	1	3
165	все они	2	3
166	того времени	2	3
167	xvii века	2	2
168	самом деле	4	2
169	он может	1	2
170	выражения как	1	2
171	такое же	1	2
172	той же	5	2
173	в сущности	8	2
174	того же	4	2
175	не был	2	2
176	во всех	17	2
177	тем как	1	2
178	то он	2	2
179	к слову	1	2
180	не просто	1	2
181	нет и	1	2
182	что они	2	2
183	что именно	2	2
184	им в	1	2
185	в самом	10	2
186	во многих	1	2
187	он делает	1	2
188	и тот	2	2
189	так сказать	2	2
190	не как	1	2
191	чтобы в	1	2
192	в плане	3	2
193	этой темы	1	2
194	и по	1	2
195	но все	1	2
196	то есть	24	2
197	заключается в	2	2
198	общества в	1	2
199	а с	1	2
200	эти годы	1	2
201	он и	1	2
202	между собою	5	2
203	мы не	2	2
204	в развитии	2	2
205	и тогда	1	2
206	не мог	3	2
207	нас не	3	2
208	не столько	1	2
209	в которых	1	2
210	точку зрения	1	2
211	смертной казни	1	2
212	для этого	2	2
213	это особенно	1	2
214	этой области	1	2
215	этих трех	1	2
216	в отношении	1	2
217	не менее	1	2
218	но они	4	2
219	как о	2	2
220	и прочие	1	2
221	тогда когда	2	2
222	одна из	1	2
223	к этим	3	2
224	так чтобы	1	2
225	не имеет	1	2
226	никогда не	8	2
227	этот образ	7	2
228	начиная с	2	2
229	могут быть	1	2
230	для его	2	2
231	для того	1	2
232	на это	1	2
233	должен быть	2	2
234	как мы	12	2
235	нужно сказать	2	2
