N	3gram	Potebnia_M_1	Istorich
1	и т д	4	18
2	до сих пор	1	6
3	точно так же	1	6
4	в том что	13	5
5	но все же	1	4
6	так же как	1	4
7	не только в	3	4
8	в связи с	1	4
9	по отношению к	13	3
10	подобно тому как	3	3
11	с тем что	3	3
12	можно было бы	1	3
13	с одной стороны	3	3
14	мы увидим что	3	3
15	и может быть	2	2
16	что иное как	2	2
17	мере того как	3	2
18	на самом деле	1	2
19	так как в	2	2
20	по мере того	3	2
21	случаев в которых	1	2
22	но и в	4	2
23	не что иное	2	2
24	с другой стороны	5	2
25	не может быть	9	2
26	о том что	1	2
27	с самого начала	3	2
28	на то что	1	2
29	после того как	1	2
30	уже с самого	2	2
31	не вдаваясь в	1	2
32	не в состоянии	1	1
33	это могло бы	1	1
34	мы начнем с	1	1
35	и не могут	1	1
36	до известного возраста	1	1
37	и той же	3	1
38	но так как	1	1
39	то состояние которое	1	1
40	так как оно	1	1
41	друг от друга	2	1
42	и не только	1	1
43	что мы имеем	1	1
44	сам по себе	1	1
45	но это не	1	1
46	во влиянии на	1	1
47	в разных языках	1	1
48	начнем с указания	1	1
49	таким образом мы	1	1
50	выше мы видели	1	1
51	с указания на	1	1
52	на задний план	1	1
53	смысле этого слова	1	1
54	тем не менее	6	1
55	нужно было бы	1	1
56	что ни есть	1	1
57	сказать чтобы все	1	1
58	что в одном	1	1
59	что они были	1	1
60	оно должно было	1	1
61	к которому принадлежит	1	1
62	тем что в	1	1
63	т д то	1	1
64	для нас те	1	1
65	по себе а	1	1
66	мы не можем	1	1
67	в одно время	1	1
68	нельзя сказать чтобы	1	1
69	этого слова при	1	1
70	покажет нам что	1	1
71	это значит что	1	1
72	не только не	2	1
73	по его мнению	4	1
74	с этой стороны	1	1
75	и многое другое	1	1
76	одной и той	3	1
77	мы видели что	1	1
