N	3gram	Voloshinov_1	Istorich
1	с другой стороны	1	8
2	в этом случае	3	7
3	вместе с тем	2	6
4	о том что	2	4
5	в связи с	2	4
6	но все же	2	4
7	мы видим что	2	4
8	тем не менее	1	4
9	как мы увидим	2	3
10	но вместе с	1	3
11	не может быть	2	3
12	мы увидим ниже	1	3
13	для того чтобы	7	3
14	так как в	1	2
15	до сих пор	1	2
16	не только в	3	2
17	но и в	3	2
18	мы видели что	2	2
19	таким образом мы	1	2
20	мы не знаем	2	2
21	тем что он	1	2
22	в том что	1	2
23	как и в	1	2
24	по себе не	1	1
25	иметь в виду	1	1
26	в виду что	1	1
27	пока он не	1	1
28	что перед нами	2	1
29	все еще не	1	1
30	но то что	1	1
31	на самом деле	3	1
32	для наших целей	1	1
33	есть первая ступень	1	1
34	ее не только	1	1
35	с точки зрения	5	1
36	и не только	2	1
37	в зависимости от	5	1
38	и тем что	1	1
39	в себе и	1	1
40	то же время	7	1
41	мы должны будем	1	1
42	и здесь мы	1	1
43	в процессе развития	1	1
44	все же и	1	1
45	и уже только	1	1
46	что оно означает	1	1
47	как и вообще	1	1
48	мы увидим что	2	1
49	живую связь с	1	1
50	мы уже видели	2	1
51	мы уже знаем	1	1
52	прежде всего мы	1	1
53	в свою очередь	4	1
54	в социальной жизни	1	1
55	само по себе	1	1
56	и тем самым	3	1
57	хотя бы в	1	1
58	на этом мы	1	1
59	с самого начала	4	1
60	вопрос о том	1	1
61	в самом деле	1	1
62	можно сказать что	2	1
63	в то же	9	1
64	вопрос о происхождении	1	1
65	же как мы	1	1
66	но как только	1	1
67	наших целей достаточно	1	1
68	только тогда когда	1	1
69	это не совсем	1	1
70	как мы видели	3	1
