N	2gram	Voloshinov_1	UchenyiS
1	и в	38	14
2	а не	6	10
3	не только	27	10
4	прежде всего	21	8
5	и не	14	8
6	не может	12	7
7	в этом	10	7
8	то что	8	7
9	может быть	13	6
10	то же	14	5
11	художественное произведение	1	5
12	в художественном	1	5
13	все это	4	5
14	хотя бы	18	5
15	перестает быть	1	5
16	художественного творчества	5	5
17	с другой	1	4
18	но и	13	4
19	что такое	4	4
20	в их	1	4
21	в конечном	1	4
22	конечном счете	1	4
23	в этой	6	4
24	конечно не	3	4
25	вряд ли	3	3
26	и то	3	3
27	это не	3	3
28	было бы	7	3
29	как и	10	3
30	для этого	1	3
31	в частности	3	3
32	в своей	2	3
33	и т.д	21	3
34	очевидно что	2	3
35	к сожалению	1	3
36	в то	9	3
37	все же	7	3
38	но в	5	3
39	формы в	1	3
40	же время	7	3
41	в области	5	3
42	у нас	4	3
43	другой стороны	1	3
44	для него	3	3
45	не как	1	3
46	не о	1	3
47	крайней мере	1	2
48	одним из	1	2
49	и с	5	2
50	художественного произведения	1	2
51	материала и	1	2
52	до сих	1	2
53	самом деле	4	2
54	превращается в	1	2
55	мы не	9	2
56	о чем	1	2
57	является в	1	2
58	на эту	1	2
59	если бы	4	2
60	что мы	11	2
61	ничего не	8	2
62	как таковой	3	2
63	если не	3	2
64	должна была	2	2
65	том что	3	2
66	на первый	1	2
67	материал для	1	2
68	но даже	2	2
69	ни от	1	2
70	на каждом	1	2
71	с его	7	2
72	но не	2	2
73	в сторону	1	2
74	в его	6	2
75	по крайней	1	2
76	что и	3	2
77	по себе	1	2
78	более чем	1	2
79	конце концов	3	2
80	сих пор	2	2
81	но это	2	2
82	и роль	1	2
83	в том	2	2
84	тех или	4	2
85	это уже	1	2
86	и для	3	2
87	что он	2	2
88	в себе	9	2
89	в самом	4	2
90	между тем	3	2
91	только в	6	2
92	из материала	1	2
93	не в	6	2
94	для всех	2	2
95	и является	5	2
96	вопроса о	4	2
97	все они	1	2
98	не есть	1	2
99	этом отношении	2	2
100	или иных	3	2
101	композиции и	1	2
102	наконец он	1	2
103	конечно нет	1	2
104	его и	3	2
105	бы и	2	2
106	всех этих	1	2
107	не могут	1	2
108	в конце	6	2
109	смысле этого	2	2
110	построения литературной	1	2
111	а о	1	2
112	же самое	5	2
113	как раз	1	2
114	тем что	2	2
115	таким образом	7	2
116	даже и	2	2
117	т.е в	1	2
118	и это	7	1
119	тем в	1	1
120	и своеобразным	1	1
121	художественным произведением	1	1
122	об этом	3	1
123	же как	1	1
124	в исторической	1	1
125	связанных с	3	1
126	человека и	1	1
127	даже не	1	1
128	то есть	4	1
129	в виду	3	1
130	говорить не	1	1
131	искусства в	1	1
132	с самим	2	1
133	в произведении	1	1
134	установка на	1	1
135	к которой	1	1
136	и исторически	1	1
137	что для	1	1
138	слова а	1	1
139	никогда не	7	1
140	этот и	1	1
141	художественное творчество	3	1
142	так и	6	1
143	той же	5	1
144	относится к	2	1
145	с тем	8	1
146	мы имеем	2	1
147	к вопросам	1	1
148	обращение к	1	1
149	со своими	1	1
150	и вне	1	1
151	именно этот	1	1
152	в словесном	1	1
153	до крайности	1	1
154	является наиболее	3	1
155	жанра в	1	1
156	именно к	1	1
157	в словах	3	1
158	и даже	3	1
159	должно быть	2	1
160	и слово	3	1
161	с успехом	1	1
162	можно сказать	4	1
163	вся система	1	1
164	или менее	1	1
165	в г	1	1
166	творчества правда	1	1
167	к лицу	1	1
168	группы и	1	1
169	о том	4	1
170	историю в	1	1
171	в ней	8	1
172	и потому	2	1
173	в котором	3	1
174	и что	1	1
175	и содержание	2	1
176	все его	1	1
177	быть в	1	1
178	из которых	3	1
179	в значительной	2	1
180	и литературного	1	1
181	конечно это	1	1
182	вне которой	2	1
183	он будет	1	1
184	слово как	7	1
185	слагается из	1	1
186	не словами	1	1
187	в течение	1	1
188	является только	1	1
189	в той	5	1
190	ему приходится	1	1
191	он может	1	1
192	познакомиться с	1	1
193	этих слов	3	1
194	что же	8	1
195	не то	1	1
196	бы в	5	1
197	того что	4	1
198	друг другу	2	1
199	разрыв с	1	1
200	в которых	2	1
201	речи в	1	1
202	их в	3	1
203	на его	5	1
204	оно является	2	1
205	что этот	1	1
206	нет и	3	1
207	язык в	6	1
208	шаг к	1	1
209	за пределы	1	1
210	на то	1	1
211	все детали	1	1
212	и вся	1	1
213	еще один	1	1
214	его как	1	1
215	отнюдь не	10	1
216	она не	1	1
217	для тех	1	1
218	еще раз	1	1
219	этом случае	3	1
220	то содержание	1	1
221	первый взгляд	1	1
222	независимо от	5	1
223	научное изучение	1	1
224	в своем	1	1
225	может обойтись	1	1
226	случайной и	1	1
227	как нам	1	1
228	но для	3	1
229	и все	4	1
230	обе эти	1	1
231	того как	1	1
