N	2gram	Tiupa_Lite_1	Problema
1	и в	8	44
2	вовсе не	1	37
3	и не	12	35
4	не есть	2	35
5	то есть	6	34
6	может быть	13	28
7	потому что	3	25
8	не просто	1	23
9	то что	10	23
10	в том	16	21
11	только в	8	19
12	а не	16	18
13	в этом	12	17
14	также и	3	16
15	если мы	1	16
16	для нас	1	16
17	сказать что	1	16
18	художественного произведения	1	14
19	и то	2	14
20	не только	24	14
21	и даже	3	14
22	то же	5	13
23	не в	8	13
24	но в	3	12
25	том что	14	12
26	не является	2	11
27	то это	2	10
28	отнюдь не	2	10
29	так и	4	10
30	как и	6	10
31	тем не	2	10
32	не менее	7	10
33	в виду	3	10
34	но и	17	10
35	не имеет	1	9
36	в нем	2	9
37	и с	1	9
38	это не	4	9
39	и тем	4	9
40	в то	5	9
41	никак не	1	9
42	в его	7	9
43	что и	1	9
44	что он	5	9
45	так как	1	9
46	в данном	5	9
47	как бы	7	9
48	таким образом	3	9
49	и от	1	9
50	во всяком	3	9
51	перед нами	1	8
52	в себе	7	8
53	он не	1	8
54	было бы	2	8
55	есть нечто	1	8
56	как раз	4	8
57	связи с	6	8
58	как мы	1	8
59	того что	6	8
60	или иной	2	8
61	что же	1	8
62	художественное произведение	2	8
63	что в	3	8
64	мы не	1	7
65	в связи	4	7
66	на самом	1	7
67	все эти	2	7
68	ничего общего	1	7
69	данном случае	4	7
70	и что	1	7
71	с другой	3	7
72	уже не	7	7
73	еще и	3	7
74	не может	5	7
75	в целом	8	6
76	все же	4	6
77	о том	2	6
78	и если	1	6
79	у пушкина	1	6
80	то ни	1	6
81	но только	1	6
82	никогда не	4	6
83	для этого	4	6
84	можно сказать	1	6
85	и только	2	6
86	всяком случае	2	6
87	мы можем	1	6
88	такого рода	10	6
89	нет ничего	2	6
90	в виде	1	6
91	жизни и	3	6
92	и есть	3	5
93	едва ли	1	5
94	есть не	1	5
95	еще не	4	5
96	а только	2	5
97	за пределы	2	5
98	что они	1	5
99	в своем	11	5
100	в нашем	1	5
101	с тем	1	5
102	и сам	6	5
103	точки зрения	6	5
104	в своей	4	5
105	тем самым	5	5
106	как о	1	5
107	тех или	1	5
108	и его	4	5
109	и вполне	2	5
110	и о	1	5
111	и здесь	1	5
112	крайней мере	1	5
113	с той	1	5
114	только на	2	5
115	то и	2	5
116	гораздо более	1	5
117	в конце	4	5
118	не было	3	5
119	по крайней	1	5
120	как в	5	5
121	да и	3	5
122	собственно говоря	1	5
123	а в	3	5
124	с ней	1	5
125	другой стороны	1	5
126	состоит из	1	5
127	но даже	1	4
128	и самой	1	4
129	он сам	1	4
130	бы то	1	4
131	в чем	1	4
132	но как	1	4
133	только при	1	4
134	тут же	1	4
135	могли бы	1	4
136	для которой	1	4
137	при этом	19	4
138	на первый	1	4
139	раз и	2	4
140	дело в	3	4
141	и является	2	4
142	только с	1	4
143	или иных	1	4
144	отличается от	1	4
145	в ее	1	4
146	можно было	2	4
147	имеется в	2	4
148	мы в	2	4
149	что даже	1	4
150	же и	3	4
151	тем что	2	4
152	или в	1	4
153	а также	5	4
154	совершенно не	1	4
155	в каком	1	4
156	в искусстве	2	4
157	же как	1	3
158	то в	1	3
159	говорить о	1	3
160	из того	2	3
161	но не	4	3
162	с самой	1	3
163	в настоящем	1	3
164	общего с	2	3
165	в художественном	4	3
166	и как	1	3
167	в самом	3	3
168	в этой	4	3
169	говорят о	1	3
170	на то	1	3
171	свою собственную	1	3
172	идеи и	1	3
173	но все	1	3
174	значение в	1	3
175	его в	3	3
176	себе как	1	3
177	в чистом	1	3
178	что такое	2	3
179	в которых	1	3
180	бы быть	1	3
181	теми или	1	3
182	иной раз	1	3
183	как будто	2	3
184	она не	1	3
185	у чехова	1	3
186	с самим	1	3
187	с собой	4	3
188	если бы	1	3
189	том или	1	3
190	во всей	1	3
191	не так	1	3
192	не мешает	1	3
193	в качестве	17	3
194	самом деле	2	3
195	уже в	5	3
196	а то	1	3
197	для него	2	3
198	отличие от	5	3
199	что для	2	3
200	прежде всего	11	3
201	именно так	2	3
202	если не	1	3
203	ни на	1	3
204	художественности и	1	3
205	есть такое	1	3
206	в той	1	3
207	самого себя	3	3
208	с этой	5	3
209	в любом	2	3
210	в условиях	1	3
211	это уже	2	3
212	и все	1	3
213	тем более	2	3
214	хотя бы	2	3
215	ни было	1	3
216	же в	5	3
217	из этого	1	3
218	к тому	2	3
219	того же	2	2
220	столько же	1	2
221	только потому	1	2
222	на ступени	1	2
223	однако для	1	2
224	мы имеем	1	2
225	быть в	1	2
226	не был	1	2
