N	2gram	Vygotskiy__3	DiskursI
1	в качестве	12	34
2	не только	6	28
3	в том	23	23
4	а не	1	22
5	том что	20	19
6	представляет собой	6	17
7	может быть	13	17
8	как и	15	16
9	и в	25	16
10	в этом	14	15
11	еще не	4	14
12	но и	4	14
13	при этом	5	13
14	речевого общения	4	12
15	по своей	7	11
16	но не	6	11
17	прежде всего	4	11
18	и не	10	11
19	как в	9	10
20	с другой	6	10
21	по отношению	3	9
22	в нем	2	9
23	не может	6	9
24	состоит в	3	9
25	с одной	5	9
26	одной стороны	5	9
27	в частности	4	9
28	отношению к	2	9
29	отнюдь не	4	8
30	но в	1	8
31	о том	5	8
32	так и	5	8
33	а также	2	8
34	в себе	2	7
35	то же	2	7
36	не в	6	7
37	в основе	16	7
38	роль в	1	7
39	в его	15	7
40	только в	10	7
41	в своем	4	6
42	и как	5	6
43	и на	6	5
44	во всех	1	5
45	отличие от	6	5
46	тому же	1	5
47	в силу	6	5
48	в котором	3	5
49	в отличие	6	5
50	в процессе	27	5
51	в себя	3	5
52	сводится к	1	5
53	в эпоху	1	5
54	или иной	3	5
55	а с	3	5
56	в данном	1	5
57	как бы	10	5
58	к тому	4	5
59	а в	4	5
60	то что	15	5
61	в своей	2	5
62	в которых	3	4
63	с его	2	4
64	отношение к	1	4
65	и к	5	4
66	уже не	2	4
67	в целом	13	4
68	на его	2	4
69	не как	3	4
70	в них	2	4
71	потому что	6	4
72	могут быть	5	4
73	для себя	1	4
74	и т.д	5	4
75	внимание на	2	4
76	между тем	3	4
77	что он	6	4
78	для него	5	4
79	не обязательно	1	4
80	что не	1	4
81	связи с	9	4
82	такого рода	2	4
83	не является	8	4
84	не предполагает	1	4
85	что в	17	4
86	также и	1	3
87	того же	6	3
88	и потому	2	3
89	столь же	7	3
90	той или	2	3
91	с этим	4	3
92	перед нами	10	3
93	в самом	3	3
94	вследствие этого	1	3
95	зрения на	2	3
96	заключается в	9	3
97	ведет к	1	3
98	общения с	3	3
99	и того	4	3
100	точки зрения	6	3
101	в ходе	1	3
102	в своих	2	3
103	однако в	2	3
104	бы быть	2	3
105	по себе	7	3
106	в то	4	3
107	к той	2	3
108	таким образом	17	3
109	свою очередь	2	3
110	но при	1	3
111	в ее	1	3
112	еще в	2	3
113	и даже	1	3
114	или на	1	3
115	что и	10	3
116	существенную роль	1	3
117	не сводится	1	3
118	хотя бы	1	3
119	из них	4	3
120	тем что	8	3
121	именно в	5	3
122	имеет место	3	3
123	по своему	11	3
124	для обозначения	2	3
125	тому как	2	3
126	того что	10	3
127	один из	6	3
128	все же	6	3
129	как уже	6	3
130	в свою	3	3
131	сказать что	4	3
132	другой стороны	3	3
133	в действительности	1	3
134	это понятие	1	3
135	отношения к	1	2
136	одним из	5	2
137	например в	1	2
138	языка с	1	2
139	к данному	2	2
140	определить как	1	2
141	к другому	2	2
142	едва ли	2	2
143	мы имеем	4	2
144	в сущности	1	2
145	совпадает с	6	2
146	на себя	2	2
147	ему в	1	2
148	в виду	1	2
149	слово не	1	2
150	между собой	13	2
151	служит для	1	2
152	но как	3	2
153	за пределы	1	2
154	иным образом	1	2
155	опирается на	1	2
156	хотя и	2	2
157	когда он	3	2
158	целый ряд	1	2
159	с понятием	3	2
160	более или	1	2
161	не приходится	1	2
162	в тех	2	2
163	в этой	5	2
164	он ни	1	2
165	том чтобы	1	2
166	подобно тому	1	2
167	и по	5	2
168	на этом	3	2
169	могла бы	1	2
170	различие между	1	2
171	об этом	2	2
172	области речевого	1	2
173	того или	2	2
174	и тем	1	2
175	к области	2	2
176	иначе говоря	2	2
177	одного и	4	2
178	или менее	3	2
179	по мере	1	2
180	не менее	6	2
181	но они	2	2
182	что с	4	2
183	стадии развития	4	2
184	дело не	1	2
185	внутренней речи	19	2
186	не могло	1	2
187	нельзя не	1	2
188	имеем дело	2	2
189	своей природе	1	2
190	и его	2	2
191	отличается от	3	2
192	же самое	1	2
193	числе и	1	2
194	значительной степени	1	2
195	мысли о	1	2
196	не есть	3	2
197	оно не	2	2
198	и он	1	2
199	как мы	8	2
200	с ее	5	2
201	говорит и	2	2
202	данном случае	1	2
203	характер и	1	2
204	в пределах	1	2
205	приводит к	4	2
206	на том	3	2
207	в другом	1	2
208	и вообще	1	2
209	в построении	2	2
210	а по	2	2
211	о нем	1	2
212	во всяком	4	2
213	и что	10	2
214	одного из	2	2
215	в значительной	1	2
216	и во	2	2
217	в форме	1	2
218	представления о	2	2
219	и одновременно	2	2
220	дело с	3	2
221	в какой	4	2
222	тот или	1	2
223	есть в	1	2
224	уже в	7	2
225	или даже	1	2
226	по выражению	1	2
227	слова в	2	2
228	как их	2	2
229	в одном	2	2
230	сами по	3	2
231	как его	1	2
232	общения и	1	2
233	никогда не	4	2
234	бы это	1	2
235	здесь в	1	2
236	к которому	3	2
237	чем он	1	2
238	обратить внимание	1	2
239	тем кто	1	2
240	одновременно с	1	2
241	что же	1	2
242	в ряду	1	2
243	в начале	2	2
244	к другим	2	2
245	известной степени	1	2
246	или в	2	2
247	о котором	2	2
248	и все	4	2
249	указывает на	2	2
250	как показывает	2	2
251	речи как	4	2
252	к этому	3	2
253	том числе	1	2
254	как известно	3	1
255	человеческой речи	1	1
256	для построения	1	1
257	не остается	1	1
258	сам по	1	1
259	и то	2	1
260	указывающие на	1	1
261	переход от	3	1
262	и до	1	1
263	из его	1	1
264	видеть в	1	1
265	той же	4	1
266	речевой деятельности	1	1
267	собой как	1	1
268	подтверждения в	1	1
269	в становлении	1	1
270	и изучения	1	1
271	наличие в	1	1
272	мышлением в	4	1
273	из того	2	1
274	они были	1	1
275	мы и	2	1
276	непосредственное отношение	1	1
277	некоторой общности	1	1
278	себе а	1	1
279	необходимой предпосылкой	1	1
280	не требует	1	1
281	они имеют	2	1
282	а только	1	1
283	оно в	1	1
284	только потому	2	1
285	план по	1	1
286	слову в	1	1
287	мы называем	2	1
288	отличаются от	5	1
289	что они	10	1
290	речи но	2	1
291	форме и	1	1
292	к точке	1	1
293	как говорит	5	1
294	независимо от	4	1
295	с их	2	1
296	этом же	1	1
297	в образовании	7	1
298	тем же	4	1
299	всего как	1	1
300	генетические отношения	1	1
301	следующим образом	1	1
302	или иную	1	1
303	в которой	1	1
304	бы и	1	1
305	что это	5	1
306	он в	1	1
307	без учета	1	1
308	из этих	4	1
309	для возникновения	3	1
310	что к	1	1
311	к человеческому	1	1
312	говорит не	2	1
313	на то	4	1
314	человек овладевает	1	1
315	в случае	3	1
316	этот процесс	3	1
317	что она	5	1
318	развития человеческого	1	1
319	он не	4	1
320	с ней	3	1
321	всех этих	2	1
322	не идентична	1	1
323	чем у	1	1
324	к одному	5	1
325	собой не	1	1
326	понимания и	1	1
327	в понятии	5	1
328	чем она	1	1
329	что ни	1	1
330	одному и	1	1
331	основе его	1	1
332	и заключается	2	1
333	но все	2	1
334	высшей формы	1	1
335	введение в	1	1
336	как одного	1	1
337	совпадают с	4	1
338	не будет	2	1
339	поскольку все	1	1
340	и может	2	1
341	значение в	3	1
342	в мире	2	1
343	в поведении	5	1
344	слова или	4	1
345	при помощи	1	1
346	и других	2	1
347	с другими	2	1
348	от одного	2	1
349	может стать	1	1
350	которая как	1	1
351	этом смысле	2	1
352	приходит в	1	1
353	включая в	1	1
354	в новое	2	1
355	в жизни	3	1
356	для них	1	1
357	же образом	1	1
358	о которых	1	1
359	с этой	3	1
360	с тем	16	1
361	в слове	1	1
362	которой он	1	1
363	мы видели	6	1
364	представителей различных	1	1
365	задач в	1	1
366	обозначить как	1	1
367	представляя собой	1	1
368	мы не	9	1
369	различного типа	1	1
370	слова и	6	1
371	не мог	4	1
372	различные формы	1	1
373	исследователи в	1	1
374	в этих	2	1
375	и при	1	1
376	таким же	2	1
