N	2gram	Losev_Prob_2	FransuaR
1	и в	35	49
2	то есть	39	32
3	прежде всего	11	19
4	в его	7	18
5	и на	5	17
6	не только	24	17
7	и его	1	17
8	в этом	17	15
9	и не	37	15
10	в них	2	13
11	только в	14	13
12	но и	16	13
13	во время	1	12
14	как и	5	11
15	как бы	4	11
16	в этой	9	10
17	вовсе не	37	10
18	в нем	1	9
19	и др	2	9
20	все это	4	9
21	отношение к	1	8
22	то же	5	7
23	все же	8	7
24	все эти	7	7
25	таким образом	4	7
26	как мы	5	7
27	один из	3	7
28	не может	13	7
29	мы уже	3	6
30	именно в	1	6
31	во всех	2	6
32	в истории	3	6
33	с их	1	6
34	так и	7	6
35	и с	10	6
36	времени и	1	6
37	точки зрения	2	6
38	в то	6	6
39	в литературе	1	6
40	то что	38	6
41	здесь в	1	6
42	так как	7	6
43	сказать что	24	6
44	с его	1	5
45	из этих	3	5
46	но не	4	5
47	в своем	4	5
48	при этом	3	5
49	никогда не	1	5
50	роль в	2	5
51	тот же	4	5
52	уже в	3	5
53	может быть	18	5
54	относится к	6	5
55	и потому	1	5
56	отношения к	1	4
57	и до	1	4
58	и к	3	4
59	но в	6	4
60	в себе	5	4
61	но все	2	4
62	лишь в	3	4
63	в этих	4	4
64	и более	5	4
65	с ним	1	4
66	одна из	3	4
67	в области	6	4
68	характер и	1	4
69	с другой	6	4
70	и во	1	4
71	этот момент	1	4
72	и чисто	1	4
73	в известной	1	4
74	а в	4	4
75	тем что	4	4
76	до сих	4	4
77	не было	3	4
78	и о	4	4
79	сих пор	4	4
80	том что	19	4
81	нового времени	1	4
82	в свое	1	4
83	в своих	3	4
84	значение в	4	4
85	как на	2	4
86	также и	12	3
87	в самом	5	3
88	место в	1	3
89	и со	1	3
90	не был	4	3
91	для которого	1	3
92	раз в	1	3
93	да и	10	3
94	но именно	4	3
95	всех этих	4	3
96	свое время	1	3
97	в плане	2	3
98	можно было	5	3
99	было бы	8	3
100	ни в	6	3
101	далеко не	4	3
102	несмотря на	3	3
103	на земле	1	3
104	нельзя было	3	3
105	в одном	1	3
106	их в	4	3
107	даже в	2	3
108	но они	1	3
109	только с	2	3
110	и это	5	3
111	с ее	1	3
112	в собственном	1	3
113	известной мере	1	3
114	и вообще	16	3
115	в виду	8	3
116	о том	18	3
117	другими словами	6	3
118	в значительной	3	3
119	к нему	2	3
120	же в	1	3
121	что он	4	3
122	с одной	5	3
123	этом отношении	1	3
124	и особенно	2	3
125	что для	3	3
126	превращается в	1	3
127	о чем	6	3
128	одной стороны	5	3
129	и все	5	3
130	в том	12	3
131	другой стороны	5	3
132	одним из	1	2
133	мы здесь	3	2
134	на самом	4	2
135	по преимуществу	2	2
136	в какой-то	2	2
137	собственном смысле	1	2
138	и значение	4	2
139	но даже	3	2
140	в ней	2	2
141	литературы и	1	2
142	еще не	10	2
143	он был	1	2
144	себе и	2	2
145	это и	3	2
146	что они	3	2
147	и вовсе	6	2
148	чем мы	1	2
149	дает нам	1	2
150	что слово	3	2
151	только то	3	2
152	к необходимости	1	2
153	в нашем	3	2
154	учение о	2	2
155	думать что	1	2
156	имеем в	2	2
