N	2gram	Trubetskoy_1	StatiiOP
1	и в	14	29
2	в том	17	27
3	том что	9	27
4	в этом	17	21
5	но и	10	19
6	что в	4	19
7	не только	9	19
8	о том	7	17
9	в его	4	13
10	что он	6	13
11	между прочим	1	12
12	то что	13	11
13	в которой	1	11
14	все это	6	11
15	таким образом	11	10
16	к тому	7	10
17	как на	8	9
18	так и	1	9
19	он не	5	9
20	потому что	5	9
21	и т	3	9
22	и не	19	9
23	этом отношении	1	9
24	в своем	6	9
25	но в	2	8
26	в своей	5	7
27	с тем	6	7
28	вместе с	4	7
29	для того	6	7
30	не столько	1	7
31	в котором	2	7
32	тому что	2	7
33	в самом	3	7
34	в ней	2	7
35	так например	1	7
36	но все	1	7
37	все же	4	6
38	вопрос о	5	6
39	вовсе не	1	6
40	до сих	5	6
41	об этом	1	6
42	в течение	2	6
43	факт что	2	6
44	и на	5	6
45	и что	2	6
46	того чтобы	8	6
47	прежде всего	8	5
48	точки зрения	11	5
49	сих пор	5	5
50	того что	3	5
51	между тем	5	5
52	в качестве	3	5
53	была бы	1	5
54	а не	2	5
55	было бы	5	5
56	как бы	4	5
57	и с	7	4
58	в частности	2	4
59	в другом	3	4
60	связи с	3	4
61	в нем	5	4
62	не в	4	4
63	разумеется что	2	4
64	тот факт	2	4
65	для него	6	4
66	и к	6	4
67	что у	1	4
68	дело в	1	4
69	и о	2	4
70	именно в	3	4
71	к этому	1	4
72	с другой	1	4
73	речь идет	2	4
74	в полном	1	3
75	что на	1	3
76	отношении к	2	3
77	с нею	3	3
78	материал для	1	3
79	и сейчас	3	3
80	так же	2	3
81	не был	1	3
82	еще и	1	3
83	связан с	1	3
84	не было	3	3
85	не менее	1	3
86	хотя бы	5	3
87	что эта	1	3
88	что это	3	3
89	по себе	2	3
90	в их	4	3
91	столько же	1	3
92	за то	2	3
93	но не	4	3
94	одной из	3	3
95	во всяком	9	3
96	иметь в	1	3
97	должно было	1	3
98	в начале	2	3
99	на самом	6	3
100	никогда не	5	3
101	и даже	2	3
102	в этих	2	3
103	в россии	6	3
104	так что	2	3
105	идет о	1	3
106	неудивительно что	1	3
107	с этим	2	3
108	ни в	2	3
109	тому же	1	3
110	а с	2	3
111	всяком случае	6	3
112	русского языка	1	3
113	тем что	3	3
114	не могло	1	3
115	ни у	1	3
116	вряд ли	3	3
117	из нее	1	3
118	же как	1	3
119	до конца	1	3
120	в общем	1	3
121	с самого	1	3
122	самом деле	7	3
123	которые не	1	3
124	борьбы с	1	3
125	на себя	2	3
126	не является	1	3
127	из них	3	3
128	вообще не	1	3
129	и по	3	3
130	самого начала	1	3
131	но это	2	3
132	все эти	2	2
133	о которых	3	2
134	из таких	1	2
135	борьба с	1	2
136	в значительной	3	2
137	на его	1	2
138	тогда как	2	2
139	как и	4	2
140	всегда будет	1	2
141	бы то	4	2
142	того же	1	2
143	что они	3	2
144	борьбе за	1	2
145	не может	22	2
146	в один	1	2
147	случае не	1	2
148	на это	2	2
149	не по	1	2
150	нас не	1	2
151	в духе	1	2
152	по пути	1	2
153	не к	2	2
154	чтобы сделать	1	2
155	связь с	1	2
156	в себе	9	2
157	на то	5	2
158	бы ни	2	2
159	даже в	1	2
160	в конце	3	2
161	тем у	1	2
162	в области	2	2
163	как это	1	2
164	и те	2	2
165	в то	10	2
166	тем в	1	2
167	если не	2	2
168	и теперь	1	2
169	его в	4	2
170	в ее	1	2
171	ближайшим образом	1	2
172	с этой	1	2
173	точно также	1	2
174	совершенно не	2	2
175	о своей	1	2
176	по этому	2	2
177	сомнений в	1	2
178	тем же	1	2
179	то ни	4	2
180	значительной степени	1	2
181	то же	11	2
182	с точки	9	2
183	и всегда	1	2
184	и дело	1	2
185	в некоторых	2	2
186	в силе	1	2
187	они не	1	2
188	ее в	2	2
189	на почве	2	2
190	выражение в	1	2
191	у всех	1	2
192	что такое	2	2
193	не на	1	2
194	в одной	1	2
195	только с	2	2
196	и это	1	2
197	другом месте	1	2
198	и потому	3	2
199	в истории	1	2
200	нет и	1	2
201	он был	1	2
202	тем не	1	2
203	только в	5	2
204	или менее	4	2
205	со стороны	4	2
206	очевидно что	1	2
207	от степени	1	2
208	если бы	6	2
209	во время	2	2
210	по своему	1	2
211	более или	4	2
212	не должен	2	2
213	только не	1	2
214	фактом что	1	2
215	ни было	1	2
216	в этой	4	2
217	для которых	1	2
218	том же	2	2
219	при этом	5	2
220	только к	3	2
221	что и	3	2
222	что оба	1	2
223	в полной	1	2
224	доказать что	1	2
225	в результате	2	2
226	в политическом	1	2
227	несмотря на	3	2
228	также и	1	2
229	отметить что	2	2
230	по их	1	2
231	на этот	1	2
232	и вся	1	2
233	по существу	5	2
234	может быть	9	2
235	никак не	1	2
236	что с	2	2
237	так как	4	2
238	этот вопрос	2	2
239	и как	3	2
240	характеров и	1	2
241	и более	2	2
242	в данном	7	2
243	свидетельствуют о	1	2
244	относится не	1	1
245	в борьбе	2	1
246	ради этой	1	1
247	о самой	1	1
248	или другие	1	1
249	по сравнению	1	1
250	основанный на	2	1
251	самого себя	7	1
252	бы в	1	1
253	для нас	2	1
254	к которому	1	1
255	еще не	3	1
256	все попытки	1	1
257	же время	10	1
258	характера в	1	1
259	участию в	1	1
260	церкви и	9	1
261	данном случае	3	1
262	в связи	1	1
263	должны быть	1	1
264	конце концов	3	1
265	судить об	1	1
266	говорить о	3	1
267	можно сказать	1	1
268	место в	2	1
269	сколько и	1	1
270	или в	3	1
271	жизни и	4	1
272	на том	3	1
273	в семью	1	1
274	не умеет	1	1
275	но для	2	1
276	видеть что	1	1
277	отличается от	2	1
278	больше чем	2	1
279	не будет	7	1
280	а это	1	1
281	участвовать в	1	1
282	и для	6	1
283	что когда	1	1
284	что вся	1	1
285	котором мы	1	1
286	событий и	1	1
287	для них	3	1
288	с реальными	1	1
289	и действительно	1	1
290	образцу на	1	1
291	и их	1	1
292	нее так	1	1
293	именно вследствие	1	1
294	а то	1	1
295	только на	2	1
296	и тот	2	1
297	при жизни	1	1
298	только при	1	1
299	и все	1	1
300	исходить из	1	1
301	яркое выражение	1	1
302	и вместе	2	1
303	этому и	1	1
304	образом при	1	1
305	отказаться от	4	1
306	переворот в	4	1
307	и исторических	1	1
308	на эту	2	1
309	на тех	1	1
310	верить что	1	1
311	с самим	2	1
312	настоящее время	2	1
313	у себя	1	1
314	те или	1	1
315	у него	2	1
316	этом и	2	1
317	это обстоятельство	1	1
318	мы не	1	1
319	борьбе против	1	1
320	не так	2	1
321	нетрудно заметить	1	1
322	нисколько не	2	1
323	отправная точка	1	1
324	то и	1	1
325	от него	2	1
326	борьбе с	3	1
327	важно отметить	1	1
328	с другими	1	1
329	таким путем	1	1
330	а на	1	1
331	а между	5	1
332	вследствие этого	1	1
333	что к	1	1
334	похож на	1	1
335	и рядом	1	1
336	не отвечала	1	1
337	а в	5	1
338	он с	1	1
339	к самому	1	1
340	что только	2	1
341	и во	3	1
342	сомнению что	1	1
343	сам а	1	1
344	в принципе	1	1
345	были бы	2	1
346	он сам	3	1
347	в настоящее	2	1
348	в свете	1	1
349	им в	1	1
350	на совершенно	2	1
351	и стал	1	1
352	все-таки не	1	1
353	принадлежат к	2	1
354	жизни в	5	1
355	что же	4	1
356	ничем не	1	1
357	на чем	1	1
358	у кого	1	1
359	но только	1	1
360	отрицать что	1	1
361	только один	1	1
362	виде как	1	1
363	и внутренне	1	1
364	его жизнь	1	1
365	что среди	1	1
366	что касается	1	1
367	и некоторые	1	1
368	с общим	1	1
369	для русской	2	1
370	как не	1	1
371	в таких	2	1
372	в таком	2	1
373	быть не	1	1
374	было не	1	1
375	один общий	1	1
376	особых объяснений	1	1
377	но если	3	1
378	но как	1	1
379	к ней	1	1
380	не для	1	1
381	найти в	1	1
382	и то	4	1
383	иначе и	1	1
384	не трудно	1	1
385	что для	3	1
386	их не	2	1
387	мало того	1	1
388	культурного творчества	1	1
389	этом случае	3	1
390	на все	1	1
391	не могут	4	1
392	по отношению	2	1
393	и без	1	1
394	на свою	1	1
395	в совершенно	4	1
396	упомянутой выше	1	1
397	друг к	1	1
398	как мы	1	1
399	из этих	3	1
400	из этого	3	1
401	это положение	1	1
402	это и	1	1
403	в отдельных	1	1
404	целиком в	1	1
405	с которым	1	1
406	самом себе	2	1
407	к его	1	1
408	которой на	1	1
409	к новым	1	1
410	на ряду	1	1
411	являются не	1	1
412	а за	1	1
413	ряду с	1	1
414	заключается в	1	1
415	работа в	1	1
416	свою очередь	1	1
417	и от	2	1
418	в сущности	1	1
419	народа это	1	1
420	можно назвать	1	1
421	остановиться на	1	1
422	к этой	4	1
423	да и	3	1
424	она не	2	1
425	не за	1	1
426	не исключает	1	1
427	один из	1	1
428	связано с	1	1
429	к какому	1	1
430	он отстаивает	1	1
431	в создании	1	1
432	естественно что	2	1
433	хотелось бы	1	1
434	в очень	1	1
435	всю свою	2	1
436	v но	1	1
437	на основании	2	1
438	к другу	1	1
439	от своего	1	1
440	и проч	1	1
441	на них	1	1
442	их и	1	1
443	зависимость от	2	1
444	что при	1	1
445	что значит	1	1
446	или целиком	1	1
447	не о	2	1
448	себе и	4	1
449	от этих	1	1
450	в основе	1	1
451	можно ли	3	1
452	ту же	1	1
453	могло бы	1	1
454	без всякого	1	1
455	при таких	4	1
456	не противоречат	1	1
457	особенно если	1	1
458	а во-вторых	2	1
459	с ними	1	1
460	которые являются	1	1
461	принципиально не	1	1
462	одна из	3	1
463	и тем	2	1
464	в зависимости	1	1
465	нет ни	1	1
466	мечтать о	1	1
467	формы в	1	1
468	об этой	1	1
469	в лице	1	1
470	согласиться с	2	1
471	для борьбы	1	1
472	на которых	1	1
473	в руках	1	1
474	был вполне	1	1
475	силу и	1	1
476	даже не	2	1
477	это же	1	1
478	в сторону	1	1
479	а по	1	1
480	такой же	1	1
481	вполне реальные	1	1
482	пути к	2	1
483	себя и	5	1
484	мы можем	2	1
485	и если	7	1
486	однако если	1	1
487	наконец что	1	1
488	нею и	1	1
489	не просто	2	1
490	представление о	1	1
491	из всех	2	1
492	в эпоху	1	1
493	нельзя было	1	1
494	роль в	1	1
495	особенно осторожным	1	1
496	человек с	1	1
497	бы его	2	1
498	освободиться от	1	1
499	в своих	6	1
500	те же	1	1
501	том числе	1	1
502	о себе	1	1
503	по своим	1	1
504	по нашему	1	1
505	этого вопроса	1	1
506	от них	1	1
507	они их	1	1
508	и эти	1	1
509	на него	1	1
510	для чего	1	1
511	свое собственное	2	1
512	столь же	1	1
513	все они	3	1
514	следует подчеркнуть	1	1
515	на этой	2	1
516	быть для	1	1
517	пребыванию в	1	1
518	от которого	1	1
519	случае и	1	1
520	в известной	1	1
521	это делалось	1	1
522	чем для	1	1
523	быть особенно	1	1
524	идет не	1	1
525	народа она	1	1
526	эти попытки	1	1
527	прочим и	1	1
528	не подлежит	2	1
529	языком и	1	1
530	к участию	1	1
531	он на	1	1
532	смотреть на	4	1
533	не следует	1	1
534	которое в	1	1
535	целый ряд	2	1
536	с большой	1	1
537	свои личные	1	1
538	силе и	1	1
539	естественной но	1	1
540	чем и	1	1
541	которых он	1	1
542	точка зрения	1	1
543	славянофилов как	1	1
544	а после	1	1
545	одного из	1	1
546	одному из	2	1
547	эта последняя	1	1
548	а там	1	1
549	что все	3	1
550	что оно	3	1
551	точно так	2	1
552	для народа	2	1
553	как будто	2	1
554	конечно не	5	1
555	основан на	1	1
556	тем сильнее	1	1
557	отношению к	1	1
558	когда он	1	1
559	условиях и	1	1
560	этом вопросе	1	1
561	принадлежит в	1	1
562	таких условиях	3	1
563	ни на	1	1
564	можно было	4	1
565	что во	1	1
566	мысль о	1	1
567	ни к	7	1
568	совершенно новым	1	1
569	но совершенно	2	1
570	образом в	1	1
571	из русских	1	1
572	то нужно	1	1
573	к одному	1	1
574	все что	4	1
575	не верит	1	1
576	наконец и	1	1
577	том чтобы	3	1
578	к своей	1	1
579	в свою	1	1
