N	2gram	Ircho_Kome_1	Hudozhes
1	и в	22	28
2	том что	12	19
3	и не	8	18
4	в том	11	15
5	в этом	3	13
6	не в	6	13
7	о том	8	12
8	перед нами	1	11
9	не только	10	11
10	при этом	5	11
11	как и	9	11
12	в его	5	11
13	не случайно	1	10
14	в себе	2	9
15	но и	11	9
16	так и	5	8
17	между тем	5	8
18	что он	6	8
19	себя в	1	8
20	в жизни	1	8
21	в душе	1	8
22	может быть	9	8
23	о чем	1	8
24	по отношению	3	7
25	что она	1	7
26	состоит в	1	7
27	в мире	1	7
28	об этом	1	7
29	к тому	6	7
30	в частности	3	7
31	как это	3	7
32	и все	3	7
33	с ним	1	7
34	отношению к	3	7
35	в котором	4	6
36	то же	6	6
37	и с	3	6
38	в то	10	6
39	тем что	4	6
40	казалось бы	3	6
41	для себя	2	6
42	а в	6	6
43	то что	2	6
44	жизни и	1	6
45	в этой	7	5
46	как в	5	5
47	в самом	2	5
48	что это	1	5
49	не могла	1	5
50	в своем	1	5
51	не менее	3	5
52	у него	3	5
53	ничего не	3	5
54	в тексте	1	5
55	и его	8	5
56	и сам	3	5
57	только на	1	5
58	наряду с	2	5
59	как бы	1	5
60	да и	3	5
61	с ее	2	5
62	что в	6	5
63	и другие	1	5
64	а между	1	4
65	и т	9	4
66	но не	2	4
67	то в	1	4
68	подобно тому	1	4
69	человека в	1	4
70	он не	3	4
71	и уже	1	4
72	пародия на	1	4
73	в других	2	4
74	тем не	2	4
75	тому что	1	4
76	же время	4	4
77	и сама	1	4
78	как будто	2	4
79	в городе	2	4
80	и о	3	4
81	того чтобы	1	4
82	вслед за	2	4
83	что они	4	4
84	только в	3	4
85	в качестве	4	4
86	что и	4	4
87	как раз	3	4
88	для того	1	4
89	превращается в	1	4
90	то и	2	4
91	не может	2	4
92	тому как	1	4
93	чтобы не	1	3
94	едва ли	7	3
95	по его	1	3
96	на себя	2	3
97	и он	1	3
98	в ней	1	3
99	но при	1	3
100	еще не	2	3
101	и на	3	3
102	столь же	2	3
103	в ответ	1	3
104	не все	1	3
105	со стороны	2	3
106	бы не	1	3
107	раз в	2	3
108	как он	1	3
109	в нем	4	3
110	можно было	1	3
111	что все	1	3
112	мы уже	1	3
