N	3gram	Losev_Dial_2	Vladivir
1	о том что	4	7
2	в том что	6	7
3	в свое время	1	5
4	в этом смысле	1	4
5	то же время	4	4
6	и то что	1	4
7	в то же	3	4
8	том что в	1	3
9	более или менее	2	3
10	в конце концов	1	3
11	с другой стороны	4	3
12	не может быть	3	3
13	как мы уже	1	3
14	но даже и	1	2
15	главным образом в	1	2
16	и в то	1	2
17	и в частности	2	2
18	не только в	2	2
19	в то время	3	2
20	во всяком случае	2	2
21	мы уже сказали	1	2
22	можно сказать что	3	2
23	так что в	1	2
24	тем не менее	2	2
25	том что он	1	2
26	что и в	1	2
27	к тому же	1	2
28	и т д	15	2
29	дает нам возможность	1	1
30	я никогда не	1	1
31	но и все	1	1
32	всем известно что	1	1
33	как поэзия и	1	1
34	что иное как	3	1
35	да и то	1	1
36	тех пор пока	1	1
37	сказать что он	1	1
38	каком случае не	1	1
39	по одному тому	1	1
40	но как это	1	1
41	того что в	1	1
42	не говоря уже	2	1
43	в самом деле	3	1
44	не выходя за	2	1
45	так и его	1	1
46	не знал как	1	1
47	самом же деле	1	1
48	как это было	2	1
49	и не может	1	1
50	говоря уже о	2	1
51	она была уже	1	1
52	бы то ни	1	1
53	с ним в	1	1
54	на самом же	1	1
55	поэзия вовсе не	1	1
56	только то что	4	1
57	что не только	1	1
58	он не был	1	1
59	он с первого	1	1
60	а в конце	1	1
61	бы она ни	1	1
62	вместе с тем	1	1
63	но что такое	1	1
64	одно и то	4	1
65	дело не в	1	1
66	субъект и объект	1	1
67	в это время	1	1
68	как раз в	1	1
69	все то же	1	1
70	то время как	3	1
71	кроме того и	1	1
72	вопрос об отношении	1	1
73	содержит в себе	3	1
74	не потому что	6	1
75	с одной стороны	1	1
76	познания и воли	1	1
77	в связи с	4	1
78	и то же	4	1
79	не содержит в	1	1
80	потому что она	5	1
81	и в этом	1	1
82	так или иначе	2	1
83	в каком случае	2	1
84	жизни так и	1	1
85	сказать что здесь	1	1
86	выходя за пределы	2	1
87	мы уже знаем	3	1
88	со всеми его	1	1
89	на который мы	1	1
90	и в том	1	1
91	и не очень	1	1
92	мы должны сказать	1	1
93	вопрос возможна ли	1	1
94	есть не что	2	1
95	ни в каком	3	1
96	до тех пор	1	1
97	вовсе не есть	2	1
98	очень любил а	1	1
99	заключается в том	1	1
100	и вместе с	1	1
101	но как раз	1	1
102	это и есть	1	1
103	что она всегда	1	1
104	в себе черты	1	1
105	она в самом	1	1
106	и можно сказать	2	1
107	на всю жизнь	1	1
108	за то что	1	1
109	и в литературе	1	1
110	но это не	2	1
111	к тому что	1	1
112	не что иное	3	1
113	на то как	1	1
114	т д в	1	1
115	не в этом	1	1
116	в жизни и	1	1
117	в этом отношении	1	1
