N	3gram	Losev_Vlad_2	KulturaY
1	для того чтобы	1	15
2	в том что	9	15
3	и т д	1	14
4	с точки зрения	3	9
5	в том чтобы	2	8
6	в самом деле	1	7
7	о том что	3	5
8	в этом отношении	1	5
9	по крайней мере	4	5
10	во всяком случае	6	5
11	что же касается	5	4
12	до сих пор	1	4
13	не в том	3	4
14	том что он	2	4
15	тем не менее	6	4
16	более или менее	3	3
17	в этом смысле	1	3
18	можно было бы	2	3
19	вместе с тем	1	3
20	в связи с	8	3
21	в свою очередь	2	3
22	не может быть	1	3
23	чуть ли не	1	2
24	на то что	2	2
25	так или иначе	3	2
26	в этом случае	1	2
27	в первую очередь	1	2
28	в свое время	1	2
29	а в том	2	2
30	нужно было бы	1	2
31	то же время	3	2
32	заключается в том	2	2
33	но все же	1	2
34	в то же	3	2
35	но кроме того	1	1
36	крайней мере в	1	1
37	что иное как	1	1
38	себе и представить	2	1
39	можно себе представить	1	1
40	что в этом	1	1
41	в какой мере	1	1
42	заключается не в	1	1
43	прежде всего на	1	1
44	так что здесь	1	1
45	на том же	1	1
46	не говоря уже	2	1
47	в настоящее время	2	1
48	во многих случаях	1	1
49	никак не может	1	1
50	так и не	2	1
51	как раз и	1	1
52	с представлением о	1	1
53	письмо вл соловьева	2	1
54	и в то	1	1
55	в отличие от	3	1
56	в подлинном смысле	1	1
57	ничего нельзя возразить	1	1
58	в собственном смысле	1	1
59	т п с	1	1
60	в письме к	4	1
61	на этот вопрос	1	1
62	отчет в том	1	1
63	что все это	1	1
64	вл соловьева к	14	1
65	этот раз из	1	1
66	и не в	1	1
67	не то что	2	1
68	в это время	4	1
69	от августа года	1	1
70	а вот и	1	1
71	ничего общего с	1	1
72	отнестись критически к	1	1
73	по существу это	1	1
74	того что он	1	1
75	до конца и	1	1
76	не только в	2	1
77	в этом роде	1	1
78	и в его	2	1
79	все равно не	1	1
80	что он называет	1	1
81	на первых порах	1	1
82	и с этой	1	1
83	собственном смысле слова	1	1
84	хотя бы на	1	1
85	не столько к	1	1
86	из той же	1	1
87	само по себе	2	1
88	потому что если	1	1
89	при этом в	1	1
90	разве только в	1	1
91	а может быть	1	1
92	что несмотря на	1	1
93	содержат в себе	1	1
94	не в результате	1	1
95	всей исторической жизни	1	1
96	и все же	2	1
97	как будто и	1	1
98	вместе с ним	1	1
99	прежде всего от	1	1
100	еще и то	1	1
101	то же с	1	1
102	слов которые в	1	1
103	то что его	1	1
104	в году но	1	1
105	после того как	2	1
106	было бы приписать	1	1
107	но во всяком	1	1
108	не что иное	1	1
109	на этот раз	3	1
110	точно так же	3	1
111	только тогда когда	1	1
112	является как бы	1	1
