N	2gram	Vygotskiy__3	Formalny
1	и в	38	38
2	в этом	13	27
3	может быть	19	23
4	и его	6	21
5	поэтический язык	1	21
6	таким образом	12	20
7	и не	10	20
8	в самом	25	16
9	не в	12	15
10	и т	14	14
11	не может	7	14
12	в нем	4	13
13	но и	5	13
14	в поэзии	1	12
15	с его	1	11
16	с тем	8	11
17	в том	25	11
18	вовсе не	8	11
19	с другими	1	10
20	в его	5	10
21	не только	12	9
22	при этом	4	9
23	и с	1	9
24	как и	8	9
25	т п	5	9
26	самом деле	21	8
27	отнюдь не	2	8
28	все же	8	8
29	точки зрения	16	8
30	поэтического произведения	1	8
31	так и	1	8
32	что и	4	8
33	тем что	3	8
34	в первом	1	7
35	как мы	7	7
36	в корне	1	7
37	для него	2	7
38	в своей	5	7
39	с точки	9	7
40	язык и	1	7
41	в поэтическом	1	7
42	уже не	2	7
43	этом отношении	1	7
44	в других	1	7
45	не могут	2	7
46	по существу	2	7
47	что в	20	7
48	художественного произведения	1	6
49	и ее	2	6
50	в ней	15	6
51	в истории	2	6
52	все эти	4	6
53	в этой	13	6
54	то же	10	6
55	было бы	12	6
56	он не	6	6
57	в их	1	6
58	для понимания	1	6
59	все время	30	6
60	только в	4	6
61	то что	35	6
62	не было	1	6
63	вместе с	5	6
64	а не	7	6
65	как раз	8	6
66	в результате	1	6
67	хотя бы	2	6
68	а в	7	6
69	это и	1	5
70	по преимуществу	2	5
71	должна быть	5	5
72	всего этого	2	5
73	во всех	4	5
74	в общем	2	5
75	т д	4	5
76	в слове	1	5
77	в то	3	5
78	в основе	3	5
79	ни о	1	5
80	если бы	14	5
81	говорит он	2	5
82	и только	3	5
83	что он	11	5
84	всяком случае	2	5
85	если мы	6	5
86	именно в	1	5
87	с этим	8	5
88	что же	2	5
89	и для	4	5
90	бы в	3	5
91	еще более	1	5
92	или иного	1	5
93	во всяком	2	5
94	высшей степени	1	4
95	в сущности	10	4
96	одним словом	2	4
97	что оно	2	4
98	в сторону	1	4
99	что они	4	4
100	независимо от	1	4
101	как в	4	4
102	и наконец	2	4
103	и к	3	4
104	не следует	1	4
105	не как	1	4
106	как они	1	4
107	в высшей	1	4
108	мы видели	6	4
109	не столько	1	4
110	как о	1	4
111	ничего не	2	4
112	к тому	6	4
113	здесь не	3	4
114	в поэтической	5	4
115	того или	1	4
116	в теории	1	4
117	но в	3	4
118	чем он	1	4
119	что не	3	4
120	за счет	1	4
121	из них	6	4
122	так как	6	4
123	не о	1	4
124	именно как	1	4
125	и даже	4	4
126	в некоторых	1	4
127	другой стороны	5	4
128	там где	6	4
129	мы говорим	1	4
130	как бы	14	4
131	дело идет	1	4
132	совершенно не	5	4
133	к этому	3	4
134	они не	2	4
135	например в	2	3
136	же как	1	3
137	и до	1	3
138	в зависимости	1	3
139	из всего	2	3
140	мы не	5	3
141	между этими	1	3
142	то это	2	3
143	зависимости от	1	3
144	и на	6	3
145	в сюжете	1	3
146	бы она	2	3
147	материалом для	2	3
148	как к	2	3
149	хотя и	1	3
150	и как	8	3
151	от этого	1	3
152	что это	10	3
153	в целом	4	3
154	из этих	3	3
155	роль в	1	3
156	только на	1	3
157	так сказать	5	3
158	всех этих	2	3
159	смысла в	1	3
160	главным образом	3	3
161	и может	2	3
162	его в	3	3
163	это было	1	3
164	без нее	1	3
165	для них	1	3
166	он и	1	3
167	такой же	2	3
168	его нельзя	1	3
169	следует что	2	3
170	место в	3	3
171	однако и	2	3
172	она ни	1	3
173	не видели	1	3
174	поэтическое произведение	1	3
175	не является	1	3
176	но все	1	3
177	не есть	1	3
178	того чтобы	9	3
179	все дело	1	3
180	от общих	1	3
181	и здесь	6	3
182	одного из	2	3
183	к действительности	1	3
184	того что	4	3
185	в какой	5	3
186	именно на	1	3
187	к поэтической	2	3
188	то и	3	3
189	мы знаем	1	3
190	и их	1	3
191	каждый из	1	3
192	для того	8	3
193	с другой	7	3
194	и прежде	1	3
195	от смысла	1	3
196	не то	4	3
197	без всякой	2	3
198	том смысле	2	3
199	быть и	1	3
200	все это	3	3
201	на самом	2	3
202	или в	5	3
203	поэзии в	2	3
204	и все	10	3
205	была бы	2	3
206	жизни и	1	3
207	относится и	1	2
208	в такой	3	2
209	и то	8	2
210	дело обстоит	1	2
211	к поэтическому	1	2
212	идет о	4	2
213	между двумя	1	2
214	у потебни	1	2
215	едва ли	3	2
216	по аналогии	2	2
217	до крайности	4	2
218	совпадает с	2	2
219	он был	3	2
220	столь же	2	2
221	произведения его	1	2
222	совсем не	3	2
223	но не	1	2
224	но как	2	2
225	от характера	1	2
226	очевидно что	2	2
227	отношение к	1	2
228	если действительно	1	2
229	отличие от	1	2
230	стал бы	1	2
231	этот прием	1	2
232	в одной	2	2
233	что именно	2	2
234	все остальные	1	2
235	перед нами	8	2
236	кроме того	1	2
237	то в	1	2
238	со своей	2	2
239	та же	3	2
240	в которой	5	2
241	он в	2	2
242	ее как	1	2
243	и поэтическим	1	2
244	литературных произведений	1	2
245	в понимании	1	2
246	состоит в	3	2
247	не к	3	2
248	именно из	1	2
249	и более	2	2
250	в плане	3	2
251	из него	4	2
252	и по	2	2
253	на этом	5	2
254	том случае	1	2
255	но совершенно	1	2
256	как особый	1	2
257	для нее	1	2
258	должен был	2	2
259	и тем	3	2
260	бы совершенно	6	2
261	ни в	3	2
262	от него	1	2
263	тем резче	1	2
264	должно быть	1	2
265	смысл и	4	2
266	этих авторов	2	2
267	только тем	1	2
268	том что	14	2
269	в этих	2	2
270	не так	3	2
271	в отличие	1	2
272	должны были	2	2
273	их в	2	2
274	не могли	4	2
275	тому чтобы	1	2
276	для этого	2	2
277	даже в	1	2
278	тому что	6	2
279	она не	6	2
280	самого рассказа	1	2
281	тем самым	1	2
282	что эта	4	2
283	с теми	3	2
284	и другое	4	2
285	самого начала	6	2
286	не имеет	6	2
287	ее с	1	2
288	этими двумя	2	2
289	не по	1	2
290	никогда не	4	2
291	этих двух	1	2
292	как она	1	2
293	есть только	2	2
294	всего в	1	2
295	что на	1	2
296	и это	8	2
297	тем и	1	2
298	и о	3	2
299	значения и	1	2
300	в ее	7	2
301	с самого	6	2
302	и совершенно	4	2
303	не ради	1	2
304	подойти к	1	2
305	мы в	2	2
306	с ним	2	2
307	в виду	4	2
308	и нужно	1	2
309	в применении	1	2
310	между тем	7	2
311	это не	1	2
312	и всякое	1	2
313	что искусство	1	2
314	один из	6	2
315	этот вопрос	1	2
316	или же	1	2
317	здесь с	2	2
318	по этому	1	2
319	не будет	1	2
320	потому что	14	2
321	в качестве	2	2
322	при помощи	4	2
323	и других	1	2
324	и поэтические	1	2
325	совершенно безразлично	1	2
326	в котором	6	2
327	в конце	2	2
328	не просто	2	2
329	со стороны	2	2
330	а именно	1	2
331	в предисловии	1	2
332	между ними	1	2
333	что для	1	2
334	превращается в	1	2
335	до конца	2	2
336	ничем не	1	2
337	все более	2	2
338	ни на	1	2
339	к его	2	2
340	как это	6	2
341	предисловии к	1	2
342	в той	5	2
343	применении к	1	2
344	в тех	4	2
345	из этого	8	2
346	этого факта	1	2
347	художественное произведение	1	2
348	но это	3	2
349	в чем	1	2
350	должна была	1	2
351	сказать что	4	2
352	от всех	1	2
353	равно как	1	2
354	какой мере	2	2
355	ее в	4	2
356	и другие	2	2
357	именно здесь	1	2
358	в таком	3	2
359	смысле что	1	2
360	говорили уже	1	1
361	они представляют	1	1
362	как известно	1	1
363	от этой	2	1
364	того же	3	1
365	на деле	4	1
366	показать что	7	1
367	нам кажется	1	1
368	автор все	1	1
369	из его	1	1
370	все те	2	1
371	и больше	2	1
372	таком виде	2	1
373	и этот	3	1
374	которыми он	1	1
375	поэзии и	2	1
376	той же	2	1
377	их и	1	1
378	совершенно в	2	1
379	полагает что	3	1
380	есть не	1	1
381	мы имеем	1	1
382	надо было	2	1
383	и языка	1	1
384	этого нет	1	1
385	что если	4	1
386	зрения потебни	1	1
387	превратилась в	2	1
388	из своих	1	1
389	стиля в	1	1
390	нам в	2	1
391	что многие	1	1
392	так чтобы	1	1
393	план как	1	1
394	степени как	1	1
395	совершенно чужда	1	1
396	и заставляет	3	1
397	как не	1	1
398	себе что	1	1
399	из ее	1	1
400	как один	1	1
401	ней как	1	1
402	на их	2	1
403	время в	5	1
404	заложены в	1	1
405	поэты как	1	1
406	каковы же	1	1
407	но конечно	1	1
408	чем это	1	1
409	мы будем	1	1
410	силы и	1	1
411	в своем	5	1
412	более и	2	1
413	к новому	1	1
414	всей этой	1	1
415	и где	1	1
416	и есть	1	1
417	для поэтической	2	1
418	самое существо	1	1
419	прежде и	1	1
420	более или	1	1
421	в действительности	1	1
422	именно эта	1	1
423	и глубокой	1	1
424	на поэтическую	2	1
425	этот случай	2	1
426	продолжает существовать	1	1
427	бы сказать	1	1
428	же слово	1	1
429	сюжет и	1	1
430	бы не	3	1
431	или во	1	1
432	то я	1	1
433	от действительности	1	1
434	думать что	2	1
435	и тот	1	1
436	был не	1	1
437	но он	2	1
438	имеем в	1	1
439	на то	16	1
440	если он	4	1
441	дальше и	1	1
442	не могла	2	1
443	а вовсе	2	1
444	мы везде	5	1
445	форма и	1	1
446	по самому	2	1
447	отношение которое	1	1
448	и еще	1	1
449	них уже	1	1
450	прием в	1	1
451	и которые	3	1
452	том чтобы	1	1
453	того можно	1	1
454	же самая	2	1
455	именно это	3	1
456	говоря в	1	1
457	от других	1	1
458	и заключается	1	1
459	тут не	1	1
460	этом последнем	1	1
461	могла бы	3	1
462	тем в	2	1
463	в определенном	1	1
464	вывести из	1	1
465	значение в	1	1
466	в другом	5	1
467	в виде	2	1
468	сказать в	1	1
469	или если	2	1
470	не совпадает	2	1
471	выводу приходит	1	1
472	здесь это	1	1
473	из первых	1	1
474	кажется что	1	1
475	в них	3	1
476	случае мы	1	1
477	все равно	1	1
478	он действительно	2	1
479	при этой	1	1
480	ведется от	1	1
481	в данном	2	1
482	не заметить	1	1
483	здесь все	1	1
484	обратимся к	1	1
485	когда все	1	1
486	или менее	1	1
487	в эту	2	1
488	места в	2	1
489	но если	4	1
490	том как	2	1
491	и при	1	1
492	и тут	1	1
493	нас не	1	1
494	если можно	1	1
495	смысле то	1	1
496	знаем что	1	1
497	что уже	1	1
498	в частном	1	1
499	все они	2	1
500	счет ее	1	1
501	однако уже	1	1
502	впечатления от	1	1
503	друг другу	2	1
504	борьбу с	1	1
505	ее так	2	1
506	на такое	1	1
507	в словах	1	1
508	бы быть	1	1
