N	2gram	Vinokur_St_3	Literetu
1	и не	10	22
2	и в	25	16
3	х годов	2	15
4	в этом	24	14
5	не только	12	14
6	но и	9	14
7	в том	20	12
8	может быть	19	12
9	а не	5	12
10	то что	12	12
11	хх века	1	11
12	в частности	1	11
13	я и	3	10
14	своего рода	3	10
15	не в	6	10
16	такого рода	5	10
17	е годы	1	9
18	то же	5	9
19	так и	5	9
20	в то	7	9
21	того что	5	9
22	в этой	14	8
23	в жизни	4	8
24	том что	15	8
25	не может	7	8
26	как бы	6	8
27	в своей	4	7
28	же время	3	7
29	только в	6	7
30	со стороны	3	7
31	точки зрения	7	7
32	еще не	2	6
33	с его	3	6
34	состоит в	4	6
35	в другом	3	6
36	в стихотворении	3	6
37	о том	8	6
38	и его	3	6
39	в его	12	6
40	с другой	5	6
41	к тому	2	6
42	в стихах	2	6
43	в году	5	5
44	как в	6	5
45	всего лишь	1	5
46	в целом	4	5
47	то есть	2	5
48	лишь в	4	5
49	это не	7	5
50	соответствии с	1	5
51	как и	4	5
52	что я	3	5
53	этом отношении	4	5
54	в ее	1	5
55	что он	19	5
56	в качестве	4	5
57	в поэзии	2	5
58	именно в	1	5
59	а именно	1	5
60	вместе с	2	5
61	особого рода	1	5
62	а в	6	5
63	перед лицом	1	4
64	одним из	1	4
65	но не	2	4
66	в рамках	2	4
67	и если	3	4
68	должно быть	1	4
69	место в	6	4
70	даже в	1	4
71	не говоря	1	4
72	никогда не	2	4
73	говоря уже	1	4
74	а также	4	4
75	с одной	2	4
76	в начале	4	4
77	из них	1	4
78	одно из	2	4
79	в одном	1	4
80	как у	1	4
81	до конца	3	4
82	одной стороны	3	4
83	в данном	1	4
84	по существу	1	4
85	и для	4	4
86	отношения к	1	3
87	например в	4	3
88	самом деле	2	3
89	свое место	1	3
90	для которого	1	3
91	той же	2	3
92	с ее	2	3
93	но уже	1	3
94	разумеется не	2	3
95	в сторону	1	3
96	однако не	1	3
97	и как	1	3
98	и наконец	3	3
99	и к	4	3
100	но в	5	3
101	то в	4	3
102	на его	4	3
103	а затем	1	3
104	самим собой	1	3
105	и тем	4	3
106	в г	12	3
107	взгляд на	2	3
108	с точки	4	3
109	по своей	1	3
110	потому что	5	3
111	в области	6	3
112	уже о	1	3
113	для его	2	3
114	в словах	3	3
115	не случайно	1	3
116	обратим внимание	1	3
117	прежде всего	10	3
118	между тем	6	3
119	все время	2	3
120	уже не	3	3
121	в самом	2	3
122	о чем	1	3
123	тому как	1	3
124	там где	1	3
125	это как	1	3
126	жизни и	1	3
127	как на	6	3
128	того же	2	2
129	он предстает	1	2
130	в первом	1	2
131	поэзии и	1	2
132	для своего	1	2
133	как мы	2	2
134	вопрос о	1	2
135	так чтобы	2	2
136	на себя	1	2
137	мы и	1	2
138	то это	1	2
139	и на	6	2
140	во всех	2	2
141	отказ от	2	2
142	в такого	1	2
143	а и	1	2
144	отношение к	4	2
145	еще один	1	2
146	все же	4	2
147	когда он	1	2
148	еще на	1	2
149	не знает	1	2
150	так или	1	2
151	представляет собой	1	2
152	большей части	1	2
153	раз в	1	2
154	им в	2	2
155	на то	5	2
156	все они	3	2
157	с чувством	2	2
158	в нем	1	2
159	о которой	2	2
160	не как	2	2
161	том чтобы	2	2
162	и с	4	2
163	а по	2	2
164	его в	1	2
165	знает что	1	2
166	было бы	7	2
167	к власти	1	2
168	той или	1	2
169	он и	2	2
170	несмотря на	3	2
171	и тогда	2	2
172	и при	1	2
173	художественного творчества	1	2
174	и ее	2	2
175	от себя	1	2
176	одном из	1	2
177	вплоть до	1	2
178	в конце	6	2
179	по себе	1	2
180	нас к	2	2
181	не менее	2	2
182	как о	2	2
183	того чтобы	1	2
184	как раз	3	2
185	другой стороны	5	2
186	а лишь	1	2
187	у нас	4	2
188	вот в	1	2
189	же самое	1	2
190	следует признать	1	2
191	с по	2	2
192	для себя	1	2
193	он ищет	1	2
194	вещей в	1	2
195	то она	2	2
196	и сам	1	2
197	что у	2	2
198	здесь как	1	2
199	если бы	4	2
200	одного из	2	2
201	можно сказать	4	2
202	во втором	2	2
203	что и	1	2
204	во всей	1	2
205	и только	2	2
206	что ему	1	2
207	как например	8	2
208	здесь не	1	2
209	ср у	1	2
210	со всеми	1	2
211	связи с	3	2
212	которому он	1	2
213	для него	3	2
214	тем что	19	2
215	для того	2	2
216	деятельности как	1	2
217	или иной	2	2
218	или иначе	1	2
219	по большей	1	2
220	себя и	2	2
221	что не	2	2
222	в живом	1	2
223	не означает	1	2
224	если не	1	2
225	все более	2	2
226	я говорю	1	2
227	так же	1	2
228	xix века	4	2
229	к жизни	1	2
230	быть не	2	2
231	с этой	3	2
232	один из	2	2
233	по аналогии	1	2
234	годов в	1	2
235	читателя и	1	2
236	но одновременно	1	2
237	что в	19	2
238	в каждой	2	2
239	внимание на	2	2
240	поэт в	1	2
241	отношением к	1	2
242	в свою	2	2
243	я это	1	2
244	эти слова	1	2
245	еще и	1	2
246	ее в	2	2
247	в своих	8	2
248	к этому	3	2
249	как известно	1	1
250	была бы	4	1
251	и т	8	1
252	начинается с	1	1
253	и то	1	1
254	на самом	1	1
255	тех же	1	1
256	идет о	1	1
257	его же	1	1
258	по преимуществу	1	1
259	что несомненно	1	1
260	и до	1	1
261	из его	7	1
262	и за	2	1
263	который в	1	1
264	смотреть на	1	1
265	своего существования	1	1
266	собой как	1	1
267	одних и	1	1
268	из своих	1	1
269	которые вместе	1	1
270	этом не	1	1
271	в последнем	2	1
272	говорить о	3	1
273	как я	2	1
274	работе над	1	1
275	и со	1	1
276	а благодаря	1	1
277	и он	1	1
278	его основная	1	1
279	в ней	4	1
280	проявляется в	1	1
281	такое отношение	1	1
282	он был	3	1
283	себя а	1	1
284	быть в	1	1
285	этой почве	1	1
286	в чем	4	1
287	тем как	2	1
288	если в	2	1
289	остаются в	1	1
290	очевидно что	1	1
291	не просто	2	1
292	нет и	2	1
293	за пределы	1	1
294	к сожалению	2	1
