N	2gram	Potebnia_M_3	Myshleni
1	в процессе	1	27
2	и в	30	25
3	в том	32	23
4	том что	18	20
5	таким образом	14	17
6	так же	3	17
7	мышления в	1	17
8	что в	17	17
9	с тем	7	16
10	как и	10	15
11	в его	4	15
12	то что	18	15
13	в этом	10	14
14	вместе с	12	14
15	может быть	28	13
16	в понятиях	1	13
17	в целом	3	13
18	так как	13	12
19	ребенка в	1	12
20	могли бы	1	11
21	по своему	2	11
22	что они	2	10
23	перед нами	2	10
24	и что	10	10
25	что и	13	10
26	было бы	9	10
27	того что	18	10
28	для ребенка	2	10
29	только в	21	10
30	как бы	3	10
31	и не	15	10
32	мы не	9	9
33	связи с	2	9
34	мы могли	1	9
35	заключается в	1	9
36	ни в	2	9
37	как в	10	9
38	как мы	7	8
39	взаимного понимания	1	8
40	того чтобы	3	8
41	тем что	7	8
42	показывает что	2	8
43	не является	1	8
44	столь же	4	7
45	в образовании	1	7
46	все эти	1	7
47	по себе	16	7
48	в области	2	7
49	уже в	5	7
50	мы можем	3	7
51	для того	4	7
52	что мы	8	7
53	того же	1	6
54	и на	3	6
55	но не	7	6
56	потому что	46	6
57	от этого	2	6
58	не только	21	6
59	собственном смысле	2	6
60	в силу	3	6
61	образования понятия	1	6
62	не может	6	6
63	мы видели	4	6
64	точки зрения	2	6
65	в животном	3	6
66	не в	15	6
67	не менее	5	6
68	приходит к	1	6
69	в собственном	2	6
70	с самого	1	6
71	один из	4	6
72	что он	6	6
73	отличие от	1	6
74	с другой	7	6
75	слова и	5	6
76	все это	4	6
77	все же	2	6
78	мы должны	4	6
79	весь процесс	1	6
80	одним из	1	5
81	человека и	5	5
82	мы уже	2	5
83	которую мы	1	5
84	и как	5	5
85	отношения между	1	5
86	что это	4	5
87	что она	3	5
88	при этом	3	5
89	к одному	5	5
90	в понятии	2	5
91	и по	4	5
92	тем не	3	5
93	и другое	1	5
94	но это	6	5
95	с другом	1	5
96	могут быть	3	5
97	и т.д	1	5
98	о том	2	5
99	значения и	1	5
100	так и	11	5
101	если бы	12	5
102	в этой	2	5
