N	2gram	Medvedev_F_2	Narrotol
1	не только	9	31
2	но и	13	27
3	и не	20	23
4	при этом	9	19
5	может быть	23	15
6	в качестве	2	14
7	как и	9	13
8	а не	6	13
9	а в	6	13
10	в этом	27	12
11	только в	6	12
12	и в	38	11
13	в данном	1	11
14	состоит в	2	10
15	и его	21	10
16	такого рода	1	10
17	времени и	2	9
18	то что	6	9
19	то же	6	8
20	не может	14	8
21	данном случае	1	8
22	в том	11	8
23	уже не	7	8
24	со стороны	2	8
25	но в	4	7
26	том что	2	7
27	если бы	5	7
28	в самом	16	6
29	не в	15	6
30	в этой	6	6
31	в себе	1	6
32	к тому	4	6
33	одного из	3	6
34	во втором	7	6
35	в его	10	6
36	как бы	4	6
37	один из	2	6
38	как раз	6	6
39	или в	3	6
40	и пространстве	1	6
41	жизни и	3	6
42	между двумя	2	5
43	и на	3	5
44	той или	1	5
45	перед нами	2	5
46	так и	8	5
47	точки зрения	8	5
48	в своей	7	5
49	тем самым	2	5
50	потому что	2	5
51	можно сказать	1	5
52	точка зрения	1	5
53	столь же	2	5
54	то в	2	4
55	в первом	7	4
56	с его	11	4
57	но не	2	4
58	как в	4	4
59	все же	8	4
60	хотя и	3	4
61	из этих	3	4
62	в нем	13	4
63	в принципе	1	4
64	из них	4	4
65	по себе	7	4
66	и тем	2	4
67	в то	5	4
68	не по	2	4
69	того чтобы	3	4
70	никогда не	2	4
71	что на	2	4
72	в ней	6	4
73	так в	3	4
74	о том	1	4
75	же время	5	4
76	к нему	3	4
77	в литературе	1	4
78	того что	3	4
79	для него	7	4
80	слова в	3	4
81	прежде всего	15	4
82	о чем	1	4
83	в речи	1	4
84	однако и	3	4
85	или не	1	4
86	имеет место	1	4
87	как известно	1	3
88	и то	2	3
89	самом деле	8	3
90	идет о	2	3
91	едва ли	2	3
92	мы имеем	1	3
93	мы не	3	3
94	но как	2	3
95	в своем	1	3
96	и как	3	3
97	в целом	3	3
98	в нашем	1	3
99	но именно	3	3
100	он не	6	3
101	для того	3	3
102	и с	9	3
103	это не	2	3
104	по мысли	1	3
105	в слове	5	3
106	в современной	1	3
107	и ее	6	3
108	теперь как	1	3
109	тем не	1	3
110	их в	2	3
111	не менее	1	3
112	но они	1	3
113	о них	1	3
114	как будто	1	3
115	этом отношении	7	3
116	у нас	1	3
117	и о	2	3
