N	2gram	Losev_Prob_2	StatiiOP
1	в и	2	130
2	и в	35	44
3	в том	12	36
4	и т	6	30
5	что в	11	30
6	том что	19	29
7	в этом	17	21
8	т д	6	21
9	вовсе не	37	19
10	не только	24	18
11	то что	38	18
12	было бы	8	17
13	о том	18	17
14	а в	4	17
15	а не	10	16
16	и не	37	16
17	может быть	18	15
18	т е	1	15
19	в области	6	14
20	в данном	10	14
21	как в	1	13
22	можно было	5	13
23	не в	2	12
24	самом деле	4	11
25	в этой	9	11
26	того чтобы	2	11
27	у нас	18	11
28	точки зрения	2	11
29	но в	6	10
30	ясно что	8	10
31	для того	3	10
32	что он	4	10
33	только в	14	10
34	но и	16	10
35	также и	12	9
36	как и	5	9
37	в отношении	4	9
38	в то	6	9
39	так и	7	9
40	если бы	4	9
41	того что	12	9
42	в его	7	9
43	с другой	6	9
44	статьи в	1	8
45	во всех	2	8
46	все же	8	8
47	но ведь	3	8
48	это не	1	8
49	и его	1	8
50	не может	13	8
51	я не	1	7
52	что они	3	7
53	в самом	5	7
54	так например	1	7
55	таким образом	4	7
56	другой стороны	5	7
57	для нас	9	7
58	и об	1	7
59	этом отношении	1	7
60	до сих	4	7
61	прежде всего	11	7
62	сих пор	4	7
63	сказать что	24	7
64	по поводу	2	7
65	на самом	4	6
66	со стороны	1	6
67	из этих	3	6
68	потому что	13	6
69	данном случае	5	6
70	что и	2	6
71	всяком случае	10	6
72	так что	11	6
73	именно в	1	6
74	в той	2	6
75	что же	9	6
76	но это	6	6
77	хотя бы	12	6
78	во всяком	13	6
79	и то	10	5
80	то же	5	5
81	той же	2	5
82	уже о	4	5
83	в целом	3	5
84	все эти	7	5
85	в нем	1	5
86	и по	3	5
87	г в	1	5
88	в слове	3	5
89	такой же	1	5
90	в которых	1	5
91	этой области	3	5
92	не менее	13	5
93	никогда не	1	5
94	так как	7	5
95	тем что	4	5
96	и даже	11	5
97	что мы	14	5
98	все это	4	5
99	была бы	1	5
100	совершенно не	2	5
101	так же	5	5
102	речь идет	2	4
103	как это	1	4
104	это и	3	4
105	вопрос о	3	4
106	в основу	1	4
