N	3gram	Voloshinov_1	Istorich
1	до сих пор	1	6
2	в этом случае	3	5
3	вместе с тем	2	5
4	мы имеем в	1	5
5	мы видим что	2	5
6	в том что	1	5
7	но все же	2	4
8	мы увидим ниже	1	4
9	не только в	3	4
10	в связи с	2	4
11	можно было бы	1	3
12	мы уже видели	2	3
13	мы уже знаем	1	3
14	мы увидим что	2	3
15	в другом месте	1	2
16	что иное как	2	2
17	иметь в виду	1	2
18	на самом деле	3	2
19	так как в	1	2
20	для наших целей	1	2
21	но и в	3	2
22	не что иное	2	2
23	уже видели что	1	2
24	с другой стороны	1	2
25	не может быть	2	2
26	о том что	2	2
27	с самого начала	4	2
28	бросается в глаза	1	1
29	до наших дней	1	1
30	и не могут	1	1
31	как только мы	1	1
32	в виду что	1	1
33	и той же	2	1
34	в ладоши и	1	1
35	должен был бы	1	1
36	и не только	2	1
37	в зависимости от	5	1
38	в этом отрывке	1	1
39	и не мог	1	1
40	эти слова в	2	1
41	и здесь мы	1	1
42	если его не	1	1
43	только одна сторона	1	1
44	от социального положения	1	1
45	таким образом мы	1	1
46	смысле этого слова	2	1
47	и то же	3	1
48	тем не менее	1	1
49	воздействия на природу	1	1
50	что в одном	1	1
51	но вместе с	1	1
52	как мы увидим	2	1
53	хотя бы на	1	1
54	это только одна	1	1
55	когда мы увидим	1	1
56	был связан с	1	1
57	что при этом	1	1
58	на вопрос о	1	1
59	в тех случаях	2	1
60	роль и в	1	1
61	и кроме того	2	1
62	есть не что	2	1
63	племени и в	1	1
64	мы не можем	1	1
65	но об этом	2	1
66	связи с этим	2	1
67	не только не	1	1
68	но все эти	1	1
69	мы должны поставить	1	1
70	не обладает но	1	1
71	не только на	1	1
72	тех случаях когда	2	1
73	это как бы	1	1
74	друг друга но	1	1
75	одной и той	2	1
76	мы видели что	2	1
