N	2gram	Propp_Isto_7	Tvorches
1	и в	24	21
2	как бы	4	17
3	в то	2	15
4	то же	8	13
5	в его	1	13
6	как и	6	12
7	что в	13	12
8	с его	3	11
9	том что	10	11
10	все это	8	10
11	как в	12	8
12	он не	6	8
13	то что	7	8
14	и на	2	7
15	но в	5	7
16	не только	21	7
17	при этом	4	7
18	тем самым	1	7
19	во многом	1	7
20	у него	10	7
21	и не	4	7
22	в том	7	7
23	в этом	12	6
24	в котором	2	6
25	не менее	5	6
26	и его	3	6
27	о том	9	6
28	и все	6	6
29	что он	21	6
30	xix века	1	6
31	а в	10	6
32	все же	9	5
33	в этой	1	5
34	таким образом	7	5
35	вовсе не	4	5
36	в русской	5	5
37	потому что	9	5
38	как будто	1	5
39	только в	6	5
40	может быть	14	5
41	а не	8	5
42	но это	3	5
43	хотя бы	1	5
44	не имеют	2	4
45	в своем	1	4
46	и как	1	4
47	та же	2	4
48	в целом	1	4
49	это не	10	4
50	в своей	1	4
51	своего рода	4	4
52	не случайно	3	4
53	одной из	4	4
54	больше не	1	4
55	прежде всего	2	4
56	не может	14	4
57	и от	2	4
58	в основном	2	4
59	один из	7	4
60	одним из	1	4
61	ту же	1	3
62	и т	17	3
63	я не	1	3
64	что я	1	3
65	хотя и	3	3
66	в самом	2	3
67	представляет собой	4	3
68	в нем	6	3
69	на его	2	3
70	на земле	2	3
71	и по	3	3
72	в каждом	1	3
73	и с	1	3
74	на протяжении	1	3
75	далеко не	1	3
76	в их	4	3
77	представление о	3	3
78	дело не	5	3
79	дело в	1	3
80	не по	2	3
81	никогда не	4	3
82	приходит к	3	3
83	и другие	9	3
84	в дальнейшем	3	3
85	с ним	5	3
86	там же	2	3
87	в ту	1	3
88	того что	6	3
89	который в	1	3
90	во времени	1	3
91	уже не	2	3
92	уже в	3	3
93	в виде	1	3
94	говорит о	2	3
95	не так	2	3
96	так как	8	3
97	в которой	2	3
98	связан с	1	3
99	и даже	3	3
100	с другой	9	3
101	но и	11	3
102	но не	6	3
103	он говорит	2	3
104	в книге	1	3
105	это как	2	3
106	утверждал что	1	3
107	но если	1	3
108	жизни и	1	3
109	ее в	3	3
110	это в	1	3
111	так же	6	3
112	и рассказы	1	2
113	того же	2	2
114	самом деле	1	2
115	а как	1	2
116	есть не	1	2
117	но она	1	2
118	мир с	1	2
119	и красота	1	2
120	и он	3	2
121	героя и	5	2
122	в ней	1	2
123	собой в	1	2
124	это означало	1	2
125	в чем	5	2
126	нет не	1	2
127	если в	2	2
128	и книга	1	2
129	в одной	2	2
130	же с	1	2
131	когда он	3	2
132	и наконец	3	2
133	что она	5	2
134	тем не	4	2
135	в зеркало	1	2
136	в комнату	1	2
137	здесь мы	5	2
138	не будет	2	2
139	а по	1	2
140	известно что	2	2
141	и тем	2	2
142	в данном	4	2
143	такой же	1	2
