N	3gram	Vygotskiy__7	Vvedenie
1	для того чтобы	18	20
2	в том что	13	12
3	о том что	4	12
4	но также и	1	9
5	в этом смысле	1	8
6	не может быть	4	8
7	тем не менее	3	8
8	до сих пор	3	6
9	в самом деле	4	6
10	к выводу что	2	6
11	в то же	1	6
12	в той мере	2	5
13	той мере в	2	5
14	с другой стороны	1	5
15	мере в какой	2	5
16	что иное как	1	4
17	по отношению к	5	4
18	в этом случае	14	4
19	в этом отношении	3	4
20	можно было бы	1	4
21	в данном случае	5	4
22	не только в	1	4
23	и в этом	1	4
24	по сравнению с	7	4
25	во всяком случае	1	4
26	само по себе	1	4
27	не что иное	1	4
28	с одной стороны	5	4
29	также и в	1	3
30	одной стороны и	3	3
31	в собственном смысле	3	3
32	именно в этом	2	3
33	вместе с тем	4	3
34	в известном смысле	2	3
35	что представляет собой	1	3
36	о чем говорится	4	3
37	заключается в том	4	3
38	можно сказать что	3	3
39	сама по себе	1	3
40	но все же	1	3
41	как мы видели	3	3
42	потому что он	2	2
43	что несмотря на	1	2
44	что в этом	2	2
45	если таким образом	1	2
46	состоит в том	3	2
47	и той же	2	2
48	подобно тому как	1	2
49	в соответствии с	1	2
50	то же самое	5	2
51	по своему значению	2	2
52	с точки зрения	21	2
53	по самой своей	1	2
54	в центре внимания	1	2
55	точно так же	2	2
56	имеет дело с	1	2
57	того чтобы понять	1	2
58	той же области	1	2
59	в конце концов	1	2
60	смысле этого слова	3	2
61	не могут не	2	2
62	сомнений в том	1	2
63	не могут быть	1	2
64	не до конца	2	2
65	но вместе с	1	2
66	на вопрос о	1	2
67	есть не что	1	2
68	языка и его	1	2
69	как мы уже	1	2
70	по этому поводу	3	2
71	одной и той	2	2
72	таким образом по	1	2
73	той или иной	1	2
74	и в конце	2	1
75	и есть то	1	1
76	тех пор пока	1	1
77	только потому что	3	1
78	сказать что в	1	1
79	сравнить ее с	1	1
80	одном и том	1	1
81	мы имеем дело	1	1
82	потому что в	1	1
83	прежде всего в	2	1
84	то о чем	4	1
85	показывает что в	1	1
86	ясность в этот	1	1
87	о природе и	1	1
88	на самом деле	2	1
89	бы сказать что	2	1
90	никак не может	1	1
91	свое выражение в	5	1
92	в том же	1	1
93	в этот вопрос	1	1
94	чем говорится в	3	1
95	тем что она	1	1
96	представляет собой еще	1	1
97	в лучшем случае	2	1
98	сам по себе	1	1
99	представление о том	2	1
100	только по видимости	1	1
101	в отличие от	2	1
102	только в том	1	1
103	объясняется и то	1	1
104	от целого к	1	1
105	находит свое выражение	3	1
106	в гораздо большей	1	1
107	заключает в себе	1	1
108	то что этот	1	1
109	что было сказано	1	1
110	который мог бы	1	1
111	с этой точки	4	1
112	и то что	3	1
113	в зависимости от	1	1
114	одно и то	3	1
115	прийти к выводу	1	1
116	так как она	3	1
117	на одно из	2	1
118	тот факт что	1	1
119	так же как	7	1
120	в первом случае	3	1
121	как раз в	2	1
122	могут быть названы	1	1
123	том что если	1	1
124	и том же	1	1
125	вопроса о природе	1	1
126	лучшем случае она	1	1
127	возможно только потому	1	1
128	и то же	3	1
129	может быть никакой	1	1
130	и обратно в	1	1
131	не иначе как	2	1
132	собой движение от	1	1
133	представляет собой движение	1	1
134	для объяснения того	1	1
135	только после того	1	1
136	что мы можем	1	1
137	приводят к тому	1	1
138	того чтобы сделать	2	1
139	на этом пути	1	1
140	потому что они	1	1
141	этой точки зрения	4	1
142	в целом но	1	1
143	но не может	1	1
144	может быть не	1	1
145	нужно было бы	2	1
146	до тех пор	1	1
147	вопрос о связи	1	1
148	потому что все	1	1
149	таким образом мы	1	1
150	же самое что	2	1
151	находящим свое выражение	1	1
152	в свою очередь	2	1
153	смотреть как на	1	1
154	того что представляет	1	1
155	собственном смысле этого	3	1
156	заключенного в нем	1	1
157	то положение что	1	1
158	с самого начала	7	1
159	должны быть у	1	1
160	так как в	1	1
161	так как эта	1	1
162	отношению к отдельным	1	1
163	же в них	1	1
164	только тогда когда	1	1
165	гораздо большей мере	1	1
166	каждой из них	1	1
167	после того как	1	1
168	из этих двух	1	1
169	к тому что	6	1
170	вопрос о природе	1	1
171	мы говорим только	1	1
172	в этом ее	1	1
173	все же в	1	1
174	из того что	2	1
175	и вопрос о	1	1
