N	2gram	Losev_Vlad_2	Problema
1	и не	18	28
2	то есть	7	27
3	не только	12	24
4	только в	6	23
5	в виде	3	22
6	вовсе не	4	21
7	и в	30	20
8	в том	18	20
9	ни в	7	17
10	не просто	1	16
11	все эти	5	16
12	смысле слова	1	15
13	то что	20	15
14	потому что	9	15
15	точки зрения	7	14
16	у нас	6	14
17	было бы	9	14
18	но и	8	14
19	также и	6	13
20	перед нами	1	13
21	не в	9	13
22	даже и	3	13
23	в нашем	1	12
24	в себе	6	12
25	том что	12	12
26	не есть	4	12
27	с точки	3	11
28	по себе	5	11
29	прежде всего	6	11
30	как будто	2	11
31	едва ли	3	10
32	тем не	6	10
33	и его	6	10
34	не менее	7	10
35	так и	5	10
36	в качестве	1	10
37	при помощи	1	10
38	это значит	2	10
39	есть нечто	2	9
40	в этом	20	9
41	может быть	7	9
42	и даже	10	9
43	все это	5	9
44	но в	8	8
45	содержит в	4	8
46	таким образом	3	8
47	если бы	1	8
48	значит что	1	8
49	что он	13	8
50	в той	2	8
51	в результате	5	8
52	и все	7	8
53	во всяком	6	8
54	то же	4	7
55	мы не	2	7
56	в ней	4	7
57	еще не	1	7
58	и с	14	7
59	ясно что	1	7
60	это не	2	7
61	здесь не	4	7
62	хотя бы	3	7
63	и тем	1	7
64	именно в	4	7
65	сказать что	11	7
66	а не	7	7
67	и потому	2	7
68	такого рода	2	7
69	тоже есть	1	7
70	сам по	2	6
71	есть не	1	6
72	мы имеем	1	6
73	а только	1	6
74	только при	1	6
75	при этом	5	6
76	всех этих	3	6
77	об этом	6	6
78	как и	5	6
79	в данном	3	6
80	но если	1	6
81	и без	1	6
82	по крайней	4	6
83	в каком	1	6
84	в виду	2	6
85	и вообще	10	6
86	а также	10	6
87	крайней мере	4	6
88	что здесь	1	6
89	так что	5	6
90	по своему	2	6
91	но это	4	6
92	и от	2	6
93	для нас	7	6
94	в таком	3	6
95	действительности и	1	5
96	но не	3	5
97	как в	3	5
98	хотя и	6	5
99	и если	4	5
100	в нем	4	5
101	да и	3	5
102	в них	3	5
103	в этих	4	5
104	и очень	2	5
105	только и	3	5
106	когда мы	3	5
107	и вполне	3	5
108	и о	4	5
109	данном случае	2	5
110	о том	4	5
111	можно сказать	4	5
112	и можно	2	5
113	жизни и	6	5
114	уже не	3	5
115	если мы	1	5
116	здесь перед	1	5
117	так как	5	5
118	известного рода	1	5
119	здесь в	2	5
120	то и	1	5
121	человеческой жизни	1	5
122	не может	9	5
123	вместе с	8	5
124	так же	4	5
125	в смысле	1	5
126	и ни	1	5
127	в целях	1	5
128	ничего общего	1	5
129	и т	1	4
130	но даже	1	4
131	что его	4	4
132	без всякого	2	4
133	кроме того	9	4
134	и есть	2	4
135	и наконец	4	4
136	нет никакой	1	4
137	уже в	3	4
138	тут и	1	4
