N	3gram	Trubetskoy_1	Istorich
1	с другой стороны	4	8
2	с одной стороны	2	7
3	в этом случае	4	6
4	в том что	15	5
5	до сих пор	8	4
6	о том что	4	4
7	вместе с тем	2	3
8	в данном случае	3	3
9	то время как	1	3
10	но так как	2	3
11	мы видели что	1	3
12	в тех случаях	1	3
13	в то время	2	3
14	тех случаях когда	1	3
15	не может быть	3	3
16	уже знаем что	1	2
17	это представление о	1	2
18	только то что	2	2
19	точно так же	1	2
20	таким образом и	1	2
21	во всяком случае	2	2
22	по отношению к	9	2
23	но все же	2	2
24	можно было бы	1	2
25	мы уже знаем	1	2
26	как и в	2	2
27	как мы видели	1	2
28	а если он	1	1
29	на месте в	1	1
30	в чистом виде	1	1
31	еще далеко не	1	1
32	выше мы видели	1	1
33	того что в	1	1
34	более или менее	7	1
35	в том числе	1	1
36	том что он	2	1
37	таким образом оказывается	1	1
38	а потом и	1	1
39	нами до сих	1	1
40	никогда не будет	3	1
41	для тех кто	1	1
42	мы находим в	1	1
43	что тот или	1	1
44	сих пор не	2	1
45	более высокой ступени	1	1
46	и не может	1	1
47	и оно было	1	1
48	в зависимости от	1	1
49	друг на друга	1	1
50	для этой цели	1	1
51	у него в	1	1
52	что все эти	1	1
53	иначе обстоит дело	1	1
54	таким образом в	3	1
55	совершенно ясно что	1	1
56	том числе и	1	1
57	может лежать на	1	1
58	на первый взгляд	1	1
59	вступают в противоречие	1	1
60	с этой точки	1	1
61	эти примеры показывают	1	1
62	вместе с ними	1	1
63	и то что	3	1
64	для борьбы с	1	1
65	одно и то	1	1
66	зависит не от	1	1
67	это может быть	1	1
68	все эти черты	1	1
69	так же как	3	1
70	в противоречие с	1	1
71	чтобы ответить на	1	1
72	на задний план	1	1
73	но при этом	1	1
74	и то же	1	1
75	и при помощи	1	1
76	а с другой	2	1
77	социальной жизни и	1	1
78	так или иначе	5	1
79	все же не	3	1
80	но вместе с	1	1
81	каждый раз когда	1	1
82	и сам он	1	1
83	мы уже говорили	1	1
84	все же никогда	1	1
85	что у него	1	1
86	примеры показывают что	1	1
87	между этими двумя	2	1
88	и в том	2	1
89	образом оказывается что	1	1
90	же никогда не	1	1
91	этой точки зрения	1	1
92	надо сказать что	1	1
93	независимо от того	1	1
94	в общих чертах	1	1
95	и некоторые другие	1	1
96	таким образом мы	1	1
97	не забудем что	1	1
98	совершенно таким же	1	1
99	но даже в	1	1
100	не менее в	1	1
101	несмотря на все	1	1
102	случае если бы	2	1
103	на то что	7	1
104	еще не вполне	1	1
105	но в целом	1	1
106	тем не менее	4	1
107	друг с другом	9	1
108	на русском языке	1	1
109	для того чтобы	7	1
110	во-первых потому что	1	1
111	смысле этого слова	1	1
112	мы только что	1	1
113	как бы он	1	1
