N	2gram	Losev_Dial_2	Tragedij
1	и в	19	18
2	в этом	8	9
3	не только	19	8
4	он сам	1	7
5	и с	5	7
6	и на	1	7
7	может быть	20	7
8	как бы	14	7
9	и не	30	7
10	но в	2	6
11	и его	5	6
12	в образе	1	6
13	же время	5	6
14	что он	6	6
15	у него	1	6
16	то же	12	5
17	все же	4	5
18	что это	10	5
19	это не	10	5
20	как и	10	5
21	несмотря на	2	5
22	в то	6	5
23	в дальнейшем	1	5
24	так и	10	5
25	не может	9	5
26	к жизни	1	5
27	у достоевского	1	5
28	а я	2	5
29	он всегда	2	4
30	я не	6	4
31	еще не	4	4
32	в себе	15	4
33	в целом	1	4
34	в этой	3	4
35	в нем	10	4
36	об этом	3	4
37	том что	10	4
38	что я	2	4
39	и что	5	4
40	но и	12	4
41	и даже	14	4
42	прежде всего	8	4
43	так же	2	4
44	но это	7	4
45	все это	4	4
46	что в	7	4
47	и все	12	4
48	то что	14	4
49	достоевского в	1	3
50	в мире	2	3
51	и он	1	3
52	отнюдь не	6	3
53	как в	2	3
54	в своем	4	3
55	и как	10	3
56	все эти	2	3
57	при этом	4	3
58	должно быть	7	3
59	что с	2	3
60	о чем	3	3
61	в поле	1	3
62	с ее	2	3
63	мог бы	1	3
64	жизнь и	5	3
65	с ним	4	3
66	к нему	4	3
67	в его	1	3
68	уже в	4	3
69	в конце	2	3
70	как будто	7	3
71	как это	7	3
72	что за	1	3
73	и до	1	2
74	что эти	2	2
75	никогда не	9	2
76	и то	7	2
77	он был	1	2
78	не был	1	2
79	и личность	2	2
80	ее к	1	2
81	отличие от	1	2
82	тут же	4	2
83	не просто	12	2
84	не человек	1	2
85	которую вы	1	2
86	так что	7	2
87	и я	2	2
88	она как	1	2
89	перед нами	2	2
90	с г	1	2
91	в самом	5	2
92	бы и	2	2
93	то и	1	2
94	он не	4	2
95	что же?	1	2
96	что она	14	2
97	но все	2	2
98	что все	1	2
99	его в	3	2
100	знает что	1	2
101	в это	3	2
102	ни в	10	2
103	с тем	2	2
104	вопрос о	3	2
105	но эта	1	2
106	не в	8	2
107	что этот	3	2
108	одна из	1	2
109	не имеет	1	2
110	не могут	4	2
111	к тому	2	2
112	и это	5	2
113	но при	1	2
114	в ее	4	2
115	данном случае	2	2
116	раз он	1	2
117	еще в	1	2
118	как у	1	2
119	ничего не	3	2
120	и здесь	1	2
121	о том	5	2
122	в глаза	1	2
123	времени в	2	2
124	что и	5	2
125	бросается в	1	2
126	в том	14	2
127	даже если	1	2
128	и ее	1	2
129	уже не	3	2
130	в виде	2	2
131	в душе	7	2
132	в одном	4	2
133	друг друга	1	2
134	на меня	1	2
135	тем что	2	2
136	как же	3	2
137	только к	2	2
138	говорит о	1	2
139	ничем не	1	2
140	с первого	2	2
141	в данном	3	2
142	еще раз	1	2
143	это уже	2	2
144	от всего	2	2
145	потому что	14	2
146	личности и	6	2
147	состоит из	1	2
148	в частности	2	2
149	только о	2	2
150	в таком	4	2
151	точно так	1	2
152	я и	2	1
153	также что	2	1
154	и т	17	1
155	например в	2	1
156	в сфере	2	1
157	от самой	1	1
158	человека и	2	1
159	это значит?	1	1
160	сам по	3	1
161	терпеть не	1	1
162	и др	1	1
163	самом деле	4	1
164	это и	3	1
165	же по	1	1
166	и есть	4	1
167	от самого	1	1
168	голову что	1	1
169	в какой-то	1	1
170	должна быть	5	1
171	века в	1	1
172	что уже	2	1
173	и новые	1	1
174	в становлении	2	1
175	мне понятно	1	1
176	ему в	1	1
177	в виду	5	1
178	из ее	1	1
179	в ней	2	1
180	литературы и	1	1
181	встречается в	1	1
182	содержатся в	1	1
183	быть в	4	1
184	это же	1	1
185	в чем	3	1
186	во всех	2	1
187	но не	6	1
188	но как	5	1
189	в голове	2	1
190	свою жизнь	1	1
191	а он	1	1
192	за пределы	4	1
193	к сожалению	2	1
194	в истории	2	1
195	что именно	1	1
196	человеческая личность	1	1
197	если вам	1	1
198	мысль о	1	1
199	то в	1	1
200	в которой	2	1
201	он в	1	1
202	только один	1	1
203	жизнь как	1	1
204	как он	4	1
205	если он	1	1
206	в братьях	1	1
207	не могла	1	1
208	и если	4	1
209	вообще не	1	1
210	вспомнил как	1	1
211	три года	1	1
212	так сказать	1	1
213	одному из	1	1
214	и еще	1	1
215	не значит	3	1
216	его самого	1	1
217	не к	1	1
218	не как	2	1
219	душу и	1	1
220	содержит в	4	1
221	что тут	4	1
222	жизни гораздо	1	1
223	и по	4	1
224	на этом	2	1
225	на свете	5	1
226	таким образом	4	1
227	от нее	1	1
228	но без	3	1
229	факт что	1	1
230	же не	3	1
231	ли образ	1	1
232	за то	1	1
233	в другом	4	1
234	на ту	1	1
235	на все	2	1
236	это было	3	1
237	заключается в	4	1
238	обоих случаях	1	1
239	известно что	1	1
240	а это	1	1
241	ни разу	1	1
242	лишь на	1	1
243	этом мы	1	1
244	но уже	1	1
245	в них	1	1
246	это страдание	1	1
247	что ему	1	1
248	всю жизнь	1	1
249	со своими	1	1
250	когда я	2	1
251	и вне	1	1
252	года и	1	1
253	человека мы	1	1
254	но я	3	1
255	или вообще	3	1
256	но если	1	1
257	и при	2	1
258	в своей	8	1
259	взгляд на	2	1
260	почти не	1	1
261	в котором	1	1
262	у лермонтова	1	1
263	миф о	2	1
264	по самой	1	1
265	понятно что	2	1
266	сама собой	1	1
267	стало быть	10	1
268	сам же	1	1
269	и вот	4	1
270	самой как	1	1
271	но он	4	1
272	тем не	2	1
273	превратиться в	1	1
274	это чувство	1	1
275	на всю	2	1
276	по себе	18	1
277	тому что	2	1
278	не менее	3	1
279	не раз	2	1
280	действительности от	1	1
281	что эта	1	1
282	она не	8	1
283	на земле	1	1
284	и начинает	1	1
285	в обоих	1	1
286	самого начала	2	1
287	считает что	1	1
288	того как	2	1
289	как его	1	1
290	виду не	1	1
291	тогда и	1	1
292	не вызывает	1	1
293	нельзя ли	2	1
294	но только	3	1
295	значение этого	1	1
296	он с	1	1
297	только не	2	1
298	это мы	2	1
299	и всегда	1	1
300	или как	3	1
301	говорит в	1	1
302	и притом	7	1
303	она хочет	1	1
304	по своей	4	1
305	и теперь	1	1
306	связи с	4	1
307	что на	2	1
308	в области	2	1
309	ли это	1	1
310	в стиле	1	1
311	и далее	1	1
312	могут быть	4	1
313	сходство с	1	1
314	что оно	4	1
315	его с	3	1
316	не случайное	1	1
317	не есть	47	1
318	как некое	1	1
319	о существовании	1	1
320	вы не	2	1
321	как мы	3	1
322	и о	1	1
323	у себя	1	1
324	и образ	1	1
325	с самого	2	1
326	человека с	1	1
327	на нее	1	1
328	он именно	1	1
329	во многом	1	1
330	когда в	1	1
331	какой она	1	1
332	по сравнению	1	1
333	на них	1	1
334	быть может	1	1
335	говорил что	2	1
336	предполагает некую	1	1
337	это мне	1	1
338	и должно	2	1
339	вот почему	1	1
340	но мы	2	1
341	она всегда	1	1
342	приступил к	1	1
343	нас от	1	1
344	чтобы не	6	1
345	мы понимаем	1	1
346	все в	2	1
347	это была	1	1
348	между тем	2	1
349	которое уже	1	1
350	нуждается в	3	1
351	не сводится	1	1
352	все время	3	1
353	общем смысле	1	1
354	и она	2	1
355	в литературе	1	1
356	того что	6	1
357	он есть	3	1
358	простое как	1	1
359	мы видим	2	1
360	с ними	2	1
361	всю ее	1	1
362	только в	5	1
363	во всем	1	1
364	петр александрович	3	1
365	как нечто	4	1
366	этой линии	2	1
367	личности она	1	1
368	с одной	2	1
369	именно на	1	1
370	есть в	2	1
371	он очень	1	1
372	только на	1	1
373	но самое	1	1
374	мы отнюдь	1	1
375	мистик в	1	1
376	в общем	2	1
377	одно из	4	1
378	на первую	1	1
379	и их	3	1
380	всяком случае	2	1
381	т п	2	1
382	чтобы она	1	1
383	к ним	1	1
384	братьях карамазовых	1	1
385	быть по	1	1
386	и вместе	1	1
387	мир на	1	1
388	в особенности	1	1
389	таком виде	1	1
390	даже не	1	1
391	с другим	1	1
392	вопрос об	4	1
393	именно в	2	1
394	в каких	2	1
395	была и	1	1
396	давно пора	1	1
397	что не	6	1
398	только по	1	1
399	не было	3	1
400	– в	8	1
401	а не	16	1
402	с которым	1	1
403	с наступлением	1	1
404	его как	1	1
405	не быть	2	1
406	в связи	4	1
407	я хочу	1	1
408	вместе с	2	1
409	и потому	5	1
410	совершенно в	1	1
411	всех людей	1	1
412	над ним	1	1
413	если хочешь	1	1
414	не знал	1	1
415	сравнению с	1	1
416	искусства но	1	1
417	в той	3	1
418	слова он	1	1
419	столкновение с	1	1
420	выражение лица	2	1
421	нам еще	1	1
422	с этой	1	1
423	и от	3	1
424	это выражение	1	1
425	из трех	1	1
426	на одной	1	1
427	цивилизации он	1	1
428	всегда будет	1	1
429	самое главное	1	1
430	тем и	1	1
431	где и	1	1
432	об отношении	1	1
433	в результате	2	1
434	именно такого	1	1
435	это как	3	1
436	каких терминах	1	1
437	а к	1	1
438	к счастью	1	1
439	это может	2	1
440	из себя	1	1
441	говорить это	1	1
442	ли раз	1	1
443	и совершенно	2	1
444	у которого	1	1
445	конце концов	1	1
446	я даже	1	1
447	хотя бы	4	1
448	только что	5	1
449	я в	1	1
450	сказал что	1	1
451	имеет целью	1	1
452	нужно для	1	1
453	из тех	1	1
454	к женщине	1	1
455	мы начинаем	2	1
456	совершенно не	7	1
457	сколько угодно	1	1
458	самой своей	1	1
459	но этот	1	1
460	идея в	1	1
461	ко всему	1	1
462	т е	30	1
463	что под	1	1
464	и жизнь	2	1
465	есть и	6	1
466	может ли	1	1
467	в голову	1	1
468	и эта	1	1
469	это в	1	1
470	во всяком	2	1
