N	2gram	Vinokur_St_3	Problemy
1	и в	25	43
2	и не	10	29
3	т е	8	26
4	может быть	19	23
5	как бы	6	22
6	не может	7	18
7	в пределах	1	16
8	как и	4	14
9	но и	9	14
10	и т	8	13
11	в этом	24	13
12	точки зрения	7	13
13	что он	19	13
14	в нем	1	12
15	в одном	1	12
16	слова в	1	12
17	не только	12	11
18	в каждом	4	11
19	не в	6	11
20	по себе	1	11
21	и на	6	10
22	но в	5	10
23	как мы	2	10
24	в его	12	10
25	прежде всего	10	10
26	в сущности	2	9
27	еще не	2	9
28	он не	5	9
29	никогда не	2	9
30	т п	6	9
31	то же	5	8
32	лишь в	4	8
33	для него	3	8
34	с точки	4	8
35	первого типа	1	8
36	и его	3	8
37	или в	2	8
38	слово в	2	8
39	в самом	2	7
40	в то	7	7
41	слова с	1	7
42	и сам	1	7
43	в другом	3	7
44	до сих	2	7
45	а не	5	7
46	что же	1	7
47	сих пор	2	7
48	то что	12	7
49	и наконец	3	6
50	так сказать	2	6
51	не как	2	6
52	в этих	11	6
53	что я	3	6
54	здесь не	1	6
55	приводит к	1	6
56	в том	20	6
57	в котором	5	6
58	у него	9	6
59	и все	1	6
60	сам по	1	5
61	самом деле	2	5
62	и он	1	5
63	но не	2	5
64	все эти	3	5
65	на то	5	5
66	таким образом	10	5
67	и с	4	5
68	было бы	7	5
69	рядом с	1	5
70	это слово	3	5
71	но здесь	1	5
72	в речи	4	5
73	о том	8	5
74	и что	3	5
75	же время	3	5
76	к нему	4	5
77	так что	11	5
78	вовсе не	2	5
79	в той	1	5
80	все это	8	5
81	а что	1	5
82	бы в	1	5
83	а в	6	5
84	на фоне	1	5
85	и до	1	4
86	а как	4	4
87	мы не	2	4
88	так чтобы	2	4
89	с его	3	4
90	во всех	2	4
91	там где	1	4
92	в своем	1	4
93	в произведении	1	4
94	т д	2	4
95	в них	5	4
96	между собою	2	4
97	должно быть	1	4
98	во время	3	4
99	в своей	4	4
100	но он	3	4
101	том же	1	4
102	как его	1	4
103	в самой	1	4
104	или как	1	4
105	к тому	2	4
106	и это	5	4
107	в словах	3	4
108	из одного	1	4
109	по мере	1	4
110	только в	6	4
111	в стиле	1	4
112	ни одного	1	4
113	так как	3	4
114	как раз	3	4
115	с другой	5	4
116	до конца	3	4
117	не на	2	4
118	то есть	2	4
119	и нет	1	4
120	но это	4	4
121	это он	1	4
122	в результате	2	4
123	речи и	1	4
124	что в	19	4
125	но эти	1	4
126	также и	1	3
127	не хочет	1	3
128	должна быть	1	3
129	той же	2	3
130	что если	2	3
131	не была	2	3
132	и со	1	3
133	в виду	2	3
134	здесь нет	2	3
135	он был	3	3
136	мы будем	1	3
137	за пределы	1	3
138	в одной	2	3
139	кроме того	3	3
140	когда он	1	3
141	и к	4	3
142	более или	1	3
143	еще один	1	3
144	чем у	1	3
145	самим собой	1	3
146	это не	7	3
147	в жизни	4	3
148	а за	1	3
149	такой же	2	3
150	или менее	1	3
151	и их	1	3
152	в их	3	3
153	даже в	1	3
154	в одно	1	3
155	этих трех	2	3
156	в отношении	2	3
157	на него	1	3
158	ничего не	4	3
159	слова как	2	3
160	могут быть	2	3
161	той или	1	3
162	не менее	2	3
163	он с	1	3
164	и этим	1	3
165	можно было	1	3
166	так и	5	3
167	не за	1	3
168	если бы	4	3
169	с ним	1	3
170	и здесь	3	3
171	между тем	6	3
172	что и	1	3
173	и только	2	3
174	в формах	1	3
175	его в	1	3
176	и ее	2	3
177	со всеми	1	3
178	есть в	2	3
179	уже не	3	3
180	в виде	3	3
181	тем что	19	3
182	не укладывается	1	3
183	или иной	2	3
184	по своим	1	3
185	себя и	2	3
186	в рассказе	3	3
187	в произведениях	2	3
188	он и	2	3
189	ни на	2	3
190	по существу	1	3
191	но для	1	3
192	все же	4	3
193	и для	4	3
194	в эту	4	3
195	но зато	1	3
196	не знает	1	3
197	другой стороны	5	3
198	того же	2	3
199	в последнем	2	3
200	есть и	1	3
201	я и	3	2
202	ту же	1	2
203	отношения к	1	2
204	тем же	1	2
205	из его	7	2
206	на материале	1	2
207	не во	1	2
208	и о	1	2
209	вопрос о	1	2
210	время как	4	2
211	на себя	1	2
212	мы и	1	2
213	то это	1	2
214	мы здесь	1	2
215	в каждой	2	2
216	с большим	1	2
217	и говорить	1	2
218	установку на	1	2
219	быть в	1	2
220	он говорит	4	2
221	в сторону	1	2
222	отношение к	4	2
223	опирается на	1	2
224	как в	6	2
225	с этим	7	2
226	и различные	1	2
227	целый ряд	1	2
228	и как	1	2
229	его к	2	2
230	в первом	1	2
231	что это	16	2
232	в целом	4	2
233	бы не	1	2
234	из этих	6	2
235	им в	2	2
236	как он	1	2
237	но на	1	2
238	и еще	1	2
239	на том	1	2
240	но все	2	2
241	а затем	1	2
242	конечно в	1	2
243	об этом	5	2
244	из них	1	2
245	к другу	1	2
246	знает что	1	2
247	ко второму	1	2
248	которая как	1	2
249	на почве	5	2
250	известно что	2	2
251	него как	1	2
252	ни в	5	2
253	он является	1	2
254	художественного творчества	1	2
255	том что	15	2
256	которую он	2	2
257	и при	1	2
258	что такое	7	2
259	в такой	2	2
260	почти не	1	2
261	сам и	1	2
262	в которых	2	2
263	собою а	1	2
264	но эта	1	2
265	что этот	3	2
266	и то	1	2
267	и очень	1	2
268	иной раз	1	2
269	дело в	1	2
270	того как	1	2
271	одна из	2	2
272	столкновение двух	1	2
273	на себе	2	2
274	и всегда	2	2
275	пути и	1	2
276	к определенному	1	2
277	тем не	2	2
278	а лишь	1	2
279	и эта	1	2
280	перед ним	1	2
281	у нас	4	2
282	отличается от	4	2
283	как человек	1	2
284	для себя	1	2
285	в конце	6	2
286	всего этого	1	2
287	без всякого	2	2
288	особенно в	1	2
289	то время	4	2
290	что у	2	2
291	в образе	1	2
292	времени и	2	2
293	для этого	2	2
294	он говорил	5	2
295	форме в	1	2
296	произведения как	2	2
297	не был	2	2
298	со словами	1	2
299	его жизни	1	2
300	все его	1	2
301	же нет	1	2
302	от них	2	2
303	в форме	2	2
304	очень тонко	1	2
305	того что	5	2
306	этом смысле	4	2
307	но так	1	2
308	и так	1	2
309	конечно не	1	2
310	уже в	3	2
311	и они	1	2
312	то и	2	2
313	в поэзии	2	2
314	а то	2	2
315	это место	2	2
316	может служить	1	2
317	словами самого	1	2
318	нельзя сказать	3	2
319	он это	1	2
320	а с	2	2
321	и др	4	2
322	что не	2	2
323	и пр	13	2
324	материал в	1	2
325	которые происходят	1	2
326	в творчестве	3	2
327	так же	1	2
328	например в	4	2
329	этого слова	2	2
330	является как	2	2
331	между собой	1	2
332	например у	1	2
333	и среди	1	2
334	для нас	1	2
335	бы он	1	2
336	конце концов	3	2
337	хотя бы	1	2
338	укладывается в	1	2
339	очень хорошо	1	2
340	отношении к	1	2
341	с теми	1	2
342	сказать что	4	2
343	была бы	4	2
344	но этот	1	2
345	ее в	2	2
346	как слово	1	2
347	в своих	8	2
348	во всяком	4	2
349	смысле слова	1	1
350	е как	1	1
351	не признать	1	1
352	на самом	1	1
353	он может	2	1
354	в чисто	2	1
355	его же	1	1
356	знаете что	2	1
