N	2gram	Trubetskoy_1	StatiiOP
1	и в	26	25
2	в этом	15	24
3	в том	11	20
4	что он	4	19
5	может быть	10	19
6	тем что	1	19
7	что в	9	19
8	что это	3	16
9	том что	7	15
10	в этой	4	14
11	и пр	1	13
12	не только	10	12
13	в его	5	12
14	то что	7	12
15	в этих	4	11
16	так что	3	11
17	таким образом	22	10
18	прежде всего	2	10
19	и не	8	10
20	у него	1	9
21	но и	9	9
22	все это	6	8
23	о том	6	8
24	это было	1	8
25	в своих	1	8
26	с этим	1	7
27	это не	1	7
28	было бы	1	7
29	в то	4	7
30	не может	4	7
31	что касается	1	7
32	точки зрения	13	7
33	что такое	1	7
34	место в	1	6
35	и на	2	6
36	как в	1	6
37	из этих	10	6
38	не в	2	6
39	между тем	2	6
40	только в	4	6
41	в конце	6	6
42	в области	9	6
43	в россии	2	6
44	как бы	12	6
45	а в	4	6
46	как на	8	6
47	то же	4	5
48	но в	7	5
49	по форме	1	5
50	на то	2	5
51	он не	4	5
52	на почве	1	5
53	ни в	1	5
54	мы имеем	2	5
55	в котором	4	5
56	потому что	7	5
57	и это	2	5
58	так и	6	5
59	в них	2	5
60	с другой	8	5
61	связано с	2	5
62	а не	5	5
63	того что	3	5
64	другой стороны	1	5
65	что эти	3	4
66	в которой	3	4
67	время как	1	4
68	из которых	4	4
69	в чем	1	4
70	в общем	8	4
71	относится к	2	4
72	все же	6	4
73	не было	2	4
74	и к	5	4
75	то в	1	4
76	на его	1	4
77	состоит в	2	4
78	лишь в	5	4
79	для россии	1	4
80	в жизни	1	4
81	с тем	18	4
82	как и	1	4
83	в эту	2	4
84	а как	1	4
85	у нас	1	4
86	по крайней	5	4
87	с точки	6	4
88	ничего не	1	4
89	этом отношении	2	4
90	в каком	1	4
91	связана с	2	4
92	отличается от	2	4
93	в ней	1	4
94	и с	10	4
95	если бы	3	4
96	можно сказать	3	4
97	а также	2	4
98	к нему	7	4
99	мы видим	1	4
100	в качестве	3	4
101	в начале	2	4
102	всяком случае	6	4
103	отношение к	5	4
104	то время	1	4
105	крайней мере	5	4
106	должна была	2	4
107	связь с	2	4
108	в течение	4	4
109	это есть	1	4
110	что здесь	1	4
111	в смысле	4	4
112	и для	5	4
113	но это	1	4
114	сказать что	2	4
115	в своей	1	4
116	из этого	2	4
117	можно назвать	2	4
118	во всяком	6	4
119	или из	1	3
120	с его	2	3
121	смотрел на	1	3
122	кроме того	1	3
123	и наконец	2	3
124	все эти	6	3
125	и если	3	3
126	это связано	1	3
127	всех этих	1	3
128	на этом	1	3
129	от нее	1	3
130	нет в	1	3
131	о которых	1	3
132	попадает в	4	3
133	несмотря на	6	3
134	в их	1	3
135	и более	1	3
136	во время	4	3
137	же время	2	3
138	это слово	1	3
139	связи с	9	3
140	и далее	1	3
141	и здесь	2	3
142	что все	4	3
143	и что	4	3
144	нельзя сказать	1	3
145	и его	1	3
146	уже не	3	3
147	уже в	2	3
148	не так	1	3
149	для него	3	3
150	так как	9	3
151	как раз	1	3
152	не является	1	3
153	связан с	2	3
154	к которому	2	3
155	одной стороны	7	3
156	что мы	2	3
157	в связи	3	3
158	каждая из	3	3
159	с этой	3	3
160	тем более	1	3
161	находит свое	1	3
162	конце концов	3	3
163	все они	1	3
164	к этому	3	3
165	в виде	4	3
166	народ в	1	2
167	речь идет	1	2
168	которого в	1	2
169	самом деле	1	2
170	он может	1	2
171	к своей	1	2
172	такое же	1	2
173	народом и	1	2
174	и за	1	2
175	той же	1	2
176	в сущности	1	2
177	того же	6	2
178	в каждой	1	2
179	не был	1	2
180	во всех	2	2
181	только тогда	1	2
182	если в	3	2
183	вступают в	1	2
184	что они	1	2
185	что именно	2	2
186	более и	1	2
187	его к	1	2
188	в самом	4	2
189	формы в	1	2
190	и тот	1	2
191	имеем в	1	2
192	так сказать	1	2
193	не как	2	2
194	чтобы в	1	2
195	и по	4	2
196	но все	7	2
197	а по	1	2
198	то есть	4	2
199	заключается в	1	2
200	отчет в	1	2
201	известно что	1	2
202	а с	7	2
203	мы не	1	2
204	такой же	1	2
205	и тогда	4	2
206	в такой	1	2
207	в которых	4	2
208	взгляд на	2	2
209	которые в	2	2
210	в прямом	1	2
211	тем не	3	2
212	для этого	2	2
213	сам он	1	2
214	этой области	1	2
215	этих трех	1	2
216	по языку	1	2
217	в отношении	6	2
218	случае в	1	2
219	не менее	3	2
220	но они	1	2
221	самого начала	2	2
222	как о	3	2
223	дело не	1	2
224	тогда когда	2	2
225	к этим	1	2
226	так чтобы	2	2
227	не имеет	5	2
228	никогда не	5	2
229	найти в	1	2
230	в русском	2	2
231	языка это	1	2
232	на себе	1	2
233	начиная с	2	2
234	могут быть	1	2
235	к тому	6	2
236	для того	5	2
237	утверждать что	2	2
238	на это	1	2
239	не совсем	1	2
240	с ее	1	2
241	в виду	2	2
242	без всякого	1	2
243	с самого	3	2
244	на нее	3	2
245	по тому	2	2
246	до нас	1	2
247	это объясняется	1	2
248	одного из	1	2
249	с одной	7	2
250	что его	1	2
251	и во	1	2
252	от них	2	2
253	а потому	1	2
254	и только	4	2
255	и других	1	2
256	формой и	1	2
257	еще не	2	2
258	и ее	1	2
259	в уста	1	2
260	и у	8	2
261	во втором	1	2
262	при помощи	1	2
263	несомненно в	1	2
264	одно из	2	2
265	в новом	2	2
266	должен был	4	2
267	заметить что	1	2
268	или иной	2	2
269	до сих	5	2
270	не потому	2	2
271	эту эпоху	1	2
272	ни на	1	2
273	вместе с	15	2
274	в одной	1	2
275	а у	1	2
276	в рамках	3	2
277	но не	8	2
278	главное отличие	1	2
279	без труда	1	2
280	этого слова	1	2
281	сих пор	5	2
282	это был	1	2
283	один из	2	2
284	в результате	3	2
285	его не	2	2
286	только что	2	2
287	все более	1	2
288	одной из	5	2
289	в свою	2	2
290	в общих	1	2
291	к сожалению	3	2
292	которых является	1	2
293	к этой	1	2
294	как известно	1	1
295	вряд ли	1	1
296	границы между	1	1
297	одним из	2	1
298	языка с	1	1
299	начинается с	1	1
300	смысле слова	1	1
301	показаться что	1	1
302	идет о	1	1
303	что когда	1	1
304	произведений которые	1	1
305	тем же	1	1
306	и так	1	1
307	в первом	1	1
308	это однако	1	1
309	и до	1	1
310	на западе	3	1
311	объясняется и	1	1
312	для этих	2	1
313	этом направлении	1	1
314	из всех	3	1
315	отношения к	1	1
316	есть не	1	1
317	смотреть на	2	1
318	с новыми	1	1
319	это совершенно	1	1
320	ни у	2	1
321	прямом смысле	1	1
322	из своих	2	1
323	нам в	1	1
324	этом не	1	1
325	однако еще	1	1
326	ввести в	1	1
327	представлением о	1	1
328	совпадает с	1	1
329	сложнее и	1	1
330	ему в	2	1
331	мы и	1	1
332	самый термин	1	1
333	является исключительно	1	1
334	первого взгляда	1	1
335	между собой	1	1
336	быть в	1	1
337	всего этого	1	1
338	то теперь	1	1
339	не обнаруживает	1	1
340	или иначе	3	1
341	и другие	3	1
342	к жизни	5	1
343	в сторону	1	1
344	со всеми	2	1
345	культуру и	1	1
346	а и	1	1
347	и небольшой	1	1
348	из таких	1	1
349	трудно сказать	1	1
350	но думать	1	1
351	в своем	3	1
352	образцом для	1	1
353	и нет	3	1
354	в одних	1	1
355	однако не	1	1
356	когда он	3	1
357	целый ряд	4	1
358	и как	3	1
359	но эта	1	1
360	более или	5	1
361	от этого	1	1
362	них как	1	1
363	при таком	2	1
364	еще на	2	1
365	с отвлеченным	1	1
366	так или	3	1
367	представляет собой	3	1
368	за это	1	1
369	близости к	1	1
370	думать что	1	1
371	общем немало	1	1
372	на юг	1	1
373	что она	1	1
374	к искусству	1	1
