N	2gram	Medvedev_V_1	Narrotol
1	не только	25	32
2	может быть	22	25
3	но и	10	23
4	в качестве	11	21
5	и не	19	20
6	то есть	1	19
7	и в	26	19
8	в том	15	18
9	в этом	26	17
10	не в	6	14
11	в частности	11	14
12	том что	8	14
13	а не	7	12
14	то что	6	11
15	а в	3	11
16	точки зрения	3	10
17	не может	17	10
18	так и	5	9
19	в его	14	9
20	в себе	6	8
21	во времени	1	8
22	с другой	11	8
23	не является	5	8
24	еще не	2	7
25	по отношению	7	7
26	как в	1	7
27	все же	5	7
28	как и	7	7
29	к тому	4	7
30	а также	1	7
31	с одной	2	7
32	одной стороны	2	7
33	с его	3	6
34	но не	2	6
35	в той	1	6
36	то в	1	6
37	на протяжении	1	6
38	о том	10	6
39	что он	4	6
40	именно в	2	6
41	как это	12	6
42	отношению к	7	6
43	том числе	2	6
44	но в	2	6
45	не все	1	5
46	отнюдь не	3	5
47	и как	3	5
48	уже не	1	5
49	в этой	4	5
50	тому же	1	5
51	далеко не	2	5
52	по себе	2	5
53	в основе	1	5
54	и его	6	5
55	в форме	3	5
56	или иной	2	5
57	мира в	1	5
58	в данном	1	5
59	можно сказать	4	5
60	речь идет	1	4
61	данном случае	1	4
62	все те	1	4
63	то же	10	4
64	из которых	2	4
65	здесь не	1	4
66	перед нами	4	4
67	в нем	6	4
68	в силу	11	4
69	же не	1	4
70	было бы	7	4
71	пока еще	2	4
72	связи с	4	4
73	числе и	2	4
74	той или	1	4
75	не столько	2	4
76	о нем	1	4
77	же время	5	4
78	вслед за	2	4
79	только в	7	4
80	хотя бы	19	4
81	при всей	2	4
82	у него	6	4
83	в особенности	2	4
84	что не	3	4
85	прежде всего	13	4
86	если не	1	4
87	как бы	5	4
88	да и	1	4
89	отличается от	2	4
90	же в	6	4
91	одной из	1	4
92	героя и	1	4
93	сказать что	5	4
94	другой стороны	8	4
95	это и	6	3
96	же как	2	3
97	и он	2	3
98	в ней	2	3
99	может не	2	3
100	в ее	4	3
101	если в	2	3
102	что они	3	3
103	как говорит	5	3
104	хотя и	2	3
105	когда он	3	3
106	уже в	1	3
107	из этих	7	3
108	он не	2	3
109	который по	2	3
110	ни в	1	3
111	обратимся к	1	3
112	бы быть	1	3
113	бытия в	1	3
114	не менее	2	3
115	различного рода	3	3
116	в то	6	3
117	тем что	1	3
118	одна из	4	3
119	на него	1	3
120	никогда не	4	3
121	на себя	1	3
122	этом отношении	13	3
123	могут быть	5	3
124	как мы	1	3
125	с ее	1	3
126	свою очередь	1	3
127	сводится к	3	3
128	то или	1	3
129	как было	1	3
130	в конечном	7	3
131	между тем	5	3
132	а именно	1	3
133	один из	5	3
134	из них	9	3
135	не о	2	3
136	и даже	2	3
137	даже не	2	3
138	или иначе	1	3
139	не обязательно	1	3
140	в свою	1	3
141	как будто	1	3
142	что в	10	3
143	будто бы	2	3
144	жизни и	3	3
145	как известно	2	2
146	одним из	5	2
147	например в	3	2
148	таком случае	1	2
149	и потому	2	2
150	самом деле	1	2
151	оно может	1	2
152	который в	1	2
153	мы имеем	3	2
154	говорить о	2	2
155	между собой	1	2
156	он сам	2	2
157	не отличается	1	2
158	но как	3	2
159	отношение к	1	2
160	нет и	3	2
161	или иное	1	2
162	в своем	8	2
163	что по	1	2
164	не являются	1	2
165	более или	6	2
166	в противоположность	3	2
167	или иную	1	2
168	всего лишь	3	2
169	так или	1	2
170	все эти	6	2
171	бы не	2	2
172	из анекдота	1	2
173	в известном	1	2
174	роль в	4	2
175	жизнью и	1	2
176	например как	1	2
177	в классическом	1	2
178	себя и	1	2
179	они в	1	2
180	не как	1	2
181	собой не	1	2
182	подобно тому	2	2
183	именно это	1	2
184	человека в	2	2
185	и процессов	2	2
186	и ей	1	2
187	а по	1	2
188	для своей	1	2
189	зрения на	1	2
190	его в	3	2
191	того или	2	2
192	это не	7	2
193	несмотря на	1	2
194	или менее	6	2
195	рассказа о	1	2
196	в памяти	1	2
197	процесса и	1	2
198	зрения и	1	2
199	даже в	5	2
200	рассказе о	1	2
201	вплоть до	2	2
202	а иногда	1	2
203	она не	3	2
204	не могло	1	2
205	не имеет	1	2
206	имеем дело	1	2
207	при всем	3	2
208	как раз	3	2
209	что на	1	2
210	личности в	1	2
211	утверждать что	4	2
212	приходит к	1	2
213	говорит и	8	2
214	в пределах	5	2
215	приводит к	5	2
216	что у	2	2
217	можно было	2	2
218	или в	3	2
219	было в	2	2
220	о своей	1	2
221	в значительной	3	2
222	том или	1	2
223	лица и	2	2
224	во всей	2	2
225	по в	1	2
226	от всех	1	2
227	дело с	1	2
228	всех его	2	2
229	и ее	4	2
230	есть в	1	2
231	каждый из	1	2
232	по выражению	1	2
233	конечном счете	5	2
234	следует отметить	1	2
235	ту или	1	2
236	для него	8	2
237	или даже	1	2
238	сами по	1	2
239	не случайно	1	2
240	и никакой	1	2
241	или ином	1	2
242	и др	9	2
243	говорит о	7	2
244	не было	7	2
245	зависит от	2	2
246	наконец в	1	2
247	о чем	2	2
248	факта без	1	2
249	из многочисленных	2	2
250	не всегда	1	2
251	совершенно очевидно	1	2
252	тому как	2	2
253	по существу	3	2
254	исходя из	1	2
255	только о	2	2
256	что мы	2	2
257	что нет	2	2
258	и для	2	2
259	в связи	3	2
260	в результате	5	2
261	мира и	3	2
262	и все	1	2
263	хотя в	1	2
264	все то	1	2
265	между ними	3	2
266	совершенно не	1	2
267	или иного	1	2
268	структуры в	1	2
269	в какой	1	2
270	так же	3	2
271	в таком	1	2
272	в роли	1	2
273	этой точки	2	2
274	они не	2	2
275	отношении но	1	1
276	также и	2	1
277	и через	2	1
278	становится в	1	1
279	он может	2	1
280	и есть	5	1
281	др в	3	1
282	отдельных элементов	2	1
283	не меньшим	1	1
284	видеть в	2	1
285	действительности и	7	1
286	в году	6	1
287	уже по	2	1
288	общественных отношений	1	1
289	по его	2	1
290	им самим	1	1
291	бы уже	1	1
292	сведена к	1	1
293	но она	1	1
294	которое не	1	1
295	мы и	1	1
296	в целом	4	1
297	как не	1	1
298	о роли	1	1
299	сам по	1	1
300	меньшей степени	2	1
301	на другом	1	1
302	к ее	1	1
303	в различных	2	1
304	в чем	2	1
305	во всех	6	1
306	по своему	1	1
307	из процесса	1	1
308	тот или	1	1
309	иметь в	2	1
310	быть сведена	1	1
311	в едином	1	1
312	в художественном	10	1
313	сознания в	1	1
314	и воображение	1	1
315	и наконец	2	1
316	ином отношении	1	1
