N	3gram	Trubetskoy_1	VerxiiNi
1	вместе с тем	2	8
2	с одной стороны	2	7
3	с точки зрения	8	6
4	во всяком случае	2	6
5	более или менее	7	5
6	в том числе	1	5
7	до сих пор	8	5
8	по крайней мере	1	5
9	друг с другом	9	5
10	а с другой	2	5
11	для того чтобы	7	5
12	о том что	4	4
13	том числе и	1	4
14	но все же	2	4
15	к тому же	5	4
16	так или иначе	5	3
17	а так как	1	3
18	точно так же	1	3
19	с течением времени	4	3
20	в конце концов	4	3
21	так же как	3	3
22	в связи с	3	3
23	и таким образом	1	3
24	тем не менее	4	3
25	в том что	15	3
26	в том виде	2	2
27	то ясно что	4	2
28	то же самое	1	2
29	друг на друга	1	2
30	и для того	1	2
31	заключает в себе	2	2
32	с тех пор	1	2
33	с этой точки	1	2
34	может быть и	4	2
35	первое время после	2	2
36	как бы то	2	2
37	то ни было	2	2
38	по сравнению с	5	2
39	бы то ни	2	2
40	так и от	1	2
41	но вместе с	1	2
42	между этими двумя	2	2
43	такое положение дела	1	2
44	том виде в	1	2
45	таким образом в	3	2
46	то же время	2	2
47	культуры таким образом	1	2
48	ничего общего с	2	2
49	этой точки зрения	1	2
50	с самого начала	1	2
51	на то что	7	2
52	есть как бы	1	2
53	в то же	2	2
54	на пути к	1	2
55	духе и в	1	1
56	и того же	3	1
57	ничем не выше	2	1
58	а между тем	8	1
59	не может не	3	1
60	есть не более	1	1
61	в широком смысле	1	1
62	и к культуре	1	1
63	благодаря антропологическому смешению	1	1
64	между тем этот	1	1
65	состоит в том	1	1
66	лишь то что	1	1
67	психологической точки зрения	1	1
68	иметь в виду	1	1
69	по отношению к	9	1
70	в нашей культуре	1	1
71	сообразно с этим	2	1
72	в самом деле	5	1
73	запаса культурных ценностей	3	1
74	в настоящее время	2	1
75	одного и того	3	1
76	свидетельствует о том	1	1
77	а потому что	1	1
78	общего запаса культурных	1	1
79	очень много но	1	1
80	культуры и для	1	1
81	наше отношение к	2	1
82	из двух или	1	1
83	в котором они	1	1
84	то что эти	1	1
85	а следовательно и	1	1
86	ввиду того что	1	1
87	что все эти	1	1
88	культурных ценностей и	1	1
89	но для этого	1	1
90	при этом не	1	1
91	совершенно ясно что	1	1
92	в то что	1	1
93	совершенно так же	4	1
94	на каждом шагу	1	1
95	по своей культуре	6	1
96	за тем чтобы	1	1
97	том или ином	1	1
98	и состоит из	1	1
99	но все они	1	1
100	их отношение к	1	1
101	и некоторые другие	1	1
102	все эти черты	1	1
103	запас культурных ценностей	4	1
104	ясно что и	1	1
105	в том или	1	1
106	между тем с	1	1
107	в этой области	4	1
108	в данном случае	3	1
109	и т.д в	1	1
110	выйти из этого	1	1
111	виде в котором	1	1
112	тот факт что	4	1
113	на задний план	1	1
114	смысле этого слова	1	1
115	с психологической точки	1	1
116	но при этом	1	1
117	мы видели выше	1	1
118	одно из двух	1	1
119	более широкую группу	1	1
120	сделать из них	1	1
121	совершенно не похожим	1	1
122	что в таком	1	1
123	хотя бы с	1	1
124	не в том	1	1
125	т.д таким образом	1	1
126	который можно назвать	1	1
127	мы уже говорили	1	1
128	все что мы	1	1
129	в разные стороны	1	1
130	каковом случае между	1	1
131	и т.д таким	1	1
132	романцев и германцев	1	1
133	друг к другу	2	1
134	лишь отдельных единиц	1	1
135	том что они	1	1
136	что касается до	6	1
137	с другой стороны	4	1
138	в одно культурное	1	1
139	что значительная часть	2	1
140	в каковом случае	2	1
141	мы видели что	1	1
142	есть ли это	1	1
143	сливаются в одно	1	1
144	ясно представить себе	1	1
145	они сейчас же	1	1
146	а в том	1	1
147	только то что	2	1
148	сих пор не	2	1
149	у него в	1	1
150	не может быть	3	1
151	но по существу	1	1
152	тоже с точки	1	1
153	в общих чертах	1	1
154	но с другой	1	1
155	из которых каждый	1	1
156	в то время	2	1
157	все эти элементы	1	1
158	в свою очередь	2	1
159	в этом последнем	1	1
160	не только не	1	1
161	народов земного шара	1	1
162	к тем же	1	1
163	что это есть	1	1
164	могут рассматриваться как	1	1
165	несмотря на все	1	1
166	не более как	2	1
167	том что все	2	1
168	из этих частей	1	1
169	это есть продукт	1	1
170	не осталось и	1	1
171	при таких условиях	1	1
172	мы видим что	1	1
173	может показаться что	1	1
174	самом деле если	1	1
175	в своем целом	2	1
176	одно культурное целое	1	1
177	что мы можем	1	1
178	и заставить их	1	1
179	в народных массах	1	1
180	надо иметь в	1	1
181	только тогда когда	1	1
182	эта культура на	1	1
183	именно потому что	2	1
184	носят на себе	2	1
