N	3gram	Vinokur_Ku_3	Psycholo
1	в самом деле	11	18
2	в том что	8	11
3	и в самом	4	10
4	с точки зрения	16	9
5	то же самое	1	8
6	для того чтобы	11	8
7	мы увидим что	1	7
8	заключается в том	1	6
9	до сих пор	8	5
10	и т п	41	5
11	совершенно ясно что	2	5
12	с одной стороны	4	5
13	с другой стороны	3	5
14	и т д	8	4
15	и в этом	4	3
16	о том что	3	3
17	в какой мере	2	2
18	а вовсе не	1	2
19	на самом деле	3	2
20	только в том	2	2
21	только то что	2	2
22	вместе с тем	1	2
23	не то что	1	2
24	на наших глазах	1	2
25	в данном случае	4	2
26	может быть не	1	2
27	смысле этого слова	2	2
28	не в том	2	2
29	во всяком случае	1	2
30	то что он	1	2
31	вовсе не в	1	2
32	мы не можем	1	2
33	в то время	1	2
34	и вместе с	1	2
35	в свою очередь	1	2
36	к тому что	1	2
37	в том смысле	1	2
38	как мы видели	2	2
39	ни о каких	1	1
40	но все же	1	1
41	а в известном	1	1
42	таким образом если	1	1
43	потому что он	1	1
44	есть не более	1	1
45	какой мере не	2	1
46	уже выше в	1	1
47	сказать что одна	1	1
48	потому что в	2	1
49	более или менее	2	1
50	те случаи когда	1	1
51	того или иного	3	1
52	в силу того	1	1
53	не так уж	1	1
54	по своему значению	1	1
55	они не могут	1	1
56	и в той	1	1
57	именно на этом	1	1
58	в зависимости от	7	1
59	что он не	1	1
60	в отличие от	2	1
61	в том случае	4	1
62	я говорю о	1	1
63	не могло бы	1	1
64	с тем чтобы	2	1
65	и если бы	1	1
66	с тем что	1	1
67	хотя бы одно	1	1
68	обратить внимание на	1	1
69	можно было бы	10	1
70	это вовсе не	1	1
71	ни в какой	2	1
72	может быть и	1	1
73	представлять себе дело	1	1
74	с этой точки	1	1
75	в двух направлениях	2	1
76	это был бы	1	1
77	не потому что	1	1
78	указывает нам на	1	1
79	и вот эти	1	1
80	который может быть	1	1
81	не зависит от	1	1
82	так как они	1	1
83	должно быть сказано	1	1
84	и при этом	1	1
85	не иначе как	1	1
86	а с другой	3	1
87	не только как	3	1
88	далеко не безболезненно	1	1
89	дело не в	2	1
90	заинтересован в том	1	1
91	в большом количестве	1	1
92	самом деле всякая	1	1
93	видно уже из	1	1
94	что все эти	1	1
95	не ясно ли	1	1
96	в целом ряде	1	1
97	мере в какой	1	1
98	и той же	1	1
99	то же слово	1	1
100	это не есть	1	1
101	не заметить что	1	1
102	самом деле в	1	1
103	каждый раз в	1	1
104	один и тот	2	1
105	этой точки зрения	1	1
106	зависимость от общих	1	1
107	в тех случаях	1	1
108	а в том	1	1
109	дело так будто	1	1
110	тот же вывод	1	1
111	в русском языке	2	1
112	к рассмотрению этого	1	1
113	том смысле что	1	1
114	в том чтобы	3	1
115	что в ней	1	1
116	в частном случае	1	1
117	не только не	1	1
118	вы увидите что	1	1
119	сплошь и рядом	3	1
120	по этому поводу	1	1
121	одной и той	1	1
122	себе дело так	1	1
123	т п то	1	1
124	ясно ли что	1	1
125	того как мы	1	1
126	не может быть	3	1
127	только для того	1	1
128	к тому же	2	1
129	что если бы	1	1
130	целом ряде случаев	1	1
131	заключается вовсе не	1	1
132	и тот же	2	1
