N	3gram	Vinokur_Ku_3	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	8	8
4	в том что	8	6
5	и в то	1	5
6	сих пор еще	3	4
7	в другом месте	1	3
8	в том числе	2	3
9	в связи с	4	3
10	более или менее	2	2
11	с точки зрения	16	2
12	бы то ни	1	2
13	как мы видели	2	2
14	в данном случае	4	2
15	с одной стороны	4	2
16	но дело не	1	2
17	вовсе еще не	1	2
18	в то время	1	2
19	о том что	3	2
20	не только не	1	2
21	с другой стороны	3	2
22	для того чтобы	11	2
23	не может быть	3	2
24	точка зрения на	1	1
25	в их конкретной	1	1
26	и не могут	1	1
27	в чем же	1	1
28	потому что в	2	1
29	прежде всего в	1	1
30	по отношению к	2	1
31	на самом деле	3	1
32	в самом деле	11	1
33	что для того	1	1
34	то время когда	1	1
35	он мог бы	1	1
36	по своему значению	1	1
37	которые не только	1	1
38	и в той	1	1
39	которые независимо от	1	1
40	можно себе представить	1	1
41	вместе с тем	1	1
42	в отличие от	2	1
43	но и в	1	1
44	что все эти	1	1
45	языка можно лишь	1	1
46	или иной степени	1	1
47	что даже в	1	1
48	в той или	2	1
49	может быть и	1	1
50	в наши дни	1	1
51	если же мы	1	1
52	не потому что	1	1
53	на французском языке	1	1
54	так и в	3	1
55	и в отношении	1	1
56	в известном смысле	2	1
57	все без исключения	1	1
58	и в этом	4	1
59	и при этом	1	1
60	и вместе с	1	1
61	а с другой	3	1
62	не в том	2	1
63	ведь в этом	1	1
64	тем или иным	1	1
65	возможно что и	1	1
66	подхода к языку	1	1
67	в свое время	2	1
68	на вопрос о	1	1
69	на той же	1	1
70	только то что	2	1
71	не потому ли	1	1
72	мы не можем	1	1
73	речь шла о	1	1
74	примеров можно привести	1	1
75	никогда не может	1	1
76	же время как	1	1
77	в ее целом	1	1
78	и в самом	4	1
79	слов и выражений	2	1
80	и прежде всего	1	1
81	выходит за пределы	1	1
82	заключается в том	1	1
83	в главе о	1	1
84	один из самых	1	1
85	как мы видим	1	1
86	в этом смысле	1	1
87	искусство слова и	1	1
88	после того как	4	1
89	можно было бы	10	1
90	к тому же	2	1
91	то же самое	1	1
92	с тем чтобы	2	1
93	той или иной	5	1
94	в полной силе	1	1
