N	3gram	Berdyaev_M_1	Myshleni
1	в том что	1	17
2	вместе с тем	5	10
3	для того чтобы	2	7
4	в отличие от	1	6
5	в высшей степени	2	6
6	в зависимости от	1	5
7	можно было бы	1	5
8	что и в	1	5
9	то время как	2	4
10	во всяком случае	1	4
11	в то время	2	4
12	это значит что	3	4
13	о том что	1	3
14	по сравнению с	1	3
15	не мог бы	1	3
16	с тем что	3	3
17	по отношению к	2	2
18	заключает в себе	3	2
19	не может быть	17	2
20	и вместе с	4	2
21	если в основе	1	2
22	зависимости от этого	1	2
23	что иное как	1	1
24	что в основе	1	1
25	и характер его	1	1
26	новых и новых	1	1
27	на том основании	2	1
28	до сих пор	2	1
29	как и все	1	1
30	хотя бы и	2	1
31	огромный шаг вперед	1	1
32	так же мало	1	1
33	между тем как	1	1
34	во всех этих	1	1
35	и менее всего	1	1
36	к тому чтобы	2	1
37	в мышлении и	1	1
38	не что иное	1	1
39	не только в	2	1
40	в значительной степени	1	1
41	так как они	1	1
42	не могут быть	2	1
43	все более и	1	1
44	друг к другу	1	1
45	вперед в деле	1	1
46	и в том	1	1
47	в него как	1	1
48	том основании что	2	1
49	как и всякая	1	1
50	у человека и	1	1
51	значит что они	1	1
52	и в самом	3	1
53	ли может быть	2	1
54	более и более	1	1
55	выходит за пределы	1	1
56	всякий раз когда	1	1
57	но всегда в	1	1
58	быть отнесена к	1	1
59	по сравнению со	1	1
60	мы увидим что	3	1
61	в конце концов	2	1
