N	3gram	Vygotskiy__4	Vladivir
1	в том что	12	10
2	о том что	10	8
3	с точки зрения	4	6
4	вместе с тем	2	6
5	а также и	1	6
6	не может быть	1	6
7	в конце концов	3	5
8	и в этом	3	5
9	дело в том	1	5
10	к тому же	2	5
11	точно так же	3	4
12	никогда не был	1	4
13	у него в	1	4
14	в то время	2	4
15	в этом смысле	1	3
16	бы то ни	1	3
17	то что в	3	3
18	во всяком случае	3	3
19	с одной стороны	3	3
20	в то же	1	3
21	что и в	1	3
22	что в этом	1	2
23	сводится к тому	2	2
24	также и в	1	2
25	в таком случае	1	2
26	сам по себе	2	2
27	и в то	1	2
28	а с другой	1	2
29	в это время	2	2
30	так же как	3	2
31	то время как	2	2
32	так или иначе	1	2
33	а не только	1	2
34	с другой стороны	2	2
35	то что это	1	2
36	ни в каком	1	2
37	то же время	1	2
38	и вместе с	1	2
39	те или иные	1	2
40	ничего общего с	1	2
41	едва ли можно	1	2
42	что это есть	1	2
43	на то что	6	2
44	бы если бы	1	2
45	к тому что	5	2
46	в согласии с	1	2
47	что весь этот	1	1
48	ровно ничего общего	1	1
49	в одном акте	1	1
50	что иное как	1	1
51	потому что он	2	1
52	несмотря на все	1	1
53	уже знаем что	2	1
54	то можно сказать	1	1
55	сказать что в	2	1
56	это то что	1	1
57	в окончательном виде	1	1
58	том что эта	1	1
59	да и не	2	1
60	так же и	1	1
61	но все дело	1	1
62	том что это	1	1
63	и ни на	1	1
64	в том и	1	1
65	внимание на то	2	1
66	том что он	3	1
67	о том как	2	1
68	же как и	1	1
69	сказать что ни	1	1
70	и если мы	2	1
71	хотел дать в	1	1
72	до сих пор	3	1
73	сама по себе	3	1
74	находим мы и	1	1
75	начала до конца	2	1
76	у него не	1	1
77	только то что	1	1
78	с тем что	1	1
79	что в нем	5	1
80	и в тех	1	1
81	все эти мысли	1	1
82	можно было бы	4	1
83	бросаются в глаза	1	1
84	одна из них	3	1
85	не был бы	1	1
86	с этой точки	1	1
87	у него нет	1	1
88	все и не	1	1
89	ни в какой	1	1
90	если исходить из	1	1
91	и что в	3	1
92	на эту тему	1	1
93	и в своих	1	1
94	или как говорит	1	1
95	он не понимает	2	1
96	если бы мы	2	1
97	причинам прежде всего	1	1
98	ни в одном	1	1
99	не только в	1	1
100	то ни было	1	1
101	все дело в	1	1
102	он знает что	2	1
103	в какой бы	2	1
104	и никак не	1	1
105	как это легко	1	1
106	какой бы то	1	1
107	то что все	1	1
108	это легко может	1	1
109	легко может показаться	1	1
110	можно найти в	1	1
111	сменяли одна другую	1	1
112	то что он	3	1
113	что она была	1	1
114	все то что	11	1
115	потому что они	1	1
116	этой точки зрения	1	1
117	если мы будем	2	1
118	мы и в	1	1
119	а то что	1	1
120	тем и другим	1	1
121	с этим материалом	1	1
122	на русский язык	1	1
123	он принадлежит к	1	1
124	мы не можем	1	1
125	но об этом	1	1
126	имел в виду	1	1
127	другое не может	1	1
128	вовсе не для	1	1
129	бы это было	1	1
130	это и есть	3	1
131	ясно что в	1	1
132	конечно не имеет	1	1
133	надо сказать что	3	1
134	с самого начала	5	1
135	не только не	2	1
136	или вернее сказать	1	1
137	нисколько не больше	2	1
138	но никак не	1	1
139	и так как	1	1
140	в самом деле	7	1
141	с целым рядом	2	1
142	правы потому что	1	1
143	мы знаем что	1	1
144	и в результате	1	1
145	как это делают	1	1
146	поскольку он принадлежит	1	1
147	как раз на	1	1
148	заключается в том	3	1
149	что вопрос о	1	1
150	именно то что	1	1
151	творчества в своей	1	1
152	мы видим что	2	1
153	в каком отношении	1	1
154	не что иное	1	1
155	в гораздо более	1	1
156	на то как	2	1
157	мы уже знаем	2	1
158	тем что в	1	1
159	для того чтобы	19	1
160	конце концов только	1	1
161	те же самые	2	1
162	то же самое	6	1
163	и что эта	1	1
164	мы только что	1	1
165	и в своем	1	1
