N	2gram	Vygotskiy__4	Literetu
1	и не	13	22
2	в мире	3	16
3	и в	33	16
4	при этом	2	15
5	в этом	28	14
6	не только	7	14
7	но и	3	14
8	в том	21	12
9	может быть	22	12
10	а не	6	12
11	то что	44	12
12	в частности	4	11
13	не в	2	10
14	такого рода	1	10
15	то же	9	9
16	так и	3	9
17	в то	3	9
18	того что	4	9
19	в этой	9	8
20	в жизни	4	8
21	том что	22	8
22	не может	10	8
23	как бы	25	8
24	в своей	4	7
25	тем самым	3	7
26	же время	2	7
27	только в	4	7
28	себя в	4	7
29	со стороны	2	7
30	точки зрения	6	7
31	еще не	1	6
32	с его	2	6
33	в себе	6	6
34	в другом	1	6
35	о том	20	6
36	и его	5	6
37	в его	10	6
38	с другой	2	6
39	к тому	12	6
40	как в	3	5
41	в целом	5	5
42	тому же	3	5
43	то есть	13	5
44	это не	6	5
45	как и	5	5
46	в основе	3	5
47	в ее	2	5
48	что он	20	5
49	именно в	2	5
50	вместе с	8	5
51	а в	4	5
52	с жизнью	1	4
53	но не	3	4
54	по отношению	1	4
55	и если	9	4
56	должно быть	3	4
57	место в	2	4
58	даже в	2	4
59	никогда не	5	4
60	а также	1	4
61	в жизнь	1	4
62	с одной	3	4
63	из них	4	4
64	одно из	2	4
65	в одном	3	4
66	как будто	8	4
67	в природе	1	4
68	до конца	7	4
69	и ты	1	4
70	одной стороны	3	4
71	по существу	2	4
72	и для	3	4
73	жизни в	1	4
74	отношению к	1	4
75	например в	3	3
76	самом деле	12	3
77	едва ли	2	3
78	той же	4	3
79	с ее	3	3
80	но уже	1	3
81	в сторону	3	3
82	однако не	2	3
83	и как	5	3
84	и наконец	2	3
85	и к	2	3
86	но в	2	3
87	бы и	2	3
88	на его	1	3
89	взгляд на	2	3
90	с точки	4	3
91	только для	1	3
92	потому что	24	3
93	уже о	1	3
94	в словах	2	3
95	прежде всего	2	3
96	между тем	1	3
97	вслед за	3	3
98	все время	24	3
99	совершенно не	4	3
100	в самом	12	3
101	как это	14	3
102	тому как	2	3
103	там где	1	3
104	это как	1	3
105	жизни и	4	3
106	как на	6	3
107	совершенно новой	1	2
108	художественного произведения	1	2
109	того же	1	2
110	в первом	1	2
111	для своего	1	2
112	как мы	4	2
113	вопрос о	2	2
114	не сомневается	1	2
115	так чтобы	2	2
116	я не	4	2
117	из того	1	2
118	мы и	1	2
119	то это	3	2
120	и на	5	2
121	бы то	2	2
122	не могу	1	2
123	во всех	2	2
124	легко может	1	2
125	я только	1	2
126	стороны и	1	2
127	все же	5	2
128	когда он	7	2
129	могли бы	2	2
130	всей художественной	1	2
131	так или	1	2
132	представляет собой	2	2
133	но без	1	2
134	раз в	7	2
135	им в	1	2
136	на то	10	2
137	действительную жизнь	2	2
138	все они	2	2
139	в нем	7	2
140	чтобы он	2	2
141	он все	3	2
142	и вот	6	2
143	том чтобы	4	2
144	подобно тому	1	2
145	то ни	1	2
146	в совершенно	1	2
147	и с	2	2
148	в глубине	1	2
149	его в	3	2
150	знает что	2	2
151	было бы	12	2
152	и даже	1	2
153	она и	1	2
154	далеко не	3	2
155	со своими	1	2
156	несмотря на	1	2
157	еще раз	3	2
158	со всей	2	2
159	и ее	2	2
160	жизненный путь	1	2
161	всякий раз	6	2
162	одном из	1	2
163	ни было	1	2
164	в конце	8	2
165	по себе	9	2
166	от жизни	1	2
167	в нас	1	2
168	того чтобы	22	2
169	как раз	9	2
170	другой стороны	2	2
171	у нас	4	2
172	вот в	1	2
173	же самое	6	2
174	и сам	1	2
175	что у	4	2
176	во второй	1	2
177	если бы	10	2
178	о нем	4	2
179	из рассказа	1	2
180	можно сказать	2	2
181	что и	3	2
182	во всей	3	2
183	и только	7	2
184	что ему	2	2
185	в ту	1	2
186	и об	1	2
187	в лице	1	2
188	но с	1	2
189	связи с	2	2
190	за ним	1	2
191	для него	1	2
192	тем что	3	2
193	и вместе	1	2
194	для того	23	2
195	это будет	1	2
196	не надо	2	2
197	или иначе	1	2
198	себя и	1	2
199	что не	4	2
200	с ней	1	2
201	а на	2	2
202	него не	1	2
203	что художник	1	2
204	я говорю	1	2
205	в полном	1	2
206	так же	13	2
207	и потому	2	2
