N	2gram	Bakhtin_fo_2	Marksizm
1	точки зрения	10	34
2	может быть	7	26
3	и не	9	26
4	не может	2	24
5	с точки	8	20
6	и в	46	19
7	и его	12	19
8	таким образом	3	17
9	в этом	22	16
10	как бы	10	15
11	как мы	6	13
12	прежде всего	14	13
13	как и	8	12
14	и пр	2	12
15	так и	7	11
16	связи с	8	11
17	и для	9	11
18	самом деле	1	10
19	в нем	5	10
20	и т.п	2	10
21	в самом	1	10
22	лишь в	2	9
23	только в	11	9
24	для него	3	9
25	в результате	1	9
26	на материале	1	8
27	все же	6	8
28	не только	11	8
29	при этом	6	8
30	до сих	2	8
31	но и	9	8
32	сих пор	2	8
33	то что	7	8
34	во всех	11	7
35	в ее	1	7
36	точка зрения	3	7
37	но в	10	7
38	все эти	5	7
39	и те	1	7
40	то же	8	7
41	в каждом	1	7
42	слова как	1	7
43	бытия в	1	7
44	а не	4	7
45	в связи	8	7
46	так же	2	7
47	отнюдь не	4	6
48	кроме того	3	6
49	так сказать	7	6
50	мы не	1	6
51	и того	1	6
52	в разрезе	5	6
53	в пределах	5	6
54	и здесь	1	6
55	в его	8	6
56	в том	10	6
57	является не	1	6
58	с помощью	3	6
59	в основном	8	6
60	в смысле	5	6
61	в настоящее	1	6
62	другой стороны	1	6
63	того же	3	6
64	связи между	2	5
65	отличие от	1	5
66	конечно не	4	5
67	по преимуществу	1	5
68	рядом с	2	5
69	одного и	1	5
70	в отличие	1	5
71	не в	9	5
72	того чтобы	8	5
73	те же	6	5
74	и все	6	5
75	в конце	2	5
76	вовсе не	13	5
77	с другой	2	5
78	за пределы	1	5
79	именно в	2	5
80	до конца	2	5
81	и потому	2	5
82	к этому	3	5
83	во всяком	2	5
84	вопрос о	1	4
85	и на	7	4
86	нет и	3	4
87	как в	4	4
88	выражение в	1	4
89	и тот	1	4
90	здесь мы	3	4
91	было бы	2	4
92	не столько	1	4
93	по себе	2	4
94	в отношении	2	4
95	самого начала	1	4
96	не является	3	4
97	в ней	1	4
98	с самого	1	4
99	еще не	6	4
100	для того	8	4
101	этой проблемы	1	4
102	далеко не	2	4
103	с этим	5	4
104	в данном	2	4
105	дело идет	2	4
106	в условиях	1	4
107	направления в	1	4
108	форм и	1	4
109	тот же	3	4
110	а в	3	4
111	жизни в	4	4
112	между ними	2	4
113	сказать что	1	4
114	что в	5	4
115	формы и	1	3
116	на самом	1	3
117	и есть	2	3
118	не имеют	1	3
119	действительности и	1	3
120	а как	1	3
121	в сущности	2	3
122	в большинстве	3	3
123	оно ни	1	3
124	в истории	4	3
125	целый ряд	3	3
126	и как	3	3
127	и к	2	3
128	в которой	1	3
129	в корне	2	3
130	но все	1	3
131	этих форм	5	3
132	его в	6	3
133	он не	5	3
134	переходим к	3	3
135	том что	4	3
136	в своей	1	3
137	и ее	1	3
138	не становится	1	3
139	в котором	4	3
140	более того	1	3
141	место в	4	3
142	войти в	1	3
143	в то	5	3
144	не имеет	1	3
145	же время	4	3
146	этом отношении	2	3
147	не могут	1	3
148	на границе	3	3
149	же самое	3	3
150	должны быть	1	3
151	и это	2	3
152	в дальнейшем	5	3
153	сводится к	1	3
154	в материале	1	3
155	можно сказать	2	3
156	здесь в	6	3
157	и следовательно	1	3
158	все формы	1	3
159	конце концов	1	3
160	того что	3	3
161	быть и	2	3
162	нуждается в	1	3
163	и действительно	1	3
164	между тем	1	3
165	большинстве случаев	3	3
166	из них	8	3
167	в целях	1	3
168	момент в	1	3
169	или иной	2	3
170	не было	3	3
171	на этот	1	3
172	все это	6	3
173	слова и	3	3
174	этом случае	2	3
175	и от	2	3
176	материальной действительности	1	3
177	совершенно не	1	3
178	это и	1	3
179	говорили о	1	2
180	ту же	2	2
181	быть сведены	1	2
182	как необходимый	2	2
183	в какой-то	1	2
184	мы уже	9	2
185	со всех	1	2
186	вопросов мы	1	2
187	точкой зрения	1	2
188	этим определяется	1	2
189	и он	4	2
190	всех сторон	1	2
191	свою очередь	1	2
192	но при	1	2
193	первый план	2	2
194	в чем	1	2
195	и всего	1	2
196	явлений и	2	2
197	для других	3	2
198	себе и	1	2
199	и речи	1	2
200	что во	1	2
201	в одной	2	2
202	природы как	1	2
203	в своем	5	2
204	все остальные	1	2
205	однако не	1	2
206	его к	1	2
207	от этого	2	2
208	то в	2	2
209	бы и	1	2
210	формы в	1	2
