N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	45
2	и не	21	15
3	в этом	8	14
4	но в	5	14
5	не только	5	14
6	во всех	2	13
7	и его	6	13
8	в его	8	13
9	как бы	3	12
10	во время	6	12
11	что в	5	12
12	то же	7	11
13	в своем	8	11
14	в то	6	11
15	право на	1	10
16	в нем	3	10
17	образов в	1	10
18	и с	4	10
19	как и	3	10
20	в том	12	10
21	но и	4	10
22	прежде всего	5	10
23	же время	5	9
24	в ней	4	8
25	таким образом	12	8
26	как мы	2	8
27	жизни и	1	8
28	вовсе не	4	8
29	так же	4	8
30	он был	4	7
31	с его	3	7
32	том что	13	7
33	не в	4	7
34	потому что	10	7
35	в эпоху	2	7
36	что и	8	7
37	в конце	7	7
38	и все	2	7
39	все это	5	7
40	здесь не	2	6
41	в этой	3	6
42	он не	5	6
43	в них	3	6
44	в атмосфере	1	6
45	того чтобы	6	6
46	связи с	5	6
47	так и	4	6
48	что он	8	6
49	так как	11	6
50	для того	6	6
51	одним из	2	5
52	например в	1	5
53	самом деле	6	5
54	здесь и	2	5
55	и на	2	5
56	хотя и	5	5
57	и как	1	5
58	и к	3	5
59	в себя	1	5
60	и у	1	5
61	все эти	1	5
62	на этом	1	5
63	его в	8	5
64	с ним	5	5
65	этом отношении	2	5
66	мы видим	1	5
67	одной из	3	5
68	со всеми	1	5
69	человека с	1	5
70	и их	1	5
71	как раз	6	5
72	в связи	4	5
73	не может	3	5
74	в доме	10	4
75	той же	1	4
76	его не	2	4
77	мы не	2	4
78	и о	2	4
79	в сущности	2	4
80	но не	1	4
81	перед нами	1	4
82	в самом	9	4
83	тому же	6	4
84	по своему	3	4
85	об этом	7	4
86	это было	1	4
87	не мог	2	4
88	точки зрения	4	4
89	известной степени	2	4
90	в их	2	4
91	вернемся к	1	4
92	в основе	2	4
93	у него	4	4
94	и это	2	4
95	можно было	2	4
96	ничего не	3	4
97	и здесь	4	4
98	о том	8	4
99	и во	2	4
100	только в	1	4
101	в первой	1	4
102	с этим	3	4
103	мы находим	1	4
104	и даже	3	4
105	сказать что	1	4
106	а не	4	4
107	на время	1	4
108	как это	5	4
109	и от	1	4
110	бы в	4	4
111	все они	1	4
112	а также	2	4
113	а в	7	4
114	как на	1	4
115	по поводу	1	4
116	такой же	1	4
117	том числе	1	4
118	к началу	3	3
119	того же	6	3
120	и он	2	3
121	из этих	1	3
122	как в	2	3
123	в одной	1	3
124	роль играет	1	3
125	как он	3	3
126	что она	4	3
127	на площади	1	3
128	на пиру	1	3
129	здесь нет	4	3
130	ни в	10	3
131	он и	2	3
132	до сих	9	3
133	нисколько не	3	3
134	в своей	5	3
135	этой связи	2	3
