N	3gram	Vinokur_Vv_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	прежде всего в	1	4
4	в средние века	1	4
5	как мы видели	2	4
6	после того как	2	4
7	в конце концов	2	4
8	в свою очередь	1	3
9	как мы видим	1	3
10	с точки зрения	2	3
11	но в то	3	3
12	все то что	1	3
13	в том что	12	3
14	дело в том	2	2
15	по отношению к	4	2
16	имеем в виду	1	2
17	в этом отношении	3	2
18	можно было бы	3	2
19	в значительной степени	1	2
20	и есть то	1	2
21	мы имеем в	1	2
22	в свое время	2	2
23	что иное как	4	1
24	потому что он	2	1
25	до наших дней	1	1
26	что в этом	2	1
27	имеет дело с	2	1
28	в эпоху возрождения	1	1
29	в чем же	3	1
30	на котором он	2	1
31	на самом деле	1	1
32	то же самое	2	1
33	в том же	1	1
34	мы уже знаем	1	1
35	этой традиции и	2	1
36	в нем все	1	1
37	же время в	1	1
38	сам по себе	1	1
39	но и в	1	1
40	дошедших до нас	1	1
41	с тем что	3	1
42	что в нем	2	1
43	в известной мере	2	1
44	в гораздо большей	1	1
45	все же в	1	1
46	на этот вопрос	3	1
47	но от этого	1	1
48	и не в	1	1
49	имеет дело не	1	1
50	то обстоятельство что	1	1
51	в применении к	6	1
52	не что иное	4	1
53	включают в себя	1	1
54	в данном случае	4	1
55	дело не с	1	1
56	не только в	4	1
57	а также и	2	1
58	и в этом	3	1
59	о том что	12	1
60	в том или	1	1
61	в связи с	2	1
62	большую или меньшую	1	1
63	только после того	2	1
64	нечто замкнутое и	1	1
65	уже и в	1	1
66	из которой состоит	1	1
67	одним из самых	1	1
68	о котором мы	1	1
69	дошедшие до нас	1	1
70	и до наших	1	1
71	потому что это	1	1
72	не трудно видеть	6	1
73	есть не что	2	1
74	у него в	1	1
75	во всяком случае	3	1
76	точки зрения совершенно	1	1
77	имел в виду	1	1
78	в первом случае	2	1
79	в них и	1	1
80	таким образом нет	1	1
81	с самого начала	1	1
82	и в самом	3	1
83	как мы уже	1	1
84	нужно сказать что	1	1
85	и прежде всего	1	1
86	находит свое выражение	1	1
87	среди них были	1	1
88	ближе всего к	1	1
89	во второй половине	2	1
90	в этом смысле	10	1
91	по этому поводу	2	1
92	было бы сказать	1	1
93	слова таким образом	1	1
94	второй половине xix	1	1
95	и в том	3	1
96	того что находится	1	1
97	тем что в	1	1
98	при помощи которого	1	1
99	форм только в	1	1
100	том или ином	1	1
101	не в этом	1	1
