N	4gram	Bakhtin_Pr_4	Marksizm
1	в то же время	5	8
2	но в то же	2	5
3	в той или иной	1	3
4	на самом же деле	1	3
5	одно и то же	1	3
6	как если бы он	1	3
7	с одной стороны и	1	2
8	от одного поколения к	1	2
9	в собственном смысле слова	1	2
10	с точки зрения своего	2	2
11	и до настоящего времени	1	2
12	так как если бы	1	2
13	одного поколения к другому	1	2
14	одним и тем же	1	2
15	ориентации по отношению к	1	1
16	и тем же языком	1	1
17	никогда не может быть	1	1
18	о которых мы упоминали	1	1
19	дело в том что	1	1
20	не может обойтись без	1	1
21	говорят одним и тем	1	1
22	нам кажется что в	1	1
23	в том числе и	3	1
24	на чужое слово и	2	1
25	и в большинстве случаев	2	1
26	самом же деле это	1	1
27	не с точки зрения	1	1
28	если бы он и	1	1
29	нам уже приходилось говорить	1	1
30	и не может быть	5	1
31	друг с другом как	1	1
32	как мы увидим в	1	1
33	которых мы упоминали выше	1	1
34	как мы уже сказали	2	1
35	а может быть и	1	1
36	рядом друг с другом	1	1
37	в нем новые стороны	1	1
38	языка и не в	1	1
