N	2gram	Vinokur_St_1	Tvorches
1	и в	44	20
2	и т	30	13
3	не только	18	13
4	т д	21	11
5	никогда не	5	11
6	как бы	4	11
7	таким образом	7	10
8	в то	9	10
9	в его	9	10
10	и его	8	9
11	там же	1	9
12	и не	16	9
13	при этом	2	8
14	и с	3	8
15	в том	36	8
16	может быть	15	8
17	в этом	21	8
18	прежде всего	7	8
19	но и	10	8
20	то же	5	7
21	это не	8	7
22	представление о	4	7
23	же время	4	7
24	потому что	6	7
25	не может	8	7
26	xix века	1	7
27	что в	30	7
28	в целом	5	6
29	как и	9	6
30	в своей	6	6
31	что он	10	6
32	так и	9	6
33	в конце	3	6
34	у него	2	6
35	именно в	6	6
36	а не	16	6
37	все это	5	6
38	например в	8	5
39	еще не	3	5
40	и на	1	5
41	но не	3	5
42	все же	8	5
43	в этой	11	5
44	если он	1	5
45	и сам	2	5
46	то есть	2	5
47	о том	17	5
48	и даже	5	5
49	но это	6	5
50	читателя в	1	5
51	так же	5	5
52	мы не	2	4
53	все эти	5	4
54	что они	7	4
55	как в	13	4
56	хотя и	1	4
57	но в	10	4
58	не в	12	4
59	что она	4	4
60	что у	4	4
61	об этом	3	4
62	соответствии с	1	4
63	показывает что	1	4
64	если бы	9	4
65	тем самым	2	4
66	ничего не	2	4
67	в духе	1	4
68	в чем	3	4
69	а в	17	4
70	в соответствии	1	4
71	если не	2	4
72	и потому	2	4
73	и от	1	4
74	том что	29	4
75	но у	1	4
76	же как	3	3
77	по мнению	3	3
78	а с	3	3
79	по отношению	3	3
80	в одной	1	3
81	это был	1	3
82	г а	1	3
83	отношению к	3	3
84	в себе	2	3
85	в нем	5	3
86	он не	2	3
87	евгения онегина	5	3
88	у пушкина	8	3
89	в плане	1	3
90	так например	7	3
91	я бы	2	3
92	его в	2	3
93	в самом	7	3
94	в котором	5	3
95	место в	1	3
96	в которых	5	3
97	своего рода	3	3
98	тем что	5	3
99	одна из	1	3
100	казалось бы	1	3
101	великий писатель	1	3
102	и это	2	3
103	до сих	7	3
104	между тем	3	3
105	этот вопрос	4	3
106	уже не	1	3
107	в начале	3	3
108	для него	6	3
109	так как	5	3
110	то что	18	3
111	и др	1	3
112	что не	3	3
113	превращается в	2	3
114	в свете	1	3
115	xx века	1	3
116	вместе с	1	3
117	в пользу	2	3
118	с этой	3	3
119	сих пор	7	3
120	не является	3	3
121	но зато	1	3
122	одной из	1	3
123	д в	1	3
124	в своих	2	3
125	к этому	1	3
126	в таком	3	3
127	как известно	1	2
128	не должны	1	2
129	самом деле	11	2
130	и есть	1	2
131	говорить о	2	2
132	я не	7	2
133	как правило	2	2
134	в ее	4	2
135	нет и	1	2
136	во многом	1	2
137	во что	1	2
138	так что	6	2
139	в истории	3	2
140	писателя в	2	2
141	но эта	1	2
142	в которой	4	2
143	в литературном	2	2
144	бы не	2	2
145	т п	9	2
146	во многих	3	2
147	но ведь	8	2
148	в статье	7	2
149	едва ли	1	2
150	у читателя	1	2
151	и по	5	2
152	по словам	4	2
153	том же	1	2
154	не считать	1	2
155	при помощи	2	2
156	известно что	1	2
157	которой он	1	2
158	такой же	5	2
159	зато в	2	2
160	писатель в	1	2
161	в такой	2	2
162	не столько	1	2
163	заявил что	1	2
164	что я	1	2
165	одном из	1	2
166	точку зрения	3	2
167	их в	2	2
168	что этот	2	2
169	не менее	5	2
170	из нас	1	2
171	как о	2	2
172	я буду	1	2
173	на него	2	2
174	в процессе	1	2
175	в русской	1	2
176	он еще	1	2
177	а во	3	2
178	и лишь	1	2
179	другой стороны	7	2
180	что на	2	2
181	у нас	11	2
182	и далее	1	2
183	могут быть	5	2
184	ли не	2	2
185	опираясь на	1	2
186	сомнений что	1	2
187	как по	1	2
188	так в	1	2
189	он писал	1	2
190	его времени	2	2
191	биографии и	2	2
192	и что	4	2
193	что его	1	2
194	там нет	1	2
195	в литературной	1	2
196	и только	3	2
197	крайней мере	2	2
198	всяком случае	6	2
199	к которому	4	2
200	д и	2	2
201	только в	10	2
202	б м	1	2
203	наше время	1	2
204	себя в	1	2
205	и у	2	2
206	уже в	2	2
207	в виде	3	2
208	и других	1	2
209	из них	8	2
210	то у	1	2
211	его и	1	2
212	не так	1	2
213	в одном	1	2
214	вовсе не	19	2
215	только с	2	2
216	в свой	2	2
217	с другим	1	2
218	с другой	9	2
219	не было	4	2
220	это прежде	2	2
221	на этот	3	2
222	не означает	1	2
223	по крайней	2	2
224	и вообще	3	2
225	в частности	4	2
226	начиная с	2	2
227	его женитьбы	1	2
228	в россии	4	2
229	это его	1	2
230	в первой	12	2
231	критики и	1	2
232	него в	1	2
233	и тогда	2	2
234	в наше	1	2
235	более того	1	2
236	себя на	1	2
237	в основе	3	2
238	но если	4	2
239	и без	3	2
240	из этого	1	2
241	сам в	2	2
242	отказаться от	1	2
243	включает в	1	2
244	но эти	1	2
245	уже после	1	2
246	во всяком	6	2
247	ли доказывать	1	1
248	вряд ли	5	1
249	если б	1	1
250	можно говорить	1	1
251	речь идет	4	1
252	так я	1	1
253	художественного произведения	1	1
254	по адресу	1	1
255	а между	1	1
256	не имел	1	1
257	на подобные	1	1
258	это и	4	1
259	мы говорим	1	1
260	в первом	2	1
261	объективного характера	1	1
262	из его	1	1
263	видеть в	1	1
264	объясняется и	1	1
265	и за	3	1
266	той же	5	1
267	г в	5	1
268	этом не	1	1
269	не была	2	1
270	оба эти	2	1
271	это казалось	1	1
272	любопытен пример	1	1
273	на себя	1	1
274	эпохи в	3	1
275	как я	1	1
276	же странице	1	1
277	то это	3	1
278	в биографии	2	1
279	в сцене	1	1
280	г к	1	1
281	литературы и	2	1
282	он был	3	1
283	между собой	1	1
284	быть в	2	1
285	это действительно	1	1
286	с его	1	1
287	во всех	8	1
288	я никогда	1	1
289	от современного	1	1
290	времени как	1	1
291	лошади в	1	1
292	и и	2	1
293	отказ от	1	1
294	но как	1	1
295	а только	1	1
296	не все	3	1
297	если в	2	1
298	присутствует в	1	1
299	ответ на	3	1
300	нужно быть	1	1
301	отношение к	2	1
302	в наиболее	1	1
303	или иное	3	1
304	теперь не	1	1
305	рафаэля и	1	1
306	надо ли	1	1
307	это самое	1	1
308	оказывается не	1	1
309	общего с	3	1
310	с этим	3	1
311	этой стороны	1	1
312	перед нами	1	1
313	говорит что	3	1
314	я должен	1	1
315	не являются	3	1
316	и к	1	1
317	разумеется с	1	1
318	еще на	1	1
319	что это	4	1
320	в известном	1	1
321	бы с	1	1
322	за это	1	1
323	чуть ли	2	1
324	из этих	6	1
325	думать что	2	1
326	с их	1	1
327	вообще а	1	1
328	и до	1	1
329	в преступном	1	1
330	личности но	1	1
331	на то	4	1
332	доказывать что	2	1
333	в случае	2	1
334	это утверждение	1	1
335	в прямом	1	1
336	от которого	1	1
337	о которой	3	1
338	и эти	1	1
339	в первую	2	1
340	не значит	3	1
341	о золотом	1	1
342	них нет	1	1
343	этого вопроса	2	1
344	и вот	1	1
345	наших глазах	2	1
346	я с	2	1
347	на реальные	1	1
348	можно было	13	1
349	слова не	1	1
350	в каждом	3	1
351	в работе	1	1
352	что все	2	1
353	что создание	1	1
354	а по	1	1
355	дело но	1	1
356	входит в	1	1
357	того или	4	1
358	заключается в	4	1
359	первую очередь	2	1
360	его личности	1	1
361	мы на	1	1
362	в глазах	1	1
363	смотреть на	1	1
364	великих произведений	1	1
365	было бы	17	1
366	то все	1	1
367	должен был	2	1
368	выше на	1	1
369	по себе	1	1
370	ведь в	1	1
371	мог бы	1	1
372	я считаю	4	1
373	в ином	1	1
374	ни в	3	1
375	ошибках и	1	1
376	для них	1	1
377	в них	1	1
378	всю жизнь	1	1
379	несмотря на	2	1
380	в развитии	1	1
381	очень важный	1	1
382	в один	1	1
383	перед собой	2	1
384	в этих	2	1
385	в г	3	1
386	во время	3	1
387	какое место	1	1
388	критик понял	1	1
389	от своего	1	1
390	интерес и	1	1
391	над тем	2	1
392	начале xix	1	1
393	это делает	1	1
394	оказывается для	1	1
395	еще с	1	1
396	или вернее	1	1
397	всякий раз	2	1
398	и о	1	1
399	должны были	1	1
400	но он	2	1
401	и более	2	1
402	произведения в	2	1
403	однако в	1	1
404	в таких	1	1
405	превращая его	1	1
406	которой является	1	1
407	даже в	3	1
408	всего его	1	1
409	нас к	1	1
410	тому что	3	1
411	содержит в	1	1
412	вплоть до	5	1
413	вариантов и	1	1
414	о значении	3	1
415	она не	2	1
416	что с	2	1
417	критической оценки	1	1
418	в обоих	1	1
419	меня не	2	1
420	хотелось бы	1	1
421	текста и	1	1
422	дело в	6	1
423	она ни	1	1
424	точно так	1	1
425	но только	1	1
426	чем не	1	1
427	не имеет	4	1
