N	3gram	Trubetskoy_1	Hudozhes
1	о том что	2	9
2	то же время	10	8
3	по отношению к	1	8
4	в то же	10	8
5	в том что	7	6
6	в самом деле	1	4
7	можно было бы	3	4
8	к тому что	2	4
9	с точки зрения	9	3
10	в этом отношении	1	3
11	но в то	1	3
12	в связи с	1	3
13	тем не менее	1	3
14	того или иного	2	2
15	мы уже знаем	1	2
16	только в том	2	2
17	что он не	2	2
18	до сих пор	5	2
19	то и другое	1	2
20	в значительной степени	1	2
21	не может быть	4	2
22	речь идет о	1	2
23	на то что	4	2
24	а между тем	5	1
25	не может не	3	1
26	уже знаем что	1	1
27	но и от	1	1
28	состоит в том	1	1
29	прежде всего на	1	1
30	прежде всего в	1	1
31	на самом деле	6	1
32	но при этом	1	1
33	таком взгляде на	1	1
34	то же самое	1	1
35	точки зрения в	1	1
36	таит в себе	1	1
37	и в этом	1	1
38	и то и	1	1
39	том случае если	3	1
40	с самого начала	1	1
41	до известной степени	1	1
42	более или менее	4	1
43	в его жизни	1	1
44	с ним в	1	1
45	которой он сам	2	1
46	в себе и	2	1
47	того и другого	1	1
48	к тому чтобы	4	1
49	заключает в себе	1	1
50	несмотря на то	1	1
51	в том случае	4	1
52	перед нами не	1	1
53	свою судьбу в	1	1
54	к себе и	1	1
55	и что в	1	1
56	в противоречие с	2	1
57	как путь к	1	1
58	при таком взгляде	1	1
59	в конце концов	3	1
60	только один из	1	1
61	своей жизни в	1	1
62	не только для	1	1
63	к одному из	1	1
64	не хочется думать	1	1
65	в том и	2	1
66	во всяком случае	6	1
67	а в том	1	1
68	в данном случае	3	1
69	в свою очередь	1	1
70	но и для	1	1
71	но все же	1	1
72	ни у кого	1	1
73	за то что	1	1
74	друг от друга	2	1
75	прежде всего о	1	1
76	мы не знаем	1	1
77	жизни перед нами	1	1
78	друг с другом	14	1
79	не только от	1	1
80	она не может	2	1
81	на первый взгляд	1	1
