N	3gram	Potebnia_M_4	StatiiOP
1	и т д	3	21
2	в том что	7	17
3	о том что	5	11
4	для того чтобы	4	10
5	и т п	4	9
6	с точки зрения	3	8
7	до сих пор	4	7
8	в этом отношении	1	7
9	на самом деле	3	6
10	в данном случае	2	6
11	с другой стороны	1	6
12	во всяком случае	3	6
13	не может быть	5	5
14	дело в том	1	4
15	то же время	3	4
16	что и в	2	4
17	на то что	4	4
18	в то же	3	4
19	сказать что в	1	3
20	по отношению к	8	3
21	по меньшей мере	1	3
22	что же касается	1	3
23	только в том	2	3
24	и в этом	4	3
25	это не значит	2	3
26	заключается в том	1	3
27	ничего общего с	1	3
28	и в самом	1	3
29	в свое время	1	2
30	одним и тем	1	2
31	в том числе	1	2
32	в этом случае	5	2
33	и в том	2	2
34	хотя бы и	2	2
35	в той же	1	2
36	но и в	1	2
37	и то что	4	2
38	что в нем	1	2
39	том числе и	1	2
40	может быть и	1	2
41	по крайней мере	5	2
42	если бы мы	1	2
43	с одной стороны	1	2
44	в то время	1	2
45	имеем дело с	1	2
46	так или иначе	2	2
47	до недавнего времени	1	2
48	не в том	2	2
49	то что в	2	2
50	и тем же	1	2
51	вопрос о том	2	2
52	речь идет о	1	2
53	что это не	1	2
54	в том смысле	2	2
55	достаточно для того	1	2
56	тем не менее	4	2
57	дело не в	1	2
58	как и в	1	2
59	а между тем	4	1
60	того что значит	1	1
61	в одном из	1	1
62	что в слове	2	1
63	а не в	1	1
64	всякого внимания к	1	1
65	в настоящее время	1	1
66	не выходя за	1	1
67	и та и	1	1
68	можно утверждать только	1	1
69	в том и	2	1
70	во время своего	1	1
71	в том же	2	1
72	пор не имеет	1	1
73	потому что не	1	1
74	если судить по	1	1
75	т п но	1	1
76	сами по себе	2	1
77	но это их	1	1
78	это можно утверждать	1	1
79	здесь дело не	1	1
80	а может быть	1	1
81	а если бы	1	1
82	том и другом	1	1
83	обратить внимание на	2	1
84	виде в каком	1	1
85	точно так же	1	1
86	на этот вопрос	2	1
87	и говорить о	1	1
88	что в то	1	1
89	имеет такое же	1	1
90	было бы совершенно	1	1
91	этот вопрос можно	1	1
92	в том случае	3	1
93	в это время	1	1
94	о том как	1	1
95	что я в	1	1
96	что то что	1	1
97	в том чтобы	1	1
98	то что она	2	1
99	том что как	1	1
100	без всякого внимания	1	1
101	и в отношении	1	1
102	и по отношению	2	1
103	то тем самым	1	1
104	слова не было	1	1
105	той и другой	1	1
106	в разной мере	1	1
107	выходя за пределы	1	1
108	второй половины xix	1	1
109	такое же значение	1	1
110	именно в том	1	1
111	и таким образом	3	1
112	а в том	2	1
113	сих пор не	1	1
114	таким образом в	1	1
115	очень далеко от	1	1
116	том смысле что	1	1
117	в одно целое	1	1
118	даже и в	1	1
119	смысле этого слова	1	1
120	как бы ни	1	1
121	и не может	1	1
122	мы говорим о	1	1
123	бы они ни	1	1
124	друг от друга	1	1
125	же значение как	1	1
126	та и другая	1	1
127	после того как	2	1
128	к тому что	1	1
129	так что в	1	1
130	если бы все	1	1
131	внимание на то	3	1
132	быть не может	1	1
133	мы имеем дело	2	1
134	что в отдельных	1	1
135	точки зрения той	1	1
136	и не в	1	1
137	и так в	1	1
138	что он в	1	1
